,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
716,Hummus Company,8.0,10.0,,1.0,32.5,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
717,Frittenwerk Mall of Berlin,8.4,10.0,,1.0,30.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
718,smartdeli - sushi & more,8.8,10.0,1.9,2.0,,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
719,Jabe Sushi Bar,8.8,,,2.0,32.5,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
720,Burger Vision Torstraße,8.4,10.0,,2.0,30.0,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
721,Eat Culture,8.6,10.0,,2.0,30.0,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
722,NamPan,8.8,10.0,,2.0,32.5,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
723,Chef's,8.8,10.0,1.9,2.0,,italian,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
724,Com Viet Berlin,7.8,10.0,,2.0,30.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
725,Aloha Poke Berlin,,10.0,,2.0,35.0,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
726, Hofbräu Wirtshaus Berlin,8.4,10.0,,3.0,32.5,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
727,Ristorante Marea,7.4,10.0,,3.0,40.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
728,Sucre Et Sel,8.2,10.0,,3.0,30.0,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
729,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,40.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
730,Angry Chicken - Mitte,8.8,10.0,,1.0,30.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
731,Lovebirds - Contemporary Pizza,8.4,10.0,,1.0,35.0,italian,Rosenthaler Straße 3,10119,Berlin,52.5287412,13.4018009,wolt
732,Pizza Peppino,,10.0,,1.0,40.0,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
733,Spreegold Mitte,7.8,10.0,,2.0,30.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
734,dean&david Quartier 205,8.2,10.0,,2.0,35.0,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
735,Chopstix Mitte,9.0,10.0,,2.0,50.0,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
736,Tiny's Pizza,8.2,10.0,,2.0,32.5,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
737,Ristorante Bonfini,7.0,10.0,,2.0,35.0,european,Chausseestraße 15,10115,Berlin,52.5295285,13.3848003,wolt
738,Kuchi Mitte,8.8,10.0,,2.0,60.0,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
739,Shiso Burger Mitte,8.4,10.0,,2.0,55.0,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
740,Kebap with attitude,8.2,10.0,,2.0,60.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
741,Burgermeister Potsdamer Platz,8.6,10.0,,1.0,55.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
742,Rosenburger,8.8,10.0,,1.0,55.0,american,Brunnenstraße 196,10119,Berlin,52.5300812,13.4006739,wolt
743,Momotaro Tavern,8.6,10.0,,1.0,55.0,asian,Panoramastraße 1A,10178,Berlin,52.52119813848951,13.409617039645097,wolt
744,SMASH! Mitte,8.6,10.0,,1.0,55.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
745,CHICKEN POW ! Mitte,8.2,10.0,,1.0,55.0,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
746,Besh,8.8,10.0,,1.0,55.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
747,Dolores - Mitte,8.8,10.0,,2.0,35.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
748,Esra,7.8,10.0,,1.0,35.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
749,Campus Suite - Food Factory Cube,8.8,10.0,,1.0,40.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
750,Jabe Dine & Bar,8.8,10.0,,2.0,32.5,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
751,Capvin,8.2,10.0,,2.0,55.0,italian,Weinbergsweg 24,10119,Berlin,52.53074110000001,13.401757,wolt
752,DALUMA,8.6,10.0,,2.0,55.0,poke,Weinbergsweg 3,10119,Berlin,52.53050805139134,13.40215026441957,wolt
753,Simela,8.6,10.0,,2.0,55.0,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
754,Hito Falafel,9.0,10.0,,2.0,55.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
755,Chelany Mitte,8.6,10.0,,2.0,55.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
756,BURGERS BURGERS Mitte,8.6,10.0,,2.0,55.0,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
757,momos - organic veggie dumplings,8.6,10.0,,2.0,55.0,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
758,90°C Bubble Tea & Cafe,9.2,10.0,,2.0,55.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
759,WILD & RAW,8.6,10.0,,2.0,55.0,healthy,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
760,Effe & Gold,,10.0,,1.0,55.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
761,Huong Que - Mitte,9.0,10.0,,2.0,55.0,asian,Weinbergsweg 27,10119,Berlin,52.53032327108959,13.401492579761,wolt
762,Jabe Sushi Bar,8.8,,,2.0,45.0,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
763,Nihombashi,7.8,10.0,,2.0,55.0,asian,Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
764,Eat Culture,8.6,10.0,,2.0,55.0,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
765,NamPan,8.8,10.0,,2.0,55.0,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
766,Com Viet Berlin,7.8,10.0,,2.0,35.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
767,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,50.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
768,Pinocchio Berlin,8.0,10.0,,2.0,55.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
769,MEATBALLERY,,10.0,,2.0,45.0,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,52.5326499,13.3876973,wolt
770,Amrit Mitte,8.4,10.0,,3.0,55.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
771,Aloha Poke Berlin,,10.0,,2.0,50.0,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
772,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,55.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
773,Sucre Et Sel,8.2,10.0,,3.0,55.0,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
774,Delhi 6,8.4,10.0,,3.0,45.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
775,Angry Chicken - Mitte,8.8,10.0,,1.0,35.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
776,Coréen Restaurant,8.6,10.0,,1.0,35.0,asian,Torstraße 179,10115,Berlin,52.52879,13.39407,wolt
777,Cowei,8.6,10.0,,1.0,50.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
778,Van Long,8.4,10.0,,2.0,35.0,asian,Reinhardtstraße 8,10117,Berlin,52.52379697423213,13.386434408597848,wolt
779,Spreegold Mitte,7.8,10.0,,2.0,55.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
780,Ryong,8.8,10.0,,2.0,45.0,asian,Torstraße 59,10119,Berlin,52.52907725886125,13.40893395582038,wolt
781,Restaurant Mittmann's,9.0,10.0,,2.0,35.0,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
782,Fam. Dang,8.0,10.0,,2.0,55.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
783,Chopstix Mitte,9.0,10.0,,2.0,55.0,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
784,Ferrarino Pizza,8.6,10.0,,2.0,55.0,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
785,Kuchi Mitte,8.8,10.0,,2.0,57.5,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
786,Kebap with attitude,8.2,10.0,,2.0,57.5,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
787,Shiso Burger Mitte,8.4,10.0,,2.0,50.0,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
788,Dolores - Mitte,8.8,10.0,,2.0,55.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
789,Sushi Miyabi Mitte,8.0,10.0,,2.0,50.0,asian,Georgenstraße 195,10117,Berlin,52.52005035643261,13.39064903068943,wolt
790,Esra,7.8,10.0,,1.0,55.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
791,Little Green Rabbit Unter den Linden,8.2,10.0,,2.0,50.0,healthy,Unter den Linden 21,10117,Berlin,52.5166207,13.3897757,wolt
792,Jabe Sushi Bar,8.8,,,2.0,50.0,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
793,Co-Chu,8.8,10.0,,2.0,50.0,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
794,SMASH! Mitte,8.6,10.0,,1.0,50.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
795,CHICKEN POW ! Mitte,8.2,10.0,,1.0,50.0,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
796,Besh,8.8,10.0,,1.0,50.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
797,NamPan,8.8,10.0,,2.0,45.0,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
798,Spreegold Mitte,7.8,10.0,,2.0,50.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
799,Pinocchio Berlin,8.0,10.0,,2.0,50.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
800,Indian Village,8.2,10.0,,2.0,55.0,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
801,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,1.9,2.0,,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
802,Viet Street - Sushi Bar,8.8,10.0,,2.0,55.0,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
803,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,35.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
804,Delhi 6,8.4,10.0,,3.0,55.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
805,Vegian,,10.0,,2.0,55.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
806,Cowei,8.6,10.0,,1.0,55.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
807,Restaurant Aposto,8.0,10.0,,2.0,55.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
808,Takumi'9 Sapporo,9.0,10.0,1.9,2.0,,asian,Chausseestraße 124,10115,Berlin,52.5290334,13.3846772,wolt
809,Ryong,8.8,10.0,,2.0,35.0,asian,Torstraße 59,10119,Berlin,52.52907725886125,13.40893395582038,wolt
810,Fam. Dang,8.0,10.0,,2.0,50.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
811,Ferrarino Pizza,8.6,10.0,,2.0,35.0,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
812,The Indique,7.8,10.0,,3.0,55.0,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
813,Yokozuna Sushi,8.8,10.0,,3.0,35.0,asian, Torstraße 41,10119,Berlin,52.52865349523008,13.411356136938425,wolt
814,Kebap with attitude,8.2,10.0,,2.0,50.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
815,Frittenwerk Berlin Friedrichstraße,8.6,10.0,,1.0,55.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
816,Espresso House Friedrichstraße,7.6,10.0,1.9,1.0,,fastfood,Friedrichstraße 125,10117,Berlin,52.5258858,13.3868659,wolt
817,Army Food,,10.0,,1.0,35.0,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
818,Sons of Mana x Royals & Rice,9.0,10.0,,2.0,55.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
819,Yumcha Heroes,9.0,10.0,,2.0,50.0,asian,Weinbergsweg 8,10119,Berlin,52.53116037652719,13.402767995750356,wolt
820,Hummus Company,8.0,10.0,,1.0,50.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
821,Frittenwerk Mall of Berlin,8.4,10.0,,1.0,55.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
822,DALUMA,8.6,10.0,1.9,2.0,,poke,Weinbergsweg 3,10119,Berlin,52.53050805139134,13.40215026441957,wolt
823,SIIO,,10.0,,2.0,55.0,asian,Spandauer Str. 3,10178,Berlin,52.5200252,13.4037884,wolt
824,Saravanaa Bhavan Berlin,8.6,10.0,,2.0,55.0,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
825,VietBowl Potsdamer Platz,8.6,10.0,,2.0,50.0,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
826,Burger Vision Torstraße,8.4,10.0,,2.0,55.0,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
827,Eat Culture,8.6,10.0,1.9,2.0,,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
828,KAIMUG - Foodfactory Cube,8.2,10.0,1.9,2.0,,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
829,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,55.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
830,Ristorante Marea,7.4,10.0,,3.0,55.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
831,Vegan Bashi,8.2,10.0,,3.0,55.0,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
832,Angry Chicken - Mitte,8.8,10.0,,1.0,55.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
833,Toca Rouge,8.6,10.0,,2.0,35.0,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
834,Standard Serious Pizza - Mitte,7.4,10.0,,2.0,55.0,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
835,Akito Sushi Express,8.8,10.0,,2.0,55.0,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
836,Tiny's Pizza,8.2,10.0,,2.0,55.0,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
837,Golden Fleece,8.8,10.0,,3.0,55.0,european,Torstraße 69,10119,Berlin,52.52939139999999,13.4076279,wolt
838,Frittenwerk Berlin Friedrichstraße,8.6,10.0,,1.0,60.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
839,Sons of Mana x Royals & Rice,9.0,10.0,,2.0,60.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
840,Dolores - Mitte,8.8,10.0,,2.0,60.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
841,Frittenwerk Mall of Berlin,8.4,10.0,,1.0,60.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
842,Esra,7.8,10.0,,1.0,60.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
843,Campus Suite - Food Factory Cube,8.8,10.0,1.9,1.0,,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
844,Effe & Gold,,10.0,,1.0,65.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
845,Ristorante Bella Vita,7.6,10.0,,2.0,60.0,italian,Mittelstraße 62,10117,Berlin,52.5179452,13.389358,wolt
846,Jabe Sushi Bar,8.8,,,2.0,60.0,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
847,Co-Chu,8.8,10.0,,2.0,55.0,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
848,Ristorante Pizzeria Roma,8.4,,,2.0,,italian,Friedrichstraße 129,10117,Berlin,52.52504113280851,13.387145586434125,wolt
849,Five Rivers,8.8,,,2.0,,asian,Albrechtstraße 11,10117,Berlin,52.5214627,13.3848372,wolt
850,Capvin,8.2,,,2.0,,italian,Weinbergsweg 24,10119,Berlin,52.53074110000001,13.401757,wolt
851,Alt-Berliner Gasthaus Julchen Hoppe,9.0,,,2.0,,european,Rathausstraße 25,10178,Berlin,52.51733607261106,13.404971896959797,wolt
852,Cana Restaurant ,9.2,,,2.0,,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
853,Pizzeria Marienkaefer,8.6,,,2.0,,italian,Marienstraße 18 ,10117,Berlin,52.52231788904327,13.383895084656176,wolt
854,DALUMA,8.6,,,2.0,,poke,Weinbergsweg 3,10119,Berlin,52.53050805139134,13.40215026441957,wolt
855,Wildes Fraeulein,9.2,,,2.0,,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
856,Hito Falafel,9.0,,,2.0,,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
857,Chelany Mitte,8.6,,,2.0,,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
858,Goodtime,8.8,,,3.0,,asian,Hausvogteiplatz 11a ,10117,Berlin,52.512719989573846,13.396920166606986,wolt
859,Choppaluna,9.0,,,2.0,,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
860,Bombay,8.4,,,2.0,,middle eastern,Friedrichstraße 106c,10117, Berlin,52.5232743,13.3884602,wolt
861,SMASH! Mitte,8.6,,,1.0,,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
862,CHICKEN POW ! Mitte,8.2,,,1.0,,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
863,Machiavelli,8.4,,,2.0,,european,Albrechtstr.13 Berlin,10117, Berlin,52.52130280012305,13.385180090564926,wolt
864,Quy Nguyen Vegan Living ,8.8,,,2.0,,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
865,Besh,8.8,,,1.0,,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
866,Food Brother Mitte,8.0,,,2.0,,middle eastern,Rosenthaler Straße 67,10119,Berlin,52.52856269999999,13.402465,wolt
867,HaiCoffee,8.6,,,2.0,,asian,Wallstraße 2,10179,Berlin,52.5111832,13.4036668,wolt
868,momos - organic veggie dumplings,8.6,,,2.0,,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
869,Breakfast Club by Quchnia,8.4,,,2.0,,breakfast/dessert,This is a virtual venue,10117,Berlin,52.51279599999999,13.3937831,wolt
870,Royals & Rice,8.8,,,3.0,,asian,Torstraße 164,10115,Berlin,52.5288602,13.3959879,wolt
871,Mogg,9.0,,,2.0,,,Auguststr. 11- 13,10117,Berlin,52.5264862,13.3944418,wolt
872,NamPan,8.8,,,2.0,,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
873,mama trattoria,7.8,,,2.0,,european,Pariser Platz 6a,10117,Berlin,52.516929596762495,13.377739214551184,wolt
874,Spreegold Mitte,7.8,,,2.0,,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
875,90°C Bubble Tea & Cafe,9.2,,,2.0,,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
876,Asia Gondel,8.8,,,1.0,,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
877,SIIO,,,,2.0,,asian,Spandauer Str. 3,10178,Berlin,52.5200252,13.4037884,wolt
878,Yakoolza,8.6,,,2.0,,asian,Wilhelmstraße 87,10117,Berlin,52.51309810543373,13.381989088118448,wolt
879,Anand,8.0,,,2.0,,middle eastern,Albrechtstraße 12,10117,Berlin,52.5211654,13.384961,wolt
880,WILD & RAW,8.6,,,2.0,,healthy,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
881,FECHTNER Berlin,8.8,,,2.0,,european,Torstraße 114,10119,Berlin,52.529583,13.4025829,wolt
882,Da Vinci Ristorante,7.6,,,2.0,,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
883,Italofritzen,7.4,,,2.0,,european,Friedrichstraße 105,10117,Berlin,52.5227282,13.3881445,wolt
884,Huong Que - Mitte,9.0,,,2.0,,asian,Weinbergsweg 27,10119,Berlin,52.53032327108959,13.401492579761,wolt
885,Jigi Poke Mitte,8.8,,,2.0,,poke,Rosenthaler 69,10119,Berlin,52.52875640803166,13.402202582625035,wolt
886,Saravanaa Bhavan Berlin,8.6,,,2.0,,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
887,VietBowl Potsdamer Platz,8.6,,,2.0,,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
888,O'Tacos Berlin Spandauer Str.,7.4,,,2.0,,european,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
889,Burger Vision Torstraße,8.4,,,2.0,,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
890,Son Kitchen Foodtruck,8.6,,,2.0,,asian,Varian-Fry-Straße ,10785,Berlin,52.5088036,13.3742494,wolt
891,Simela,8.6,,,2.0,,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
892,Good Morning Vietnam,9.0,,,2.0,,asian,Alte Schönhauser Str. 60,10119,Berlin,52.52839669999999,13.409406,wolt
893,Tuans Huette,9.0,,,2.0,,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
894,Mundo,8.4,,,2.0,,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
895,Pinocchio Berlin,8.0,,,2.0,,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
896,Nihombashi,7.8,,,2.0,,asian,Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
897,BURGERS BURGERS Mitte,8.6,,,2.0,,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
898,Pockets,8.6,,,2.0,,mediterranean,Torstraße 189,10115,Berlin,52.52842494597571,13.392690086507711,wolt
899,MEATBALLERY,,,,2.0,,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,52.5326499,13.3876973,wolt
900,Indian Village,8.2,,,2.0,,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
901,Eat Culture,8.6,,,2.0,,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
902,Namu Sushi,8.0,,,2.0,,asian,Oranienburger Str. 17,10178,Berlin,52.5240721,13.3975879,wolt
903,Chef's,8.8,,,2.0,,italian,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
904,Tiger Ramen,7.4,,,2.0,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
905,Paulaner Wirtshaus Berlin Potsdamer Platz,8.4,,,2.0,,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
906,BrewDog Berlin Mitte,8.0,,,2.0,,bars,Ackerstraße 29,10115,Berlin,52.532829205434375,13.395768525794836,wolt
907,Com Viet Berlin,7.8,,,2.0,,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
908,Bao Burger by District Mot,7.6,,,2.0,,asian,This is a virtual venue,10119,Berlin,52.527961,13.4030479,wolt
909,Amrit Mitte,8.4,,,3.0,,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
910,smartdeli - sushi & more,8.8,,,2.0,,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
911,Mr. Vertigo,8.4,,,2.0,,breakfast/dessert,Chausseestraße 17,10115,Berlin,52.5300558,13.3842739,wolt
912,Bar Internazionale,8.2,,,2.0,,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
913,Aiko Sushi,8.4,,,3.0,,asian,Brunnenstraße 193,10119,Berlin,52.53053882332101,13.400382578829037,wolt
914,Hans im Glück Berlin Hauptbahnhof,8.2,,,2.0,,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
915,pao pao Modern Tea,9.2,,,2.0,,breakfast/dessert,Rosenthaler Str. 66,10119,Berlin,52.5284291,13.40252,wolt
916,Viet Street - Sushi Bar,8.8,,,2.0,,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
917,Wrapublic Mitte,8.8,,,2.0,,steak,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
918,Aloha Poke Berlin,,,,2.0,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
919,KAIMUG - Foodfactory Cube,8.2,,,2.0,,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
920,Happy Buddha,7.4,,,2.0,,middle eastern,Schlegel Straße 22,10115,Berlin,52.53034265713895,13.38685159671559,wolt
