,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
315,Babel,8.8,10.0,,1.0,35.0,middle eastern,Kastanienallee 33,10435,Berlin,52.5367296,13.407461,wolt
316,KAIMUG - Foodfactory Cube,8.2,10.0,,2.0,45.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
317,Happy Buddha,7.4,10.0,1.9,2.0,,middle eastern,Schlegel Straße 22,10115,Berlin,52.53034265713895,13.38685159671559,wolt
318,Babami,8.2,10.0,,2.0,35.0,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
319,Aki Tatsu Sushi & More Adalbertstr.,8.6,10.0,,2.0,35.0,asian,Adalbertstraße 90,10997,Berlin,52.5015631,13.4192157,wolt
320,Saiko Sushi,8.6,10.0,,2.0,35.0,asian,Yorckstraße 77,10965,Berlin,52.4929841,13.3825385,wolt
321,Sushi Cube,,10.0,,2.0,35.0,asian,"Zossener Str. 18,",1096,  Berlin,52.4908346,13.3939191,wolt
322,BURGER KING® Potsdamer Straße,6.8,10.0,,2.0,35.0,american,Potsdamer Straße 114,10785,Berlin,52.5005422,13.3626743,wolt
323,Hoa Nam,8.2,10.0,,2.0,35.0,asian,Wilsnacker Str. 22,10559,Berlin,52.5291219,13.3515039,wolt
324,Nusantara,8.8,10.0,,2.0,35.0,,Turmstraße 18,10559,Berlin,52.52644970000001,13.3491307,wolt
325,The Flying Monkey,8.4,10.0,,2.0,35.0,asian,Kastanienallee 15,10435,Berlin,52.538803000846045,13.40969825554577,wolt
326,Planet Bowl,8.8,10.0,,2.0,35.0,poke,Adalbertstraße 7,10999,Berlin,52.5004761,13.4189519,wolt
327,Poco Loco Prenzlauer Berg,7.8,10.0,,2.0,35.0,mexican,Oderberger Str. 51-52,10435,Berlin,52.53871128452917,13.408846277021045,wolt
328,Ristorante Trattoria Vesuvio,8.2,10.0,,2.0,45.0,european,Strausberger Pl. 8,10243,Berlin,52.51902636552151,13.429561362562596,wolt
329,Izmir Koeftecisi,9.0,10.0,,2.0,35.0,snacks,Reichenberger Str. 10,10999,Berlin,52.4994251,13.4166479,wolt
330,Falafel Sababa,9.0,10.0,,2.0,35.0,middle eastern,Kastanienallee 50,10119,Berlin,52.533927902035074,13.404771546033777,wolt
331,Salami Social Club II,7.8,10.0,,2.0,35.0,italian,Schönhauser Allee 176,10119,Berlin,52.53172205551587,13.412003162761234,wolt
332,PUFFLE BEES,9.2,10.0,,2.0,40.0,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
333,Lovely,8.6,10.0,,2.0,35.0,middle eastern,Immanuelkirchstr 29a,10405,Berlin,52.53277749999999,13.4237252,wolt
334,OM Restaurant,,10.0,,2.0,40.0,middle eastern,Kirchstraße 16,10557, Berlin,52.52254860007056,13.349016623313084,wolt
335,Mix My Bowl,8.6,10.0,,2.0,35.0,poke,Mehringdamm 72 ,10961,Berlin,52.4902106,13.3860044,wolt
336,Bites,8.8,10.0,,2.0,45.0,asian,Yorckstraße 22,10965,Berlin,52.49291059999999,13.3800294,wolt
337,Hello Charge,8.0,10.0,,2.0,40.0,asian,Potsdamer Straße 148,10783,Berlin,52.49710719999999,13.361379,wolt
338,Parlamento Degli Angeli,7.6,10.0,,2.0,35.0,european,Bergmannstrasse 109,10961,Berlin,52.49012440000001,13.3880458,wolt
339,Burgerzimmer X,7.8,10.0,,2.0,35.0,american,Heinrich-Heine-Straße 36,10179,Berlin,52.5057895,13.4121294,wolt
340,Basil,8.4,10.0,,2.0,35.0,asian,Winsstraße 65,10405,Berlin,52.5325692,13.4234745,wolt
341,Neumann's,8.0,10.0,,2.0,40.0,european,Alt-Moabit 126,10557,Berlin,52.5230632,13.3583368,wolt
342,Chaomin,8.8,10.0,,2.0,35.0,healthy,Prenzlauer Allee 27a,10405,Berlin,52.5328595,13.4209553,wolt
343,Grindhouse - Homemade Burgers ,8.4,10.0,,3.0,35.0,american,Kollwitzstraße 50,10405,Berlin,52.5344959,13.4165304,wolt
344,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,45.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
345,Rises Deliciacies,9.0,10.0,,2.0,35.0,middle eastern,Veteranenstraße 25,10119,Berlin,52.53302849816972,13.40014627916736,wolt
346,Florya's Burger House,8.6,10.0,,2.0,35.0,american,Potsdamer Straße 69,10785,Berlin,52.503222,13.3662007,wolt
347,Mr. Vertigo,8.4,10.0,,2.0,35.0,breakfast/dessert,Chausseestraße 17,10115,Berlin,52.5300558,13.3842739,wolt
348,Nem&More,8.0,10.0,,2.0,35.0,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
349,KOI 56,7.6,10.0,,2.0,35.0,asian,Kollwitzstraße 56,10405,Berlin,52.5350388,13.4169049,wolt
350,Pizzeria Da Mimmo,7.4,10.0,,2.0,35.0,european,Büschingstraße 35,10249,Berlin,52.5254221,13.4290269,wolt
351,Oez Inegoel Koefteci,8.4,10.0,,2.0,40.0,middle eastern,Potsdamer Straße 146,10783,Berlin,52.4973008,13.3613806,wolt
352,Izumi Restaurant-Sushi Bar,8.2,10.0,,3.0,40.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
353, Hofbräu Wirtshaus Berlin,8.4,10.0,,3.0,35.0,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
354,Ristorante Marea,7.4,10.0,,3.0,45.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
355,Mon Eatery & Bar,8.6,10.0,,2.0,35.0,vegetarian or vegan,Oranienplatz 5,10999,Berlin,52.50302174497527,13.415088890877664,wolt
356,The F.I.U.T.Y.,9.2,10.0,1.9,2.0,,vegetarian or vegan,Kastanienallee 62,10119,Berlin,52.5343708,13.4058112,wolt
357,Delhi 6,8.4,10.0,,3.0,35.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
358,Vedang - plant burger (P-Berg),7.8,10.0,,3.0,35.0,american,Kastanienallee 3,10435,Berlin,52.5404095,13.4112174,wolt
359,Al Contadino Mozzarella Bar & Bottega,9.2,10.0,,3.0,35.0,european,Auguststraße 34,10119,Berlin,52.52764950259383,13.400837996222302,wolt
360,Pirouette,8.0,10.0,,2.0,35.0,healthy,Saarbrücker Str. 17,10405,Berlin,52.5312128,13.4127069,wolt
361,Vegan Bashi,8.2,10.0,,3.0,35.0,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
362,What a treat Kreuzberg,8.8,10.0,,2.0,35.0,breakfast/dessert,Gneisenaustraße 94,10961,Berlin,52.4921043,13.3936627,wolt
363,cafe camaleon,8.4,10.0,,3.0,35.0,cafes,Rosenthalerstraße 53,10178,Berlin,52.5258247,13.4038859,wolt
364,Einstein Unter den Linden,8.8,10.0,,4.0,35.0,european,Unter den Linden 42,10117,Berlin,52.5174343,13.3859139,wolt
365,Rosengarten am Engelbecken,9.0,10.0,,3.0,50.0,steak,Legiendamm 2,10179,Berlin,52.5063091,13.4171521,wolt
366,Rou Vegan,,10.0,,2.0,45.0,vegetarian or vegan,Brunnenstraße 152,10115, Berlin,52.5358944,13.3967998,wolt
367,Der neue Platzhirsch,,10.0,,2.0,35.0,european,Granseer Straße 6,10435,Berlin,52.5366387,13.4022051,wolt
368,Vegian,,10.0,,2.0,45.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
369,Swadishta ,8.8,10.0,,3.0,45.0,middle eastern,Kurfürstenstraße 131a,10785,Berlin,52.50185,13.35386,wolt
370,MIBAP,9.2,10.0,,2.0,35.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
371,Sticks'n'Sushi,9.4,10.0,,3.0,35.0,asian,Potsdamer Straße 85,10785,Berlin,52.5020079,13.3650928,wolt
372,Yummy Kitchen,8.4,10.0,,2.0,35.0,middle eastern,Zossener Straße 13,10961,Berlin,52.49212701135838,13.394391535650842,wolt
373,Viettonic 2,8.2,10.0,,2.0,35.0,asian,Kottbusser Str. 19,10999,Berlin,52.4973885,13.419618,wolt
374,Restaurant Neffes,7.8,10.0,,2.0,35.0,middle eastern,Potsdamer Straße 131,10783,Berlin,52.4972491,13.3622005,wolt
375,Maison Dang,8.2,10.0,1.9,1.0,,asian,Tucholskystraße 34,10117,Berlin,52.52631535360692,13.393759968406496,wolt
376,Transit Mitte,8.8,10.0,,1.0,35.0,asian,Rosenthalerstraße 68,10119,Berlin,52.52864513176107,13.4022783,wolt
377,Soul Sushi Berlin-Mitte,8.8,10.0,,1.0,45.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
378,Angry Chicken - Mitte,8.8,10.0,,1.0,45.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
379,Aplo Greek Kitchen & Foods,7.8,10.0,,1.0,35.0,mediterranean,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
380,Lovebirds - Contemporary Pizza,8.4,10.0,1.9,1.0,,italian,Rosenthaler Straße 3,10119,Berlin,52.5287412,13.4018009,wolt
381,Pizza Peppino,,10.0,,1.0,45.0,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
382,Freaky Fruits,,10.0,1.9,1.0,,poke,Reichenberger Str. 176,10999, Berlin,52.499591707269744,13.417077682762624,wolt
383,Hoongy,8.6,10.0,,2.0,35.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
384,Mama Cook,8.6,10.0,1.9,1.0,,asian,Hedemannstraße 10,10969,Berlin,52.50299,13.38859,wolt
385,Coréen Restaurant,8.6,10.0,1.9,1.0,,asian,Torstraße 179,10115,Berlin,52.52879,13.39407,wolt
386,Steel Vintage Bikes Café Wilhemstr.,9.2,,,1.0,,cafes,Wilhelmstraße 91,10117,Berlin,52.5126941,13.3822101,wolt
387,bacg,8.6,10.0,1.9,1.0,,middle eastern,Neue Schönhauser Str.,10178,Berlin,52.52485032890104,13.405544419780236,wolt
388,Tipico Siciliano,8.4,,,1.0,,european,Döberitzer Str 1,10557,Berlin,52.52989580000001,13.3684341,wolt
389,Katchi Ice Cream (Hackescher Markt),,10.0,1.9,2.0,,breakfast/dessert,Oranienburger Strasse 89,10178,Berlin,52.52355439999999,13.4005345,wolt
390,Da Vinci,8.4,10.0,1.9,1.0,,italian,Derfflingerstraße 19,10785,Berlin,52.5026859,13.3562157,wolt
391,Quà Phê,9.4,10.0,1.9,1.0,,asian,Schendelgasse 9,10119,Berlin,52.52679045899932,13.408479274123788,wolt
392,Caphe HOA,9.2,10.0,,2.0,35.0,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
393,Minty's Fresh Food Bar,,10.0,1.9,1.0,,breakfast/dessert,Torstraße 178,10115,Berlin,52.52847496427177,13.394461747404078,wolt
394,Linh Coffee Lab,9.0,10.0,1.9,1.0,,cafes,Chausseestr. 19,10115,Berlin,52.5302259,13.3840856,wolt
395,Toca Rouge,8.6,10.0,1.9,2.0,,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
396,CHIMNEYS,8.4,10.0,,1.0,35.0,breakfast/dessert,Brunnenstraße 173,10119,Berlin,52.53288560000001,13.3984218,wolt
397,YamYam,8.6,10.0,,2.0,35.0,asian,Alte Schönhauser Str. 6,10119,Berlin,52.5276072,13.4081676,wolt
398,Manngo,7.4,10.0,1.9,1.0,,asian,Mulackstraße 29,10119,Berlin,52.5273003,13.4056547,wolt
399,K'ups Gemuesekebap,8.6,10.0,,1.0,35.0,middle eastern,Kastanienallee 102,10435,Berlin,52.539772061307765,13.411285786507507,wolt
400,Cafe Chagall,8.6,10.0,1.9,1.0,,russian,Kollwitzstraße 2,10405,Berlin,52.531342,13.4127225,wolt
401,ROU Vegetarian,8.2,10.0,1.9,1.0,,asian,Schwedter Straße 25,10119,Berlin,52.5351763,13.4072986,wolt
402,TIATO,7.8,10.0,1.9,1.0,,asian,Winsstraße 65,10405,Berlin,52.53250130479327,13.423850561104285,wolt
403,Soy Restaurant,9.4,10.0,,2.0,35.0,mediterranean,Rosa-Luxemburg-Straße 30,10178,Berlin,52.52601407098775,13.411483058480062,wolt
404,Jabe Dine & Bar,8.8,10.0,,2.0,35.0,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
405,Standard Serious Pizza - Mitte,7.4,,,2.0,,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
406,Cocolo Ramen Mitte,9.2,10.0,1.9,2.0,,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
407,W der Imbiss Prenzlauer Berg,8.6,10.0,,2.0,35.0,vegetarian or vegan,Kastanienallee 49,10119,Berlin,52.5342581,13.4049672,wolt
408,Akito Sushi Express,8.8,10.0,,2.0,35.0,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
409,Smile,8.8,10.0,1.9,1.0,,asian,Alt-Moabit 112,10559,Berlin,52.5238933,13.3519608,wolt
410,Schiller Burger Kastanienallee,8.0,10.0,,1.0,35.0,american,Kastanienallee 24,10435,Berlin,52.5376951,13.4084503,wolt
411,Akito Sushi Bar,8.8,10.0,,2.0,35.0,asian,Reinhardtstraße 6,1011, Berlin,52.5239124,13.3867527,wolt
412,My Anh,8.6,10.0,1.9,1.0,,asian,Greifswalder Str. 3,10405,Berlin,52.528687207871805,13.42482335360747,wolt
413,Tasty Bistro,7.6,10.0,,1.0,35.0,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
414,MarcAnns,8.8,10.0,1.9,2.0,,european,Invalidenstraße 114,10115,Berlin,52.5306911,13.3842847,wolt
415,Reisfreude,9.0,10.0,1.9,1.0,,european,Brückenstraße 1c,10179,Berlin,52.51191129999999,13.4171379,wolt
416,Spreegold Mitte,7.8,10.0,1.9,2.0,,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
417,FACTORY GIRL,8.8,,,2.0,,breakfast/dessert,Auguststraße 29c,10119,Berlin,52.5272762,13.3987744,wolt
418,Cai Kitchen Berlin,8.6,10.0,,1.0,35.0,vegetarian or vegan,Schönhauser Allee 177A,10119,Berlin,52.5313228,13.4116342,wolt
419,simsim,8.8,10.0,1.9,2.0,,middle eastern,Husemannstraße 1,10435,Berlin,52.53687285962759,13.41701445277873,wolt
420,Restaurant Aposto,8.0,10.0,,2.0,50.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
421,Mirika,9.4,10.0,1.9,2.0,,european,Prinzenstraße 103,10969,Berlin,52.49998919999999,13.4073533,wolt
422,Hayal Grill,9.2,10.0,1.9,2.0,,steak,Charlottenstraße 13,10969,Berlin,52.50701122999866,13.393112483191135,wolt
423,Taverna Athene,8.8,10.0,1.9,2.0,,mediterranean,Tempelhofer Ufer 12,10963,Berlin,52.498285700664034,13.38538217790999,wolt
424,Creasian,7.6,10.0,,2.0,35.0,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
425,Trattoria la Bruschetta,8.4,10.0,1.9,1.0,,italian,Andreasstraße 66,10243,Berlin,52.51336850000001,13.431036,wolt
426,Yuna,9.2,10.0,,2.0,35.0,bars,Oranienburger Straße 22,10178,Berlin,52.52435000000001,13.39617,wolt
427,KAFFEEMITTE,9.0,10.0,1.9,2.0,,breakfast/dessert,Weinmeisterstraße 9a,10178,Berlin,52.52521369999999,13.4061021,wolt
428,Eden - Vietnamese Restaurant,8.6,10.0,1.9,2.0,,asian,Rosenstraße 19,10178,Berlin,52.5216976,13.4049481,wolt
429,Atame,9.2,,,2.0,,mediterranean,Dircksenstraße 40,10178,Berlin,52.52355832952749,13.40683685030174,wolt
430,Yada Yada Breakfast Club,9.0,10.0,1.9,,,breakfast/dessert,Köpenicker Str. 93,10179,Berlin,,,wolt
431,Albero,8.8,10.0,1.9,2.0,,italian,Lehrter Str. 24b,10577,Berlin,52.5314309,13.3624867,wolt
432,Ming Dynastie Mitte,9.2,10.0,,,45.0,asian,Brückenstrasse 6,10179,Berlin,,,wolt
433,MS Marone,9.2,10.0,1.9,2.0,,mediterranean,Kastanienallee 64,10119,Berlin,52.5346256,13.406179,wolt
434,Sons of Mana Mitte,8.6,10.0,1.9,,,poke,Chausseestraße 19,10115,Berlin,,,wolt
435,Takumi'9 Sapporo,9.0,10.0,1.9,,,asian,Chausseestraße 124,10115,Berlin,,,wolt
436,Ryong,8.8,10.0,1.9,2.0,,asian,Torstraße 59,10119,Berlin,52.52907725886125,13.40893395582038,wolt
437,Cafe Fleury,9.2,10.0,1.9,2.0,,european,Weinbergsweg 20,10119,Berlin,52.53117446073856,13.402212173018816,wolt
438,"YADA YADA baked potatoes,salads...and more",9.0,10.0,1.9,2.0,,poke,Kommandantenstraße 71,10117,Berlin,52.5086018,13.4033065,wolt
439,Pizza-Scheune,8.4,10.0,1.9,2.0,,italian,Rosa-Luxemburg-Straße 49 ,10178,Berlin,52.5280443,13.4099983,wolt
440,Fam. Dang,8.0,10.0,,2.0,35.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
441,Pizzeria Napoletana - Pizza Mitte ,8.6,10.0,,2.0,35.0,italian,Chausseestrasse 56,10115,Berlin,52.5364449,13.3765115,wolt
442,Chopstix Mitte,9.0,10.0,,2.0,35.0,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
443,Ferrarino Pizza,8.6,10.0,1.9,2.0,,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
444,Kong Vegan 385,8.8,10.0,,2.0,35.0,asian,Kollwitzstraße 48,10405,Berlin,52.53441198306828,13.416226655820267,wolt
445,Nuovo Firenze,7.8,10.0,1.9,2.0,,italian,Invalidenstraße 6,10115,Berlin,52.5322276,13.3930809,wolt
446,Djimalaya,9.0,10.0,1.9,2.0,,mediterranean,Invalidenstraße 159,10115,Berlin,52.5323523,13.3973485,wolt
447,Hauptstadtburger,7.6,10.0,1.9,2.0,,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
448,GOOD BANK - Joachimstrasse,8.4,10.0,,2.0,,poke,Joachimstrasse 17A,10119,Berlin,52.527821,13.4004662,wolt
449,Tiny's Pizza,8.2,10.0,1.9,2.0,,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
450,St. Oberholz,8.4,10.0,1.9,2.0,,cafes,Rosenthaler Str. 72a,10119,Berlin,52.52947318491223,13.401836958757409,wolt
451,The Eatery by Smash'd,9.2,10.0,1.9,2.0,,breakfast/dessert,Fehrbelliner Str. 5,10119,Berlin,52.53092950671216,13.409962194922134,wolt
452,Prego,6.4,10.0,1.9,1.0,,italian,This is a virtual venue,10179,Berlin,52.514266,13.4210784,wolt
453,Bentokado,8.8,10.0,,2.0,35.0,asian,Eberswalder Straße 5,10437,Berlin,52.5407428,13.4061739,wolt
454,Ristorante Bonfini,7.0,10.0,1.9,2.0,,european,Chausseestraße 15,10115,Berlin,52.5295285,13.3848003,wolt
455,VietBowl Mitte,,10.0,1.9,2.0,,asian,Zimmerstraße 69,10117,Berlin,52.5080041,13.3928408,wolt
456,Aitme ,,,,2.0,,mediterranean,This is a virtual venue,10119,Berlin,52.5273961,13.3981992,wolt
457,Berliner Marcus Bräu,8.4,10.0,1.9,2.0,,european,"Münzstraße 1-3,",10178,Berlin,52.52397187772237,13.409258666270404,wolt
458,Mövenpick Restaurant Berlin,7.4,10.0,1.9,2.0,,poke,Schöneberger Str. 3,10963,Berlin,52.5038107,13.3804042,wolt
459,Good n Vegan Kreuzberg,9.0,,,2.0,,vegetarian or vegan,This is a virtual venue,10963,Berlin,52.5038107,13.3804042,wolt
460,Weltwirtschaft am HKW,,10.0,1.9,2.0,,european,John Foster Dulles Allee 10,10557,Berlin,52.51928550268709,13.364887312045054,wolt
461,BRLO BRWHOUSE,8.8,,,2.0,,american,Schöneberger Str. 16,10963,Berlin,52.49989540667476,13.373862608005457,wolt
462,Vino e Basilico,9.0,,,3.0,,european,Tucholskystraße 18/20,10117,Berlin,52.5252037,13.3932662,wolt
463,Neapizza 1889,8.8,10.0,1.9,2.0,,italian,Chausseestraße 49,10115,Berlin,52.5352264,13.377693,wolt
464,Terra,8.2,10.0,1.9,2.0,,european,Grimmstraße 1,10967,Berlin,52.4947539,13.4143468,wolt
465,Han Korean Food,8.8,10.0,1.9,2.0,,asian,Saarbrücker Str. 38,10405,Berlin,52.52869177992751,13.416176302324391,wolt
466,26 Shibuya,8.2,10.0,,2.0,35.0,asian,Kastanienallee 26,10435,Berlin,52.53743613407588,13.408281499474514,wolt
467,Da Dante,8.6,10.0,,2.0,35.0,european,Oranienstraße 10-11 ,10997,Berlin,52.500062603651294,13.42411711408703,wolt
468,H2- Be Veggie,9.0,10.0,1.9,2.0,,vegetarian or vegan,Möckernstraße 48,10963,Berlin,52.4930738,13.3793401,wolt
469,iiu - Asian fusion food,8.6,10.0,,2.0,35.0,asian,Oranienstraße 10-11,10997,Berlin,52.50018432201066,13.424277800000027,wolt
470,Santa Maria,8.2,10.0,1.9,2.0,,mexican,Oranienstraße 170,10999,Berlin,52.501579987219465,13.417783779761978,wolt
471,Moksa,8.6,10.0,1.9,2.0,,middle eastern,Oranienstraße 200,10999,Berlin,52.4998701288595,13.424004263194496,wolt
472,A.HORN,9.0,10.0,1.9,2.0,,breakfast/dessert,Carl-Herz-Ufer 9,10961,Berlin,52.49590641843432,13.405390117195548,wolt
473,Masel Topf,8.8,10.0,1.9,2.0,,middle eastern,Rykestraße 2,10405,Berlin,52.5348098,13.4195077,wolt
474,Lia's Kitchen - 100% Vegan,8.0,10.0,1.9,2.0,,vegetarian or vegan,Kollwitzstraße 47,10405,Berlin,52.53454810629165,13.41568157301438,wolt
475,Mazza,8.8,10.0,1.9,2.0,,,Prenzlauer Allee 32,10405,Berlin,52.5341867,13.4216396,wolt
476,Cancun Kreuzberg,8.2,10.0,1.9,2.0,,mexican,Mehringdamm 45,10961,Berlin,52.49204,13.38767,wolt
477,Smokey Greens,8.6,10.0,,2.0,35.0,american,Oderberger Str. 41,10435,Berlin,52.5394,13.4065699,wolt
478,Froindlichst Berlin,8.8,10.0,1.9,2.0,,vegetarian or vegan,Immanuelkirchstraße 31,10405,Berlin,52.5331661,13.4232641,wolt
479,Humble vegan Burger & Bowls,8.8,10.0,1.9,2.0,,asian,Lützowstraße 19,10785,Berlin,52.5029538,13.3671836,wolt
480,LASAGNERIA.CLUB x PAPPAeCICCIA,9.2,10.0,1.9,2.0,,european,Schwedter Strasse 18,10119,Berlin,52.53433937278467,13.40826609016386,wolt
481,Thanh Nho,8.2,10.0,,2.0,45.0,asian,Potsdamer Straße 133,10783,Berlin,52.497117353971376,13.362054088845298,wolt
482,Restaurant Kollwitz,8.0,10.0,1.9,2.0,,european,Wörther Str. 33,10405,Berlin,52.53666234941698,13.41880585700902,wolt
483,Siaburger,8.2,10.0,,1.0,35.0,american,Reichenberger Str. 176,10999,Berlin,52.4997045,13.4170335,wolt
484,Gina Bistrot,8.6,10.0,1.9,2.0,,european,Zionskirchstraße 77,10119,Berlin,52.5325232,13.4096859,wolt
485,Pizzeria Little Italy,8.2,10.0,1.9,1.0,,european,Schönhauser Allee 156,10435,Berlin,52.53740999999999,13.41181,wolt
486,Himmel 8,8.8,10.0,1.9,2.0,,healthy,Ritterstraße 8,10969,Berlin,52.50109255157068,13.411966884060789,wolt
487,Vegan Plant Based Burger,8.6,10.0,1.9,2.0,,vegetarian or vegan,This is a virtual venue,10785,Berlin,52.5029538,13.3671836,wolt
488,Heo Fusion Ramen,7.6,10.0,1.9,2.0,,asian,Großbeerenstraße 68,10963,Berlin,52.49522927359323,13.384312783170556,wolt
489,Chickpeas,8.6,10.0,1.9,1.0,,middle eastern,Oranienstraße 19,10999,Berlin,52.50057409999999,13.4225198,wolt
490,Restaurant Nisk,,10.0,1.9,1.0,,healthy,Yorckstraße 25,10965,Berlin,52.49240103039188,13.378391985564388,wolt
491,BAM! Salads & Burgers,,10.0,1.9,2.0,,american,Prinzenstr. 84,10969,Berlin,52.5033064,13.409112300000023,wolt
492,Pacifico,8.2,10.0,1.9,2.0,,asian,Prinzenstraße 85d,10969,Berlin,52.50301779999999,13.4100016,wolt
493,Maroush,7.8,10.0,1.9,2.0,,mediterranean,Adalbertstr. 93,10999,Berlin,52.50093390000001,13.4186987,wolt
494,Ha-An Sushi,8.6,10.0,1.9,2.0,,asian,Kastanienallee 18,10435,Berlin,52.5383347,13.408978,wolt
495,Mokka Bar,7.6,10.0,1.9,2.0,,healthy,Gneisenaustraße 93,10961,Berlin,52.4920145,13.3938903,wolt
496,Bangkok Bites,9.0,10.0,1.9,2.0,,asian,Knaackstr. 22,10405,Berlin,52.53481789549868,13.418857423311792,wolt
497,Quchnia,8.0,,,3.0,,european,Markgrafenstr. 35,10117,Berlin,52.51279599999999,13.3937831,wolt
498,Hayal Meyhane Mezze Bar,,10.0,1.9,3.0,,asian,Charlottenstraße 13,10969,Berlin,52.50700379103972,13.3932614590103,wolt
499,Cheer Kiez Pizza,,10.0,1.9,2.0,,italian,Choriner Strasse 37,10435,Berlin,52.5366696,13.4108807,wolt
500,Sucre Et Sel,8.2,10.0,,3.0,35.0,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
501,Marina Blu,7.8,10.0,1.9,3.0,,italian,Weinbergsweg 8A,10119,Berlin,52.53126551033871,13.40291421123817,wolt
502,Yes Pizza,8.8,10.0,1.9,2.0,,italian,This is a virtual venue,10969,Berlin,52.5033064,13.4091123,wolt
503,Golden Fleece,8.8,10.0,1.9,3.0,,european,Torstraße 69,10119,Berlin,52.52939139999999,13.4076279,wolt
504,Restaurant Mittmann's,9.0,10.0,1.9,2.0,,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
505,La Premiata ,8.4,10.0,1.9,3.0,,italian, Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
506,Shibu Vegan,8.4,10.0,,2.0,35.0,asian,This is a virtual venue,10435,Berlin,52.5376939,13.4077236,wolt
507,Gaststätte Sophieneck,8.8,10.0,,3.0,35.0,european,Große Hamburger Str. 37,10115,Berlin,52.52640873826283,13.398569722683622,wolt
508,MERCOSY Kreuzberg,8.0,10.0,1.9,2.0,,asian,Dresdener Straße 11,10999,Berlin,52.500565493273534,13.417442960241104,wolt
509,Kim999 vegan & veggie Restaurant,8.6,10.0,1.9,2.0,,asian,Mollstr. 31 ,10249,Berlin,52.5251392,13.4211115,wolt
510,Alin Gaza Kitchen,9.4,10.0,1.9,3.0,,mediterranean,Eberswalder Str. 1,10437,Berlin,52.54054694945006,13.405166239251423,wolt
511,Maothai Restaurant,8.0,10.0,,2.0,35.0,asian,Wörther Str. 30,10405, Berlin,52.53635719217795,13.41977746873141,wolt
512,Jasper's Restaurant,8.4,10.0,1.9,2.0,,,Anklamer Straße 27,10115, Berlin,52.536536,13.400759,wolt
513,Cavolo Nero,,10.0,1.9,3.0,,european,Brunnenstraße 158,10115,Berlin,52.535237,13.3975343,wolt
514,Torbar,,10.0,1.9,4.0,,middle eastern,Torstraße 183,10115,Berlin,52.52860156318629,13.3934536106567,wolt
515,Kin Dee,,,,3.0,,asian,Luetzowstr. 81,10785,Berlin,52.5034809959901,13.362460969177112,wolt
