restaurant_name,pricyness,delivery_fee,street,city_name,latitude,longitude,coordinates,link,database
Freaky Fruits,1,2.90,Reichenberger Str. 176,berlin,52.499591707269744,13.417077682762624,"52.499591707269744,13.417077682762624",https://wolt.com/en/deu/berlin/restaurant/freaky-fruits,wolt
Planet Bowl,2,2.90,Adalbertstraße 7,berlin,52.5004761,13.4189519,"52.5004761,13.4189519",https://wolt.com/en/deu/berlin/restaurant/planet-bowl,wolt
VietBowl Potsdamer Platz,2,2.90,Marlene-Dietrich-Platz 1,berlin,52.5070442,13.3720023,"52.5070442,13.3720023",https://wolt.com/en/deu/berlin/restaurant/vietbowl-potsdamer-platz,wolt
O'Tacos Berlin Spandauer Str.,2,2.90,This is a virtual venue,berlin,52.5206084,13.404795,"52.5206084,13.404795",https://wolt.com/en/deu/berlin/restaurant/otacos-berlin-spandauer-str,wolt
Ristorante Trattoria Vesuvio,2,2.90,Strausberger Pl. 8,berlin,52.51902636552151,13.429561362562596,"52.51902636552151,13.429561362562596",https://wolt.com/en/deu/berlin/restaurant/ristorante-trattoria-vesuvio,wolt
Indian Village,2,2.90,Dircksenstraße 94,berlin,52.5181633,13.4153644,"52.5181633,13.4153644",https://wolt.com/en/deu/berlin/restaurant/indian-village,wolt
Aki Tatsu Sushi & More Adalbertstr.,2,2.90,Adalbertstraße 90,berlin,52.5015631,13.4192157,"52.5015631,13.4192157",https://wolt.com/en/deu/berlin/restaurant/aki-tatsu-sushi-more-adalbertstr,wolt
Grindhouse - Homemade Burgers ,3,2.90,Kollwitzstraße 50,berlin,52.5344959,13.4165304,"52.5344959,13.4165304",https://wolt.com/en/deu/berlin/restaurant/grindhouse-homemade-burgers,wolt
26 Shibuya,2,2.90,Kastanienallee 26,berlin,52.537436134075875,13.408281499474514,"52.537436134075875,13.408281499474514",https://wolt.com/en/deu/berlin/restaurant/26-shibuya,wolt
Pablo Coffee,1,2.90,Oranienstraße 35,berlin,52.501712243866045,13.418091697167702,"52.501712243866045,13.418091697167702",https://wolt.com/en/deu/berlin/restaurant/pablo-coffee,wolt
The Flying Monkey,2,2.90,Kastanienallee 15,berlin,52.538803000846045,13.40969825554577,"52.538803000846045,13.40969825554577",https://wolt.com/en/deu/berlin/restaurant/the-flying-monkey,wolt
Nusantara,2,2.90,Turmstraße 18,berlin,52.52644970000001,13.3491307,"52.52644970000001,13.3491307",https://wolt.com/en/deu/berlin/restaurant/nusantara,wolt
Poco Loco Prenzlauer Berg,2,2.90,Oderberger Str. 51-52,berlin,52.53871128452917,13.408846277021043,"52.53871128452917,13.408846277021043",https://wolt.com/en/deu/berlin/restaurant/poco-loco-prenzlauer-berg,wolt
Santa Maria,2,2.90,Oranienstraße 170,berlin,52.501579987219465,13.417783779761978,"52.501579987219465,13.417783779761978",https://wolt.com/en/deu/berlin/restaurant/santa-maria,wolt
Hello Charge,2,2.90,Potsdamer Straße 148,berlin,52.49710719999999,13.361379,"52.49710719999999,13.361379",https://wolt.com/en/deu/berlin/restaurant/hello-charge,wolt
OM Restaurant,2,2.90,Kirchstraße 16,berlin,52.52254860007056,13.349016623313084,"52.52254860007056,13.349016623313084",https://wolt.com/en/deu/berlin/restaurant/om-restaurant,wolt
MIBAP,2,2.90,This is a virtual venue,berlin,52.5129513,13.4172072,"52.5129513,13.4172072",https://wolt.com/en/deu/berlin/restaurant/mibap,wolt
Delhi 6,3,2.90,Friedrichstraße 237,berlin,52.50193897290694,13.391047288360232,"52.50193897290694,13.391047288360232",https://wolt.com/en/deu/berlin/restaurant/delhi-6,wolt
Cancun Kreuzberg,2,2.90,Mehringdamm 45,berlin,52.49204,13.38767,"52.49204,13.38767",https://wolt.com/en/deu/berlin/restaurant/cancun-kreuzberg,wolt
Smokey Greens ,2,2.90,Oderberger Str. 41,berlin,52.5394,13.4065699,"52.5394,13.4065699",https://wolt.com/en/deu/berlin/restaurant/smokey-greens,wolt
Shibu Vegan,2,2.90,This is a virtual venue,berlin,52.5376939,13.4077236,"52.5376939,13.4077236",https://wolt.com/en/deu/berlin/restaurant/shibu-vegan,wolt
Izmir Koeftecisi,2,2.90,Reichenberger Str. 10,berlin,52.4994251,13.4166479,"52.4994251,13.4166479",https://wolt.com/en/deu/berlin/restaurant/konak-grill-izmir-koeftecisi,wolt
Gina Bistrot,2,2.90,Zionskirchstraße 77,berlin,52.5325232,13.4096859,"52.5325232,13.4096859",https://wolt.com/en/deu/berlin/restaurant/gina-bistrot,wolt
Lia's Kitchen - 100% Vegan,2,2.90,Kollwitzstraße 47,berlin,52.53454810629165,13.41568157301438,"52.53454810629165,13.41568157301438",https://wolt.com/en/deu/berlin/restaurant/lias-kitchen-100-vegan,wolt
Parlamento Degli Angeli,2,2.90,Bergmannstrasse 109,berlin,52.49012440000001,13.3880458,"52.49012440000001,13.3880458",https://wolt.com/en/deu/berlin/restaurant/parlamento-degli-angeli,wolt
Mix My Bowl,2,2.90,Mehringdamm 72 ,berlin,52.4902106,13.3860044,"52.4902106,13.3860044",https://wolt.com/en/deu/berlin/restaurant/mix-my-bowl,wolt
Chaomin,2,2.90,Prenzlauer Allee 27a,berlin,52.5328595,13.4209553,"52.5328595,13.4209553",https://wolt.com/en/deu/berlin/restaurant/chaomin,wolt
MEATBALLERY,2,2.90,Elisabeth-Schwarzhaupt-Platz 5,berlin,52.5326499,13.3876973,"52.5326499,13.3876973",https://wolt.com/en/deu/berlin/restaurant/meatballery,wolt
Gaststätte Sophieneck,3,2.90,Große Hamburger Str. 37,berlin,52.52640873826283,13.398569722683622,"52.52640873826283,13.398569722683622",https://wolt.com/en/deu/berlin/restaurant/gaststtte-sophieneck,wolt
Salami Social Club II,2,2.90,Schönhauser Allee 176,berlin,52.53172205551587,13.412003162761234,"52.53172205551587,13.412003162761234",https://wolt.com/en/deu/berlin/restaurant/salami-social-club-markthalle-pfefferberg,wolt
Paulaner Wirtshaus Berlin Potsdamer Platz,2,2.90,Alte Potsdamer Str. 1,berlin,52.508671,13.3753261,"52.508671,13.3753261",https://wolt.com/en/deu/berlin/restaurant/paulaner-wirtshaus-berlin-potsdamer-platz,wolt
Masel Topf,2,2.90,Rykestraße 2,berlin,52.5348098,13.4195077,"52.5348098,13.4195077",https://wolt.com/en/deu/berlin/restaurant/masel-topf,wolt
Bites,2,2.90,Yorckstraße 22,berlin,52.49291059999999,13.3800294,"52.49291059999999,13.3800294",https://wolt.com/en/deu/berlin/restaurant/bites-kreuzberg,wolt
LASAGNERIA.CLUB x PAPPAeCICCIA,2,2.90,Schwedter Strasse 18,berlin,52.53433937278467,13.40826609016386,"52.53433937278467,13.40826609016386",https://wolt.com/en/deu/berlin/restaurant/lasagneriaclub,wolt
Thanh Nho,2,2.90,Potsdamer Straße 133,berlin,52.497117353971376,13.362054088845298,"52.497117353971376,13.362054088845298",https://wolt.com/en/deu/berlin/restaurant/thanh-nho,wolt
Heo Fusion Ramen,2,2.90,Großbeerenstraße 68,berlin,52.49522927359323,13.384312783170557,"52.49522927359323,13.384312783170557",https://wolt.com/en/deu/berlin/restaurant/heo-fusion-ramen,wolt
Siaburger,1,2.90,Reichenberger Str. 176,berlin,52.4997045,13.4170335,"52.4997045,13.4170335",https://wolt.com/en/deu/berlin/restaurant/siaburger,wolt
Le Bon Coin,2,2.90,Kollwitzstraße 42,berlin,52.53402315849322,13.415826102446214,"52.53402315849322,13.415826102446214",https://wolt.com/en/deu/berlin/restaurant/le-bon-coin,wolt
Himmel 8,2,2.90,Ritterstraße 8,berlin,52.50109255157068,13.411966884060789,"52.50109255157068,13.411966884060789",https://wolt.com/en/deu/berlin/restaurant/h-i-m-m-e-l-8,wolt
Tasty India,2,2.90,Metzer 21,berlin,52.5305501,13.4183242,"52.5305501,13.4183242",https://wolt.com/en/deu/berlin/restaurant/tasty-india,wolt
Hans im Glück Berlin Hauptbahnhof,2,2.90,Europaplatz 1,berlin,52.5254009639078,13.369513069171635,"52.5254009639078,13.369513069171635",https://wolt.com/en/deu/berlin/restaurant/hans-im-glck-berlin-hauptbahnhof,wolt
Jasper's Restaurant,2,2.90,Anklamer Straße 27,berlin,52.536536,13.400759,"52.536536,13.400759",https://wolt.com/en/deu/berlin/restaurant/jaspers-restaurant,wolt
Tiny's Pizza,2,2.90,Rosenthaler Straße 36,berlin,52.52467990421904,13.40214651380219,"52.52467990421904,13.40214651380219",https://wolt.com/en/deu/berlin/restaurant/tinys-pizza,wolt
KOI 56,2,2.90,Kollwitzstraße 56,berlin,52.5350388,13.4169049,"52.5350388,13.4169049",https://wolt.com/en/deu/berlin/restaurant/koi-56,wolt
Yes Pizza,2,2.90,This is a virtual venue,berlin,52.5033064,13.4091123,"52.5033064,13.4091123",https://wolt.com/en/deu/berlin/restaurant/yes-pizza-ber,wolt
Bao Burger by District Mot,2,2.90,This is a virtual venue,berlin,52.527961,13.4030479,"52.527961,13.4030479",https://wolt.com/en/deu/berlin/restaurant/bao-burger-by-district-mot,wolt
Ferrarino Pizza,2,2.90,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,berlin,52.52000659999999,13.404954,"52.52000659999999,13.404954",https://wolt.com/en/deu/berlin/restaurant/ferrarino-pizza,wolt
Viet Street - Sushi Bar,2,2.90,Dirckenstr. 93,berlin,52.5180296,13.4154194,"52.5180296,13.4154194",https://wolt.com/en/deu/berlin/restaurant/viet-street-sushi-bar,wolt
Oez Inegoel Koefteci,2,2.90,Potsdamer Straße 146,berlin,52.4973008,13.3613806,"52.4973008,13.3613806",https://wolt.com/en/deu/berlin/restaurant/z-inegl-kfteci,wolt
A.HORN,2,2.90,Carl-Herz-Ufer 9,berlin,52.49590641843432,13.405390117195548,"52.49590641843432,13.405390117195548",https://wolt.com/en/deu/berlin/restaurant/ahorn,wolt
Standard Serious Pizza - Mitte,2,2.90,Torstraße 102,berlin,52.5294757,13.4039167,"52.5294757,13.4039167",https://wolt.com/en/deu/berlin/restaurant/standard-pizza-mitte,wolt
Aloha Poke Berlin,2,2.90,Washingtonplatz 3,berlin,52.523606500000014,13.369197899999994,"52.523606500000014,13.369197899999994",https://wolt.com/en/deu/berlin/restaurant/aloha-poke-berlin,wolt
Izumi Restaurant-Sushi Bar,3,1.90,Kronenstraße 66,berlin,52.51128484392625,13.388770914462679,"52.51128484392625,13.388770914462679",https://wolt.com/en/deu/berlin/restaurant/izumi-restaurant-sushi-bar,wolt
Quchnia,3,1.90,Markgrafenstr. 35,berlin,52.51279599999999,13.3937831,"52.51279599999999,13.3937831",https://wolt.com/en/deu/berlin/restaurant/quchnia,wolt
Aitme ,2,2.90,This is a virtual venue,berlin,52.5273961,13.3981992,"52.5273961,13.3981992",https://wolt.com/en/deu/berlin/restaurant/aitme,wolt
Maroush,2,2.90,Adalbertstr. 93,berlin,52.50093390000001,13.4186987,"52.50093390000001,13.4186987",https://wolt.com/en/deu/berlin/restaurant/maroush,wolt
Ha-An Sushi,2,2.90,Kastanienallee 18,berlin,52.5383347,13.408978,"52.5383347,13.408978",https://wolt.com/en/deu/berlin/restaurant/ha-an-sushi,wolt
Mokka Bar,2,2.90,Gneisenaustraße 93,berlin,52.4920145,13.3938903,"52.4920145,13.3938903",https://wolt.com/en/deu/berlin/restaurant/mokka-bar,wolt
Bangkok Bites,2,2.90,Knaackstr. 22,berlin,52.53481789549868,13.418857423311792,"52.53481789549868,13.418857423311792",https://wolt.com/en/deu/berlin/restaurant/bangkok-bites,wolt
MERCOSY Kreuzberg,2,2.90,Dresdener Straße 11,berlin,52.500565493273534,13.417442960241104,"52.500565493273534,13.417442960241104",https://wolt.com/en/deu/berlin/restaurant/mercosy-kreuzberg,wolt
Hayal Meyhane Mezze Bar,3,2.90,Charlottenstraße 13,berlin,52.50700379103972,13.393261459010299,"52.50700379103972,13.393261459010299",https://wolt.com/en/deu/berlin/restaurant/hayal-meyhane-mezze-bar,wolt
Cheer Kiez Pizza,2,2.90,Choriner Strasse 37,berlin,52.5366696,13.4108807,"52.5366696,13.4108807",https://wolt.com/en/deu/berlin/restaurant/cheer-kiez-pizza,wolt
 Hofbräu Wirtshaus Berlin,3,2.90,Karl-Liebknecht-Str. 30,berlin,52.5246416,13.4138208,"52.5246416,13.4138208",https://wolt.com/en/deu/berlin/restaurant/hofbru-wirtshaus-berlin,wolt
Vegian,2,2.90,This is a virtual venue,berlin,52.5115059,13.4169483,"52.5115059,13.4169483",https://wolt.com/en/deu/berlin/restaurant/veggian,wolt
Sucre Et Sel,3,2.90,Torstrasse 132,berlin,52.5294179,13.4000347,"52.5294179,13.4000347",https://wolt.com/en/deu/berlin/restaurant/sucre-et-sel,wolt
Pinocchio Berlin,2,2.90,Alexanderplatz 2,berlin,52.52082559999999,13.4144639,"52.52082559999999,13.4144639",https://wolt.com/en/deu/berlin/restaurant/pinocchio-berlin,wolt
Amrit Potsdamer Platz,3,1.90,Ebertstraße 14,berlin,52.51061070965901,13.377093299973163,"52.51061070965901,13.377093299973163",https://wolt.com/en/deu/berlin/restaurant/amrit-potsdamer-platz,wolt
The F.I.U.T.Y.,2,2.90,Kastanienallee 62,berlin,52.5343708,13.4058112,"52.5343708,13.4058112",https://wolt.com/en/deu/berlin/restaurant/the-fiuty,wolt
Marina Blu,3,2.90,Weinbergsweg 8A,berlin,52.531265510338706,13.40291421123817,"52.531265510338706,13.40291421123817",https://wolt.com/en/deu/berlin/restaurant/marina-blu,wolt
Sushi Point,2,2.90,Grunerstraße 20,berlin,52.5200038,13.4152231,"52.5200038,13.4152231",https://wolt.com/en/deu/berlin/restaurant/sushi-point,wolt
Antonello's Cevicheria & StreetFood,2,2.90,Nostitzstraße 22,berlin,52.4904993,13.3901334,"52.4904993,13.3901334",https://wolt.com/en/deu/berlin/restaurant/antonellos-cevicheria-streetfood,wolt
La Premiata ,3,2.90, Weinbergsweg 4,berlin,52.5307021,13.4023004,"52.5307021,13.4023004",https://wolt.com/en/deu/berlin/restaurant/la-premiata-ditta,wolt
Golden Fleece,3,2.90,Torstraße 69,berlin,52.52939139999999,13.4076279,"52.52939139999999,13.4076279",https://wolt.com/en/deu/berlin/restaurant/golden-fleece,wolt
Yummy Kitchen,2,2.90,Zossener Straße 13,berlin,52.49212701135838,13.394391535650842,"52.49212701135838,13.394391535650842",https://wolt.com/en/deu/berlin/restaurant/yummy-kitchen,wolt
Kim999 vegan & veggie Restaurant,2,2.90,Mollstr. 31 ,berlin,52.5251392,13.4211115,"52.5251392,13.4211115",https://wolt.com/en/deu/berlin/restaurant/kim999-vegan-veggie-restaurant,wolt
Bar Internazionale,2,2.90,Rosa-Luxemburg-Str. 31,berlin,52.52628499999999,13.4109594,"52.52628499999999,13.4109594",https://wolt.com/en/deu/berlin/restaurant/bar-internazionale,wolt
Pirouette,2,2.90,Saarbrücker Str. 17,berlin,52.5312128,13.4127069,"52.5312128,13.4127069",https://wolt.com/en/deu/berlin/restaurant/pirouette,wolt
Yokozuna Sushi,3,2.90, Torstraße 41,berlin,52.52865349523008,13.411356136938425,"52.52865349523008,13.411356136938425",https://wolt.com/en/deu/berlin/restaurant/yokozuna-sushi,wolt
Al Contadino Mozzarella Bar & Bottega,3,2.90,Auguststraße 34,berlin,52.527649502593825,13.400837996222302,"52.527649502593825,13.400837996222302",https://wolt.com/en/deu/berlin/restaurant/al-contadino-mozzarella-bar-bottega,wolt
Alin Gaza Kitchen,3,2.90,Eberswalder Str. 1,berlin,52.54054694945006,13.405166239251425,"52.54054694945006,13.405166239251425",https://wolt.com/en/deu/berlin/restaurant/alin-gaza-kitchen,wolt
The Indique,3,1.90,Ziegelstraße 29,berlin,52.52367950000001,13.3906793,"52.52367950000001,13.3906793",https://wolt.com/en/deu/berlin/restaurant/the-indique,wolt
Don Sushi 15,2,2.90,Brückenstraße 15,berlin,52.5115758,13.4165275,"52.5115758,13.4165275",https://wolt.com/en/deu/berlin/restaurant/don-sushi-15,wolt
Ristorante Marea,3,1.90,Leipziger Platz 10,berlin,52.50924990669846,13.37970100978669,"52.50924990669846,13.37970100978669",https://wolt.com/en/deu/berlin/restaurant/ristorante-marea,wolt
Vedang - plant burger (Mall of Berlin),3,1.90,Leipziger Pl. 12,berlin,52.5102491,13.3799541,"52.5102491,13.3799541",https://wolt.com/en/deu/berlin/restaurant/vedang-plant-burger-mall-of-berlin,wolt
Restaurant acht&dreissig,3,1.90,Oranienburger Str. 38,berlin,52.5254649,13.391443,"52.5254649,13.391443",https://wolt.com/en/deu/berlin/restaurant/restaurant-achtdreissig,wolt
Vegan Bashi,3,0.00,This is a virtual venue,berlin,52.5307021,13.4023004,"52.5307021,13.4023004",https://wolt.com/en/deu/berlin/restaurant/vegan-bashi,wolt
cafe camaleon,3,2.90,Rosenthalerstraße 53,berlin,52.5258247,13.4038859,"52.5258247,13.4038859",https://wolt.com/en/deu/berlin/restaurant/cafe-camaleon,wolt
Lucy's - A healthy Deli Concept,2,2.90,"Brunnenstraße, 24",berlin,52.53353019999999,13.3988929,"52.53353019999999,13.3988929",https://wolt.com/en/deu/berlin/restaurant/lucys-a-healthy-deli-concept,wolt
Torbar,4,2.90,Torstraße 183,berlin,52.52860156318629,13.3934536106567,"52.52860156318629,13.3934536106567",https://wolt.com/en/deu/berlin/restaurant/torbar,wolt
Der neue Platzhirsch,2,2.90,Granseer Straße 6,berlin,52.5366387,13.4022051,"52.5366387,13.4022051",https://wolt.com/en/deu/berlin/restaurant/der-neue-platzhirsch,wolt
Hasir Kreuzberg,3,2.90,Adalbertstraße 10,berlin,52.50087449999999,13.4192135,"52.50087449999999,13.4192135",https://wolt.com/en/deu/berlin/restaurant/hasir-kreuzberg,wolt
Sticks'n'Sushi,3,2.90,Potsdamer Straße 85,berlin,52.5020079,13.3650928,"52.5020079,13.3650928",https://wolt.com/en/deu/berlin/restaurant/sticksnsushi,wolt
Listo Lounge,3,1.90,Mohrenstraße 30,berlin,52.5121406,13.3928272,"52.5121406,13.3928272",https://wolt.com/en/deu/berlin/restaurant/listo-lounge,wolt
Kin Dee,3,2.90,Luetzowstr. 81,berlin,52.5034809959901,13.362460969177112,"52.5034809959901,13.362460969177112",https://wolt.com/en/deu/berlin/restaurant/kin-dee,wolt
Pantry,4,2.90,Friedrichstraße 120,berlin,52.5265902,13.3868778,"52.5265902,13.3868778",https://wolt.com/en/deu/berlin/restaurant/pantry,wolt
What a treat Kreuzberg,2,2.90,Gneisenaustraße 94,berlin,52.4921043,13.3936627,"52.4921043,13.3936627",https://wolt.com/en/deu/berlin/restaurant/what-a-treat,wolt
Rosengarten am Engelbecken,3,2.90,Legiendamm 2,berlin,52.5063091,13.4171521,"52.5063091,13.4171521",https://wolt.com/en/deu/berlin/restaurant/rosengarten-am-engelbecken,wolt
Rotisserie Weingrün,4,2.90,Gertraudenstraße 10-12,berlin,52.512656238007025,13.402922865605953,"52.512656238007025,13.402922865605953",https://wolt.com/en/deu/berlin/restaurant/rotisserie-weingrn,wolt
Swadishta ,3,2.90,Kurfürstenstraße 131a,berlin,52.50185,13.35386,"52.50185,13.35386",https://wolt.com/en/deu/berlin/restaurant/swadishta,wolt
Roji - Godai No Sekai,3,2.90,Oderberger Str 11,berlin,52.53903659999998,13.409143700000012,"52.53903659999998,13.409143700000012",https://wolt.com/en/deu/berlin/restaurant/roji-godai-no-sekai,wolt
Einstein Unter den Linden,4,1.90,Unter den Linden 42,berlin,52.5174343,13.3859139,"52.5174343,13.3859139",https://wolt.com/en/deu/berlin/restaurant/einstein-unter-den-linden,wolt
Restaurant Neffes,2,2.90,Potsdamer Straße 131,berlin,52.4972491,13.3622005,"52.4972491,13.3622005",https://wolt.com/en/deu/berlin/restaurant/restaurant-neffes,wolt
Lasan Restaurant,3,2.90,Adalbert Str. 96,berlin,52.5001055,13.4178492,"52.5001055,13.4178492",https://wolt.com/en/deu/berlin/restaurant/lasan-restaurant,wolt
Vedang - plant burger (Alexa),3,1.90,"Grunerstraße 20 Alexa Foodcourt, 2. OG",berlin,52.51971747719034,13.415936597520494,"52.51971747719034,13.415936597520494",https://wolt.com/en/deu/berlin/restaurant/vedang-grunerstr,wolt
Cavolo Nero,3,2.90,Brunnenstraße 158,berlin,52.535237,13.3975343,"52.535237,13.3975343",https://wolt.com/en/deu/berlin/restaurant/cavolo-nero,wolt
At Home by ZENKICHI,4,1.90,Johannisstrasse 20,berlin,52.52471,13.38885,"52.52471,13.38885",https://wolt.com/en/deu/berlin/restaurant/zenkichi,wolt
Der blaue Fuchs,3,2.90,Knaackstraße 43,berlin,52.5358917,13.4162625,"52.5358917,13.4162625",https://wolt.com/en/deu/berlin/restaurant/der-blaue-fuchs,wolt
Koefte-Ma,1,2.90,Danziger Str. 2,berlin,52.5408394,13.4127283,"52.5408394,13.4127283",https://wolt.com/en/deu/berlin/restaurant/kfte-ma,wolt
Pizzas 'n Burgers STOP,1,2.90,Danziger Str. 12,berlin,52.5403402,13.4149689,"52.5403402,13.4149689",https://wolt.com/en/deu/berlin/restaurant/pizzas-n-burgers-stop,wolt
First Grillhaus,1,2.90,Reinickendorfer Straße 70,berlin,52.55236320326334,13.366577782772582,"52.55236320326334,13.366577782772582",https://wolt.com/en/deu/berlin/restaurant/first-grillhaus,wolt
Mehas Doener Pizza Pasta Berlin,2,2.90,Greifswalder Str. 208 a,berlin,52.53260350000001,13.4283329,"52.53260350000001,13.4283329",https://wolt.com/en/deu/berlin/restaurant/sidar-dner-pizza-pasta,wolt
Burgermeister Eberswalder,1,2.90,Schönhauser Allee 45,berlin,52.54076607626132,13.412539042326001,"52.54076607626132,13.412539042326001",https://wolt.com/en/deu/berlin/restaurant/burgermeister-eberswalder,wolt
Houdini,2,0.00,Lychener Str. 35,berlin,52.54329629669109,13.416664366912803,"52.54329629669109,13.416664366912803",https://wolt.com/en/deu/berlin/restaurant/houdini,wolt
Brammibal's Donuts - Mitte,1,2.90,Rosa-Luxemburg-Straße 5,berlin,52.52366362530687,13.40920530037585,"52.52366362530687,13.40920530037585",https://wolt.com/en/deu/berlin/restaurant/brammibals-donuts-rosa-luxemburg-strae,wolt
Espresso House Chausseestraße,1,1.90,Chausseestraße 22/ Invalidenstraße 35,berlin,52.5307126,13.383204,"52.5307126,13.383204",https://wolt.com/en/deu/berlin/restaurant/espresso-house-chausseestrasse,wolt
Maria Bonita,2,2.90,Danziger Str. 33,berlin,52.540413112043126,13.418097545995783,"52.540413112043126,13.418097545995783",https://wolt.com/en/deu/berlin/restaurant/maria-bonita,wolt
Feel Seoul Good,1,2.90,Husemannstr. 2,berlin,52.53691689999999,13.4176047,"52.53691689999999,13.4176047",https://wolt.com/en/deu/berlin/restaurant/feel-soul-good,wolt
TIATO,1,2.90,Winsstraße 65,berlin,52.53250130479327,13.423850561104283,"52.53250130479327,13.423850561104283",https://wolt.com/en/deu/berlin/restaurant/tiato,wolt
beets&roots Grosse Hamburger Str.,2,2.90,Große Hamburger Str. 38,berlin,52.526624245310536,13.398531103669365,"52.526624245310536,13.398531103669365",https://wolt.com/en/deu/berlin/restaurant/beetsroots-grosse-hamburger-str,wolt
K'ups Gemuesekebap,1,2.90,Kastanienallee 102,berlin,52.539772061307765,13.411285786507507,"52.539772061307765,13.411285786507507",https://wolt.com/en/deu/berlin/restaurant/kups-gemuesekebap,wolt
Best Friends,2,2.90,Gleimstraße 10,berlin,52.54687821508034,13.405862271165166,"52.54687821508034,13.405862271165166",https://wolt.com/en/deu/berlin/restaurant/best-friends,wolt
Chutnify Prenzlauer Berg,2,2.90,Sredzkistraße 43,berlin,52.5384433,13.4188833,"52.5384433,13.4188833",https://wolt.com/en/deu/berlin/restaurant/chutnify-prenzlauer-berg,wolt
Chay Long,1,2.90,Raumerstraße 17,berlin,52.5416147,13.4218312,"52.5416147,13.4218312",https://wolt.com/en/deu/berlin/restaurant/chay-long,wolt
Taktiek,1,2.90,Göhrener Str. 6,berlin,52.5416705,13.4210762,"52.5416705,13.4210762",https://wolt.com/en/deu/berlin/restaurant/taktiek,wolt
Pizza Pasta Pause,1,2.90,Prenzlauer Allee 204,berlin,52.53783689999999,13.4228975,"52.53783689999999,13.4228975",https://wolt.com/en/deu/berlin/restaurant/pizza-pasta-pause,wolt
La Criolla Empanadas,1,2.90,Marienburger Str. 9,berlin,52.5345904838674,13.42443496686438,"52.5345904838674,13.42443496686438",https://wolt.com/en/deu/berlin/restaurant/la-criolla-empanadas,wolt
immergruen Schoenhauser Allee,1,2.90,Schönhauser Allee 79,berlin,52.54968621383377,13.414633514540167,"52.54968621383377,13.414633514540167",https://wolt.com/en/deu/berlin/restaurant/immergruen-schoenhauser-allee,wolt
Bilakiss Prenzlauer Berg,1,2.90,"Schönhauser Allee, Wichertstraße 0",berlin,52.55057557136955,13.414435439882377,"52.55057557136955,13.414435439882377",https://wolt.com/en/deu/berlin/restaurant/bilakis,wolt
El Rief,1,2.90,Schönhauser Allee 46A,berlin,52.54181999999999,13.41262,"52.54181999999999,13.41262",https://wolt.com/en/deu/berlin/restaurant/el-rief,wolt
Wraps Wraps,1,2.90,Pappelallee 9,berlin,52.54236282498799,13.41404088895506,"52.54236282498799,13.41404088895506",https://wolt.com/en/deu/berlin/restaurant/wraps-wraps,wolt
Subway Chausseestraße,2,1.90,Chausseestraße 22,berlin,52.5308182,13.3830087,"52.5308182,13.3830087",https://wolt.com/en/deu/berlin/restaurant/subway-chausseestrae,wolt
Pearl BACK,1,2.90,Danziger Str. 59 ,berlin,52.539762766559086,13.422173154330306,"52.539762766559086,13.422173154330306",https://wolt.com/en/deu/berlin/restaurant/pearl-back,wolt
Kokio,2,2.90,Hagenauer Str. 9 ,berlin,52.540032,13.4161384,"52.540032,13.4161384",https://wolt.com/en/deu/berlin/restaurant/kokio,wolt
Biogoods Cafe,1,2.90,Kastanienallee 101,berlin,52.539686017132524,13.411170568800374,"52.539686017132524,13.411170568800374",https://wolt.com/en/deu/berlin/restaurant/biogoods,wolt
Tien Linh Khang,1,2.90,Pankstraße 42,berlin,52.55048009999999,13.3788757,"52.55048009999999,13.3788757",https://wolt.com/en/deu/berlin/restaurant/tien-linh-khang,wolt
happies,1,2.90,Dunckerstraße 85,berlin,52.5414633,13.4196157,"52.5414633,13.4196157",https://wolt.com/en/deu/berlin/restaurant/happies,wolt
AKEMI,2,2.90,Rykestr. 39,berlin,52.5375391,13.4210676,"52.5375391,13.4210676",https://wolt.com/en/deu/berlin/restaurant/akemi,wolt
Yayla Grillhaus,1,2.90,Perleberger Str. 24,berlin,52.5323423,13.3498582,"52.5323423,13.3498582",https://wolt.com/en/deu/berlin/restaurant/yayla-grill,wolt
Dar 4 Sudanese Specialties,1,2.90,Reinickendorfer Straße 95,berlin,52.5476784,13.3688599,"52.5476784,13.3688599",https://wolt.com/en/deu/berlin/restaurant/dar-4-sudanese-specialties,wolt
Maison Viet Restaurant,1,2.90,Göhrener Str. 6,berlin,52.5416705,13.4210762,"52.5416705,13.4210762",https://wolt.com/en/deu/berlin/restaurant/maison-viet-restaurant,wolt
Yesil Firin Holzofen Grill Restaurant,1,2.90,Badstraße 15,berlin,52.5511104,13.3842187,"52.5511104,13.3842187",https://wolt.com/en/deu/berlin/restaurant/yesil-firin-holzofen-grill-restaurant,wolt
Espresso House Schönhauser Allee,1,2.90,Schönhauser Allee 116,berlin,52.54986,13.413317,"52.54986,13.413317",https://wolt.com/en/deu/berlin/restaurant/espresso-house-schoenhauser-allee,wolt
Pizzeria Dun Dun,1,2.90,Triftstraße 1,berlin,52.54477559999999,13.3610642,"52.54477559999999,13.3610642",https://wolt.com/en/deu/berlin/restaurant/pizzeria-dun-dun,wolt
T und T Kitchen,1,2.90,Pappelallee 13,berlin,52.5429106,13.4146034,"52.5429106,13.4146034",https://wolt.com/en/deu/berlin/restaurant/tt-kitchen,wolt
