restaurant_name,pricyness,delivery_fee,street,city_name,latitude,longitude,coordinates,link,database
OAK&ICE P'berg,1,2.90,Schönhauser Allee 52,berlin,52.5428911,13.4127134,"52.5428911,13.4127134",https://wolt.com/en/deu/berlin/restaurant/oakice-pberg,wolt
Wonder Waffel Gesundbrunnen,1,2.90,Grüntaler Str.88,berlin,52.5510147,13.3848023,"52.5510147,13.3848023",https://wolt.com/en/deu/berlin/restaurant/wonder-waffel-gesundbrunnen,wolt
Malafemmena Prenzlauer Berg,2,2.90,Danziger Str. 16,berlin,52.5401777,13.4154655,"52.5401777,13.4154655",https://wolt.com/en/deu/berlin/restaurant/malafemmena-prenzlauer-barg,wolt
Mamay,1,2.90,Schönhauser Allee 61,berlin,52.5455429,13.4133056,"52.5455429,13.4133056",https://wolt.com/en/deu/berlin/restaurant/mamay,wolt
Hanoi St. 16,1,2.90,Torfstraße 16,berlin,52.5415846,13.3507134,"52.5415846,13.3507134",https://wolt.com/en/deu/berlin/restaurant/hanoi-st-16,wolt
dean&david Monbijoupl.,2,2.90,Monbijoupl. 5,berlin,52.5235175,13.3989201,"52.5235175,13.3989201",https://wolt.com/en/deu/berlin/restaurant/dean-david-monbijoupl,wolt
MarienBurgerie,1,2.90,Marienburger Str. 47,berlin,52.5353127,13.4234003,"52.5353127,13.4234003",https://wolt.com/en/deu/berlin/restaurant/marienburgerie,wolt
MA'LOA Poke Bowl Oranienburgerstr.,2,2.90,Oranienburger Str. 7,berlin,52.52374380000001,13.4004558,"52.52374380000001,13.4004558",https://wolt.com/en/deu/berlin/restaurant/maloa-poke-bowl-oranienburgerstr,wolt
Bear Burger,1,2.90,Greifswalder Str. 215,berlin,52.5317,13.42716,"52.5317,13.42716",https://wolt.com/en/deu/berlin/restaurant/bear-burger,wolt
Lola Pizzaiola,1,2.90,Winsstrasse 21,berlin,52.53442,13.4262,"52.53442,13.4262",https://wolt.com/en/deu/berlin/restaurant/lola-pizzaiola,wolt
Quantuan,1,2.90,Marienburger Str. 26B,berlin,52.533352470625545,13.429090272352012,"52.533352470625545,13.429090272352012",https://wolt.com/en/deu/berlin/restaurant/quantuan,wolt
Vinpearl,2,2.90,Raumerstraße 14A,berlin,52.5420391,13.4199299,"52.5420391,13.4199299",https://wolt.com/en/deu/berlin/restaurant/vinpearl,wolt
Burger Lane,1,2.90,Schönhauser Allee 123y,berlin,52.5479986,13.4128712,"52.5479986,13.4128712",https://wolt.com/en/deu/berlin/restaurant/burger-lane,wolt
Pizza to go,1,2.90,Schönhauser Allee 123,berlin,52.5479986,13.4128712,"52.5479986,13.4128712",https://wolt.com/en/deu/berlin/restaurant/pizza-to-go-berlin,wolt
Rocca Pizza & Pasta,1,2.90,Gleimstraße 11,berlin,52.5468681,13.4063579,"52.5468681,13.4063579",https://wolt.com/en/deu/berlin/restaurant/rocca-pizza-pasta,wolt
Il Cantuccio Berlino,1,2.90,Wörther Str. 24,berlin,52.5355087,13.4215384,"52.5355087,13.4215384",https://wolt.com/en/deu/berlin/restaurant/il-cantuccino-berlino,wolt
Salsabil 2 Prenzlauer Berg,1,2.90,Wörther Str 16,berlin,52.536147371418735,13.4194759926894,"52.536147371418735,13.4194759926894",https://wolt.com/en/deu/berlin/restaurant/salsabil-2,wolt
Köylüoglu,1,2.90,Prinzenallee 18,berlin,52.5547057,13.3838101,"52.5547057,13.3838101",https://wolt.com/en/deu/berlin/restaurant/kyloglu,wolt
Charme Thai Bistro,2,2.90,Lychener Str. 13,berlin,52.5418483,13.4151122,"52.5418483,13.4151122",https://wolt.com/en/deu/berlin/restaurant/charme-thai-bistro,wolt
Aladdin Prenzlauer Berg,1,2.90,Stargarder Str. 50,berlin,52.5440754,13.4243528,"52.5440754,13.4243528",https://wolt.com/en/deu/berlin/restaurant/aladdin-prenzlauer-berg,wolt
Mamida,2,2.90,Dunckerstraße 80A,berlin,52.54306,13.42085,"52.54306,13.42085",https://wolt.com/en/deu/berlin/restaurant/mamida,wolt
Thai Son,1,2.90,Torfstraße 24,berlin,52.540644444517646,13.351493832591315,"52.540644444517646,13.351493832591315",https://wolt.com/en/deu/berlin/restaurant/thai-son,wolt
simsim,2,2.90,Husemannstraße 1,berlin,52.536872859627586,13.41701445277873,"52.536872859627586,13.41701445277873",https://wolt.com/en/deu/berlin/restaurant/simsim,wolt
Trattoria Pizzeria Valle Dei Templi,1,2.90,Brüsseler Straße 10,berlin,52.5477054,13.3509976,"52.5477054,13.3509976",https://wolt.com/en/deu/berlin/restaurant/trattoria-pizzeria-valle-dei-templi,wolt
American Ice-Cream,1,2.90,Gerichtstraße 12-13,berlin,52.543530000000004,13.37586,"52.543530000000004,13.37586",https://wolt.com/en/deu/berlin/restaurant/american-ice-cream,wolt
Harika Döner,1,2.90,Osloer Str. 84 ,berlin,52.5564036,13.3734523,"52.5564036,13.3734523",https://wolt.com/en/deu/berlin/restaurant/harika-dner,wolt
DJ BOMBAY Indian Special,1,2.90,Schulstraße/Müller Straße 27,berlin,52.54640969999997,13.359280799999995,"52.54640969999997,13.359280799999995",https://wolt.com/en/deu/berlin/restaurant/dj-bombay-indian-special,wolt
Bessma Food,1,2.90,Reinickendorfer Str. 13,berlin,52.54240859999999,13.3702219,"52.54240859999999,13.3702219",https://wolt.com/en/deu/berlin/restaurant/bessma-food,wolt
Master Chi,1,2.90,Knaackstraße 99,berlin,52.54051,13.4140499,"52.54051,13.4140499",https://wolt.com/en/deu/berlin/restaurant/master-chi,wolt
Mola Bistrot,1,2.90,Badstraße 49A,berlin,52.552525,13.380278,"52.552525,13.380278",https://wolt.com/en/deu/berlin/restaurant/mola-bistrot,wolt
44 Brekkie,1,2.90,Rykestr. 44,berlin,52.5368572,13.4201576,"52.5368572,13.4201576",https://wolt.com/en/deu/berlin/restaurant/44-brekkie,wolt
Salah Arabisches Essen,1,2.90,Prenzlauer Allee 197,berlin,52.53870993132768,13.423492739881617,"52.53870993132768,13.423492739881617",https://wolt.com/en/deu/berlin/restaurant/salah-arabisches-essen,wolt
Guten Dag,2,2.90,Schönhauser Allee 71-72,berlin,52.548171416655165,13.413501600910395,"52.548171416655165,13.413501600910395",https://wolt.com/en/deu/berlin/restaurant/guten-dag,wolt
Leo Leo,1,2.90,"Müllerstraße 25, ",berlin,52.54609139999999,13.3603121,"52.54609139999999,13.3603121",https://wolt.com/en/deu/berlin/restaurant/leo-leo,wolt
Soefte,1,2.90,Müllerstraße 138D,berlin,52.5494412,13.3532377,"52.5494412,13.3532377",https://wolt.com/en/deu/berlin/restaurant/soefte,wolt
Si An,2,2.90,This is a virtual venue,berlin,52.527961,13.4030479,"52.527961,13.4030479",https://wolt.com/en/deu/berlin/restaurant/si-an,wolt
HOLY FLAT! Prenzlauer Berg,2,2.90,Eberswalder Str. 22,berlin,52.54095946436212,13.410998857673244,"52.54095946436212,13.410998857673244",https://wolt.com/en/deu/berlin/restaurant/holy-flat,wolt
Taco Love,2,2.90,U Eberswalder Straße ,berlin,52.54129660438856,13.412204281514756,"52.54129660438856,13.412204281514756",https://wolt.com/en/deu/berlin/restaurant/taco-love,wolt
Onkel Ho,2,2.90,Gleimstrasse 10 A,berlin,52.54684889720732,13.40613585648576,"52.54684889720732,13.40613585648576",https://wolt.com/en/deu/berlin/restaurant/onkel-ho,wolt
DaGiorgio's,2,2.90,Grüntaler Str. 11,berlin,52.552120126911994,13.386939848223644,"52.552120126911994,13.386939848223644",https://wolt.com/en/deu/berlin/restaurant/dagiorgios,wolt
Falafel Al Amin,1,2.90,Triftstraße 6,berlin,52.54460539999999,13.359932,"52.54460539999999,13.359932",https://wolt.com/en/deu/berlin/restaurant/falafel-al-amin,wolt
FITERY,2,0.00,Gleimstraße 27,berlin,52.54737735784179,13.411983671164016,"52.54737735784179,13.411983671164016",https://wolt.com/en/deu/berlin/restaurant/fitery,wolt
Thai Aroma,2,2.90,Dunckerstraße 18,berlin,52.5435148,13.4220215,"52.5435148,13.4220215",https://wolt.com/en/deu/berlin/restaurant/thai-aroma,wolt
La Paz,2,2.90,Prenzlauer Alle 52 ,berlin,52.538134587404855,13.424033586517385,"52.538134587404855,13.424033586517385",https://wolt.com/en/deu/berlin/restaurant/la-paz,wolt
Cozymazu,2,2.90,Sprengelstr. 39,berlin,52.54182549999999,13.356021,"52.54182549999999,13.356021",https://wolt.com/en/deu/berlin/restaurant/cozymazu,wolt
MOC,2,2.90,Lychener Straße 28,berlin,52.5428843,13.4169916,"52.5428843,13.4169916",https://wolt.com/en/deu/berlin/restaurant/moc,wolt
Asia Tuan Linh,1,2.90,Brunnenstraße 105,berlin,52.547837134487196,13.39128735001631,"52.547837134487196,13.39128735001631",https://wolt.com/en/deu/berlin/restaurant/asia-tuan-linh,wolt
Vedis Indisches Restaurant,2,2.90,Schönhauser Allee 142,berlin,52.541785526246485,13.411767361970883,"52.541785526246485,13.411767361970883",https://wolt.com/en/deu/berlin/restaurant/vedis-indisches-restaurant,wolt
Kebab Kingz,1,2.90,Knaackstraße 98,berlin,52.5402432,13.4145787,"52.5402432,13.4145787",https://wolt.com/en/deu/berlin/restaurant/kebab-kingz,wolt
Mr. Le Restaurant,2,2.90,Schönhauser Allee 140,berlin,52.5422778,13.4118344,"52.5422778,13.4118344",https://wolt.com/en/deu/berlin/restaurant/mr-le-restaurant,wolt
Krishna Nepalesisches und Indisches Restaurant,2,2.90,Danziger Straße 20,berlin,52.5401943,13.4159081,"52.5401943,13.4159081",https://wolt.com/en/deu/berlin/restaurant/krishna-nepalesisches-und-indisches-restaurant,wolt
Tijuana,2,2.90,Danziger Str. 10,berlin,52.54061591012023,13.41406846255721,"52.54061591012023,13.41406846255721",https://wolt.com/en/deu/berlin/restaurant/tijuana-ber,wolt
Mangiare and Go,2,2.90,Rykestraße 11,berlin,52.5362018,13.4206822,"52.5362018,13.4206822",https://wolt.com/en/deu/berlin/restaurant/mangiare-and-go,wolt
Restaurant Meena Kumari,2,2.90,Lychener Str. 9,berlin,52.541517174353764,13.414871707410834,"52.541517174353764,13.414871707410834",https://wolt.com/en/deu/berlin/restaurant/restaurant-meena-kumari,wolt
Cafe Neue Liebe,2,2.90,Rykestraße 42,berlin,52.5371557,13.4206985,"52.5371557,13.4206985",https://wolt.com/en/deu/berlin/restaurant/cafe-neue-liebe,wolt
Doener Center,2,2.90,Behmstraße 3,berlin,52.54991099999999,13.3868892,"52.54991099999999,13.3868892",https://wolt.com/en/deu/berlin/restaurant/doener-center,wolt
La Fiamma Wedding,2,2.90,Prinzenallee 72-73,berlin,52.5554661,13.3836295,"52.5554661,13.3836295",https://wolt.com/en/deu/berlin/restaurant/la-fiamma-wedding,wolt
Sveda,2,2.90,Schwedter Str. 79,berlin,52.547721029913,13.401155671166824,"52.547721029913,13.401155671166824",https://wolt.com/en/deu/berlin/restaurant/sveda,wolt
Cigköftem Gesundbrunnen,2,2.90,Badstrasse 4,berlin,52.5499307,13.3897161,"52.5499307,13.3897161",https://wolt.com/en/deu/berlin/restaurant/cigkftem-gesundbrunnen,wolt
Thai Duong Prenzlauer Berg,2,2.90,Danziger Str. 13,berlin,52.54080572602953,13.41530361104573,"52.54080572602953,13.41530361104573",https://wolt.com/en/deu/berlin/restaurant/thai-duong-prenzlauer-berg,wolt
Minty Eatery & Bar,2,2.90,Schönhauser Allee 134,berlin,52.544367,13.4120608,"52.544367,13.4120608",https://wolt.com/en/deu/berlin/restaurant/minty-eatery-bar,wolt
La Buvette,2,2.90,Gleimstrasse 41,berlin,52.5477279,13.409055,"52.5477279,13.409055",https://wolt.com/en/deu/berlin/restaurant/la-buvette,wolt
Osteria Tressanti,1,2.90,Prenzlauer Allee 41,berlin,52.53579564982743,13.42268169814732,"52.53579564982743,13.42268169814732",https://wolt.com/en/deu/berlin/restaurant/osteria-tressanti,wolt
A-Petit Restaurant,2,2.90,Wörther Strasse 25,berlin,52.5358436622732,13.42163777594129,"52.5358436622732,13.42163777594129",https://wolt.com/en/deu/berlin/restaurant/a-petit-restaurant,wolt
Trattoria Corallo,2,2.90,Ostender Straße 5,berlin,52.5475678,13.3540513,"52.5475678,13.3540513",https://wolt.com/en/deu/berlin/restaurant/trattoria-corallo,wolt
Taverna Apollon,2,2.90,Danziger Straße 72,berlin,52.53907,13.42341,"52.53907,13.42341",https://wolt.com/en/deu/berlin/restaurant/taverna-apollon,wolt
Silom - Bangkok Street Food,2,2.90,Rosenthaler Str. 62,berlin,52.527961,13.4030479,"52.527961,13.4030479",https://wolt.com/en/deu/berlin/restaurant/silom-bangkok-street-food,wolt
Estelle Dining,2,2.90,Kopenhagener Str. 12A,berlin,52.54903442589229,13.409768305558718,"52.54903442589229,13.409768305558718",https://wolt.com/en/deu/berlin/restaurant/estelle-dining,wolt
Sadhu Prenzlauer Berg,2,2.90,Stargarder Str. 60,berlin,52.5453541,13.4214104,"52.5453541,13.4214104",https://wolt.com/en/deu/berlin/restaurant/sadhu-prenzlauerberg,wolt
Miyaki Sushi Lounge,2,2.90,Raumerstraße 29,berlin,52.5415117,13.4235859,"52.5415117,13.4235859",https://wolt.com/en/deu/berlin/restaurant/miyaky-sushi-lounge,wolt
Kanaan ,2,2.90,Schliemannstraße 15,berlin,52.5436008,13.4201057,"52.5436008,13.4201057",https://wolt.com/en/deu/berlin/restaurant/kanaan-berlin,wolt
7 Dumpling,2,2.90,Schönhauser Allee 122,berlin,52.5480357,13.4128595,"52.5480357,13.4128595",https://wolt.com/en/deu/berlin/restaurant/7-dumpling,wolt
 HUM Vegan Cuisine,2,2.90,Raumerstraße 38,berlin,52.5437685,13.4166649,"52.5437685,13.4166649",https://wolt.com/en/deu/berlin/restaurant/hum-vegan-cuisine,wolt
Klement's,2,2.90,Rodenbergstr. 2,berlin,52.5511931,13.4147466,"52.5511931,13.4147466",https://wolt.com/en/deu/berlin/restaurant/klements,wolt
Al Hamra,2,2.90,Raumerstr. 16,berlin,52.5417818,13.4209256,"52.5417818,13.4209256",https://wolt.com/en/deu/berlin/restaurant/al-hamra,wolt
Datscha - Prenzlauer Berg,2,2.90,Stargarder Str. 24,berlin,52.54494,13.42141,"52.54494,13.42141",https://wolt.com/en/deu/berlin/restaurant/datscha-prenzlauer-berg,wolt
Koempul Restaurant ,2,2.90,Lychenerstr 6,berlin,52.5414067,13.4152628,"52.5414067,13.4152628",https://wolt.com/en/deu/berlin/restaurant/koempul-restaurant,wolt
The Pho & Sushi Bar,2,2.90,Rykestraße 18,berlin,52.5371494,13.4214835,"52.5371494,13.4214835",https://wolt.com/en/deu/berlin/restaurant/the-pho-sushi-bar,wolt
Mitho Cha,2,2.90,Rykestrasse 40,berlin,52.5374679,13.4210436,"52.5374679,13.4210436",https://wolt.com/en/deu/berlin/restaurant/mitho-cha,wolt
Hirsch & Eber,2,2.90,Kollwitzstraße 87,berlin,52.5383341,13.4199555,"52.5383341,13.4199555",https://wolt.com/en/deu/berlin/restaurant/hirsch-eber,wolt
Trattoria ZOE,2,2.90,Senefelderstraße 10,berlin,52.54204206477194,13.423284898147003,"52.54204206477194,13.423284898147003",https://wolt.com/en/deu/berlin/restaurant/trattoria-zoe,wolt
Seth & Fathe,2,2.90,"Malmöer Str. 13, ",berlin,52.5531336,13.4033717,"52.5531336,13.4033717",https://wolt.com/en/deu/berlin/restaurant/seth-fathe,wolt
Hala Hala,1,2.90,Gleimstraße 25,berlin,52.5473601,13.4115374,"52.5473601,13.4115374",https://wolt.com/en/deu/berlin/restaurant/hala-hala,wolt
Vincent Vegan Prenzlauer Berg,2,2.90,Schönhauser Allee 79/80,berlin,52.549679699167534,13.414558412688,"52.549679699167534,13.414558412688",https://wolt.com/en/deu/berlin/restaurant/vincent-vegan-prenzlauer-berg,wolt
 Oishinbo Izakaya,2,2.90,Lychener Str. 46,berlin,52.5440718,13.4182039,"52.5440718,13.4182039",https://wolt.com/en/deu/berlin/restaurant/oishinbo-izakaya,wolt
Lovely,2,2.90,Immanuelkirchstr 29a,berlin,52.53277749999999,13.4237252,"52.53277749999999,13.4237252",https://wolt.com/en/deu/berlin/restaurant/lovely,wolt
Restaurant Kollwitz,2,2.90,Wörther Str. 33,berlin,52.53666234941698,13.418805857009021,"52.53666234941698,13.418805857009021",https://wolt.com/en/deu/berlin/restaurant/restaurant-kollwitz,wolt
Gate 57,2,2.90,Stargarder Straße 14,berlin,52.5465376,13.4176418,"52.5465376,13.4176418",https://wolt.com/en/deu/berlin/restaurant/gate-57,wolt
Mazza,2,2.90,Prenzlauer Allee 32,berlin,52.5341867,13.4216396,"52.5341867,13.4216396",https://wolt.com/en/deu/berlin/restaurant/mazza,wolt
Froindlichst Berlin,2,2.90,Immanuelkirchstraße 31,berlin,52.5331661,13.4232641,"52.5331661,13.4232641",https://wolt.com/en/deu/berlin/restaurant/froindlichst-berlin,wolt
Manjodh Berlin,2,2.90,Bornholmer Str. 88,berlin,52.553577,13.411214,"52.553577,13.411214",https://wolt.com/en/deu/berlin/restaurant/manjodh-berlin,wolt
Delizie D’Italia,2,2.90,Kollwitzstraße 100,berlin,52.5390013,13.4214537,"52.5390013,13.4214537",https://wolt.com/en/deu/berlin/restaurant/delizie-ditalia,wolt
Bowl Time,1,2.90,Danziger Straße 61,berlin,52.53972049999999,13.422539,"52.53972049999999,13.422539",https://wolt.com/en/deu/berlin/restaurant/bowl-time,wolt
'A Magica pizzeria,2,2.90,Greifenhagener Str. 54,berlin,52.5478821,13.4152751,"52.5478821,13.4152751",https://wolt.com/en/deu/berlin/restaurant/a-magica-pizzeria,wolt
Hubertha,2,2.90,Tegeler Straße 31,berlin,52.5425574,13.3563213,"52.5425574,13.3563213",https://wolt.com/en/deu/berlin/restaurant/hubertha,wolt
AROY,2,2.90,Schönhauser Allee 74,berlin,52.54891742403224,13.414054633066769,"52.54891742403224,13.414054633066769",https://wolt.com/en/deu/berlin/restaurant/aroy,wolt
Vedang - plant burger (P-Berg),3,2.90,Kastanienallee 3,berlin,52.5404095,13.4112174,"52.5404095,13.4112174",https://wolt.com/en/deu/berlin/restaurant/vedang-plant-burger-p-berg,wolt
Basil,2,2.90,Winsstraße 65,berlin,52.5325692,13.4234745,"52.5325692,13.4234745",https://wolt.com/en/deu/berlin/restaurant/basil,wolt
LOLA X IKI,2,2.90,Seelowerstraße 8,berlin,52.5518544,13.4108499,"52.5518544,13.4108499",https://wolt.com/en/deu/berlin/restaurant/lola-x-iki,wolt
Butt Spicy Kitchen,2,2.90,Föhrer Str. 10,berlin,52.541624,13.3489217,"52.541624,13.3489217",https://wolt.com/en/deu/berlin/restaurant/butt-spicy-kitchen,wolt
India's Spicy Tarka,2,2.90,This is a virtual venue,berlin,52.541624,13.3489217,"52.541624,13.3489217",https://wolt.com/en/deu/berlin/restaurant/indias-spicy-tarka,wolt
Koefteci Musti,2,2.90,Brüsselerstrasse 51,berlin,52.5485504,13.3530704,"52.5485504,13.3530704",https://wolt.com/en/deu/berlin/restaurant/koefteci-musti,wolt
Kaffee Kiana,1,2.90,Prenzlauer Allee 38,berlin,52.5350171,13.4223028,"52.5350171,13.4223028",https://wolt.com/en/deu/berlin/restaurant/kaffee-kiana,wolt
Madni Indische Spezialitäten,2,2.90,Prinzenallee 27,berlin,52.55692459999999,13.3853578,"52.55692459999999,13.3853578",https://wolt.com/en/deu/berlin/restaurant/madni-indische-spezialitten,wolt
Die Hütte Pizzeria (Pizzahütte),1,2.90,Kopenhagener Str. 17,berlin,52.54914389770167,13.40743284120275,"52.54914389770167,13.40743284120275",https://wolt.com/en/deu/berlin/restaurant/die-htte-pizzeria-pizzahtte,wolt
The 100 Cafe,2,2.90,Danziger Straße 53,berlin,52.539953,13.420754,"52.539953,13.420754",https://wolt.com/en/deu/berlin/restaurant/the-100-cafe,wolt
Bubble Bauch Tea Art Café,2,2.90,Danziger Strasse 59,berlin,52.53982999999999,13.42219,"52.53982999999999,13.42219",https://wolt.com/en/deu/berlin/restaurant/bubble-bauch-tea-art-caf,wolt
Nymami,2,2.90,Danziger Str. 43,berlin,52.5402119,13.4195491,"52.5402119,13.4195491",https://wolt.com/en/deu/berlin/restaurant/nymami,wolt
Vegano Flavors,2,2.90,Raumerstraße 6,berlin,52.543095,13.4174511,"52.543095,13.4174511",https://wolt.com/en/deu/berlin/restaurant/vegano-flavors,wolt
Orlando Sicilian Food & Wine,2,2.90,Rhinower Str. 10,berlin,52.5481725,13.4096421,"52.5481725,13.4096421",https://wolt.com/en/deu/berlin/restaurant/orlando-sicilian,wolt
Massai Restaurant ,2,2.90,Lychener Straße 12,berlin,52.54186053165284,13.415716658265573,"52.54186053165284,13.415716658265573",https://wolt.com/en/deu/berlin/restaurant/massai-restaurant,wolt
Café + Bar Moloko,2,2.90,Lettestr. 6a,berlin,52.5436342,13.4189167,"52.5436342,13.4189167",https://wolt.com/en/deu/berlin/restaurant/caf-bar-moloko,wolt
Gemello Vegan Pizza,2,2.90,This is a virtual venue,berlin,52.55175389999999,13.4078552,"52.55175389999999,13.4078552",https://wolt.com/en/deu/berlin/restaurant/gemello-vegan-pizza,wolt
Mandi Restaurant,2,2.90,Seestraße 57,berlin,52.5517476,13.3552958,"52.5517476,13.3552958",https://wolt.com/en/deu/berlin/restaurant/mandi-restaurant,wolt
Maothai Restaurant,2,2.90,Wörther Str. 30,berlin,52.53635719217795,13.41977746873141,"52.53635719217795,13.41977746873141",https://wolt.com/en/deu/berlin/restaurant/maothai-restaurant,wolt
Amrit Mitte,3,1.90,Oranienburger Straße 45,berlin,52.525917599997776,13.389576901189136,"52.525917599997776,13.389576901189136",https://wolt.com/en/deu/berlin/restaurant/amrit-mitte,wolt
Chibee - Korean Chicken & Beer,2,2.90,Tegeler Str. 29A,berlin,52.54295,13.35608,"52.54295,13.35608",https://wolt.com/en/deu/berlin/restaurant/chibee-korean-chicken-beer,wolt
12 Cafe & Bar,2,2.90,Sprengelstraße 12,berlin,52.5421278,13.3556263,"52.5421278,13.3556263",https://wolt.com/en/deu/berlin/restaurant/12-cafe-bar,wolt
Kuzo,2,2.90,Prenzlauer Allee 48,berlin,52.53725129999999,13.423466,"52.53725129999999,13.423466",https://wolt.com/en/deu/berlin/restaurant/kuzo,wolt
Burgerzimmer VII,2,2.90,Badstraße 4,berlin,52.54967079999999,13.3876365,"52.54967079999999,13.3876365",https://wolt.com/en/deu/berlin/restaurant/burgerzimmer-vii,wolt
