,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
15729,Danis Pizza,9.6,88,10.0,2.99,937,30,italian,Horstweg 7,10553,Berlin,52.512101,13.2941161,lieferando
15730,Gimme Gelato,9.8,22,10.0,2.99,750,25,middle eastern,Wundstraße 15,10553,Berlin,52.512101,13.2941161,lieferando
15734,Moono,8.6,36,10.0,2.99,780,45,breakfast/dessert,Bismarckstraße 67,10553,Berlin,52.511428,13.297849,lieferando
15736,Caosis Cafe,9.4,18,10.0,2.99,1005,35,healthy,Wilmersdorfer Straße 100,10553,Berlin,52.50276,13.30816,lieferando
15738,Restaurant Stari Most,9.4,328,20.0,0.0,0,40,steak,Halemweg 21,10553,Berlin,52.5374551,13.2857779,lieferando
15739,Pinoy,8.6,33,10.0,2.99,1056,45,asian,Danckelmannstr. 49,10553,Berlin,52.51488,13.29107,lieferando
15743,RASAS Indian Restaurant,9.2,358,30.0,0.0,0,30,indian,Bayernallee 42-42A,10553,Berlin,52.5121506,13.2642691,lieferando
15748,Bistro am Goebelplatz,9.2,574,12.0,0.0,713,40,italian,Toeplerstraße 31,10553,Berlin,52.5379566,13.2801483,lieferando
15755,Shankara,9.4,213,40.0,2.0,1409,40,indian,Wilhelmstrasse 1,10553,Berlin,52.52858,13.19487,lieferando
15756,Schnitzel König,8.4,1430,50.0,2.0,1030,50,european,Lindenufer 17,10553,Berlin,52.5367385,13.2068059,lieferando
15759,Burgermeister Konstanzer,8.0,56,10.0,1.99,0,50,american,Konstanzer Straße 1,10553,Berlin,52.4989782,13.3121473,lieferando
15764,Ya Mal Alsham,9.0,137,30.0,0.0,0,50,middle eastern,Pichelsdorferstraße 77,10553,Berlin,52.5216267,13.1975716,lieferando
15771,Pizz' N Burg Bros,7.8,45,19.0,0.0,0,45,italian,Gartenfelder Straße 29-37,10553,Berlin,52.5484689,13.2492571,lieferando
15772,Goldener Anker Berlin,8.2,84,15.0,0.0,0,60,american,Charlottenstraße 27,10553,Berlin,52.5357966,13.2049013,lieferando
15807,Dunkin' Donuts,8.4,81,10.0,2.99,0,45,american,Wilmersdorfer Straße 57,10553,Berlin,52.5076915,13.3059639,lieferando
15808,BAO BUN BURGER,8.0,68,10.0,2.99,1279,45,american,Stuttgarter Platz 2,10553,Berlin,52.5058354,13.3057562,lieferando
15827,McDonald's®,7.0,2342,10.0,0.0,1012,50,american,Hardenbergplatz 13,10553,Berlin,52.507955,13.3334761,lieferando
15866,Gasthaus Kater Alex,9.2,624,10.0,2.99,1412,45,european,Kaiser-Friedrich-Straße 29,10553,Berlin,52.5117653,13.3010352,lieferando
15874,Marjellchen,8.2,83,10.0,2.99,0,50,vegetarian or vegan,Mommsenstraße 9,10553,Berlin,52.5032005,13.3173424,lieferando
15875,BERLINER KAFFEERÖSTEREI GIEST & COMPAGNON GMBH & CO. KG,9.8,20,10.0,2.99,0,50,breakfast/dessert,Uhlandstr. 173-174,10553,Berlin,52.5013377,13.325563,lieferando
15877,DALUMA,8.4,118,10.0,2.99,822,50,healthy,Schlüterstraße 38,10553,Berlin,52.5020226,13.3165845,lieferando
15884,Oak & Ice,9.6,13,10.0,2.99,940,45,breakfast/dessert,Wilmersdorfer Strasse 46,10553,Berlin,52.509249,13.304609,lieferando
15885,Hussel,9.8,4,10.0,2.99,766,45,breakfast/dessert,Wilmersdorfer Straße 46,10553,Berlin,52.509249,13.304609,lieferando
15901,Indisches Restaurant Calcutta,9.4,19,10.0,2.99,1535,50,indian,Bleibtreustraße 17,10553,Berlin,52.5031823,13.3194442,lieferando
15902,Panzerotto Italian easy food,9.6,42,10.0,2.99,0,45,italian,Stuttgarter Platz 1,10553,Berlin,52.50593,13.3065,lieferando
15903,Viet Next Door,9.4,251,10.0,2.99,1235,45,middle eastern,Schillerstraße 73,10553,Berlin,52.5097122,13.3040814,lieferando
15904,China Restaurant Do De Li,9.4,108,10.0,2.99,1310,45,asian,Kantstraße 120,10553,Berlin,52.50613,13.30988,lieferando
15905,Udagawa,9.2,109,10.0,2.99,838,45,asian,Kantstraße 118,10553,Berlin,52.50635,13.3094001,lieferando
15906,CinnCity,9.4,9,10.0,2.99,0,45,american,Wilmersdorfer Straße 46,10553,Berlin,52.509249,13.304609,lieferando
15907,Gohan Tokyo to go,9.8,37,10.0,2.99,950,50,vegetarian or vegan,Wilmersdorfer Straße 70,10553,Berlin,52.5042318,13.3071309,lieferando
15909,Falafelkantstraße,9.2,96,10.0,2.99,830,45,middle eastern,Kantstraße 56a,10553,Berlin,52.50693,13.30712,lieferando
15911,Ming Jia,9.4,215,10.0,2.99,1034,45,asian,Schloßstraße 32,10553,Berlin,52.5120928,13.2975645,lieferando
15912,Al Mundo Café und Restaurant,9.6,178,10.0,2.99,990,45,italian,Horstweg 5,10553,Berlin,52.5119293,13.294877,lieferando
15913,MA'LOA - Poké Bowl,8.0,608,10.0,2.99,1031,45,asian,Kantstraße 48,10553,Berlin,52.50672,13.31057,lieferando
15915,Black & White Istanbul,8.0,37,10.0,2.99,1548,50,middle eastern,Uhlandstraße 171/172,10553,Berlin,52.5012436,13.325671,lieferando
15916,Zikos Grill,9.4,75,10.0,2.99,0,45,european,Kaiser-Friedrich-Straße 61a,10553,Berlin,52.5078027,13.3026033,lieferando
15917,Chibo - Korean Chicken & Bowls,7.8,1321,10.0,2.99,990,45,vegetarian or vegan,Kantstraße 65,10553,Berlin,52.5073473,13.3035926,lieferando
15918,NORDSEE,8.4,370,10.0,0.0,972,45,american,Wilmersdorfer Straße 46,10553,Berlin,52.509274,13.304722,lieferando
15919,Lucera Italienische Spezialitäten,9.0,19,10.0,2.99,0,45,italian,Spandauer Damm 42-44,10553,Berlin,52.51952,13.29065,lieferando
15920,Viet'S,9.2,128,10.0,2.99,908,45,asian,Wilmersdorfer Straße 105,10553,Berlin,52.5042002,13.3077419,lieferando
15921,Capponcella,8.2,7,10.0,2.99,708,50,italian,Kurfürstendamm 202,10553,Berlin,52.5016349,13.3215227,lieferando
15922,Bistro Pomelo Tree,9.0,37,10.0,2.99,0,45,asian,Windscheidstraße 1,10553,Berlin,52.51012,13.29762,lieferando
15924,Alma Mia,9.2,29,10.0,2.99,1336,45,italian,Giesebrechtstraße 19,10553,Berlin,52.5029236,13.3093234,lieferando
15927,Samakki Talad Thai,8.4,184,10.0,2.99,889,45,vegetarian or vegan,Kaiser-Friedrich-Str. 41,10553,Berlin,52.508937,13.3015809,lieferando
15928,Cèdre Blanc,8.2,44,10.0,2.99,1022,45,middle eastern,Nehringstraße 34,10553,Berlin,52.517393,13.2940198,lieferando
15929,Buongiorno,8.0,14,10.0,2.99,0,45,italian,Kantstraße 57,10553,Berlin,52.5069657,13.3058197,lieferando
15930,India Express,9.0,779,10.0,2.99,769,45,indian,Kantstraße 74,10553,Berlin,52.5069519,13.2993544,lieferando
15931,Bier's Kudamm 195,8.2,58,10.0,2.99,2500,50,european,Kurfürstendamm 195,10553,Berlin,52.5011319,13.3184725,lieferando
15932,BACK-FACTORY,8.2,28,10.0,2.99,0,45,,Wilmersdorfer Straße 66,10553,Berlin,52.5058494,13.306501,lieferando
15933,Sushi Restaurant Co Do Hue,8.6,235,10.0,2.99,932,45,asian,Windscheidstraße 12,10553,Berlin,52.50735,13.29859,lieferando
15934,Salhino Georgisches Restaurant,9.0,64,10.0,2.99,2161,45,,Waitzstraße 1,10553,Berlin,52.5033455,13.3054309,lieferando
15935,Jim Block,7.4,344,10.0,2.99,962,45,american,Wilmersdorfer Straße 115-116,10553,Berlin,52.5075126,13.3071449,lieferando
15936,Trattoria La bella Sicilia,9.0,302,10.0,2.99,1476,45,italian,Knobelsdorffstraße 37,10553,Berlin,52.5131134,13.2910471,lieferando
15937,C'yah,8.6,236,10.0,2.99,970,45,asian,Kantstraße 83,10553,Berlin,52.5070142,13.2963254,lieferando
15938,Buchcafé,8.8,148,10.0,2.99,1002,45,vegetarian or vegan,Kantstr. 90,10553,Berlin,52.50633,13.2978499,lieferando
15939,Café Kredenz,9.2,92,10.0,2.99,0,45,breakfast/dessert,Kantstraße 81,10553,Berlin,52.50727,13.29686,lieferando
15940,Kim's Ha,9.4,387,10.0,2.99,971,45,asian,Kantstraße 87,10553,Berlin,52.5065958,13.2969289,lieferando
15941,Zen House Vegan Restaurant,8.2,142,10.0,2.99,988,45,asian,Kantstraße 71,10553,Berlin,52.5069853,13.3001546,lieferando
15942,Windburger,7.2,2445,10.0,2.99,690,45,american,Windscheidstraße 26,10553,Berlin,52.5062301,13.2997112,lieferando
15943,San Giorgio,8.4,51,10.0,2.99,1485,45,italian,Mommsenstraße 36,10553,Berlin,52.50384,13.30502,lieferando
15944,Moono,8.2,19,10.0,2.99,600,45,asian,Windscheidstraße 19,10553,Berlin,52.5054681,13.2993072,lieferando
15945,Dozo Ramen,8.4,100,10.0,2.99,0,45,asian,Leonhardtstraße 24,10553,Berlin,52.5046287,13.2984548,lieferando
15946,Co Miu Vietnam Gourmet,7.4,329,10.0,2.99,778,45,asian,Seelingstraße 34-36,10553,Berlin,52.51565,13.29139,lieferando
15947,Tasty Grillhaus 63,7.2,17,10.0,2.99,0,45,vegetarian or vegan,Spandauer Damm 90,10553,Berlin,52.5188929,13.284741,lieferando
15953,Go!Fish,0.0,0,10.0,0.0,0,45,american,Wilmersdorfer Straße 46,10553,Berlin,52.509249,13.304609,lieferando
15954,Naardoun Restaurant Berlin,0.0,0,10.0,2.99,0,45,vegetarian or vegan,Windscheidstraße 27,10553,Berlin,52.5063196,13.2995776,lieferando
15964,Agenor,9.6,269,11.5,1.5,988,40,vegetarian or vegan,Maaßenstraße 14,10555,Berlin,52.497331,13.3541896,lieferando
15982,Adellino,9.2,54,10.0,0.0,1075,25,italian,Ansbacher Straße 8-14,10555,Berlin,52.50367,13.34239,lieferando
16010,AMRIT - Berlin Schöneberg,8.4,777,20.0,0.0,1071,55,vegetarian or vegan,Winterfeldtstraße 40,10555,Berlin,52.497241,13.3549351,lieferando
16015,Pizza Carino - italienische Küche,9.8,87,30.0,0.0,0,30,italian,Hohenzollerndamm 11,10555,Berlin,52.4949639,13.3260311,lieferando
16020,dean & david,8.8,1109,20.0,1.5,1268,40,vegetarian or vegan,Nürnberger Straße 14/15,10555,Berlin,52.5026697,13.3384699,lieferando
16037,Ohanami Sushi & More,9.4,3783,24.9,0.0,1113,30,asian,Martin-Luther-Straße 47,10555,Berlin,52.4927526,13.3456038,lieferando
16054,Sharazad Orientalisches Restaurant,8.6,171,20.0,0.0,1008,50,middle eastern,Dahlmannstr. 27,10555,Berlin,52.5021998,13.3042284,lieferando
16056,Sy Restaurant - Charlottenburg,8.8,1361,20.0,0.0,1124,30,asian,Kantstraße 54,10555,Berlin,52.5069161,13.3084781,lieferando
16063,Shawarma One,8.4,1248,35.0,2.0,833,40,american,Hauptstraße 113-115,10555,Berlin,52.4818212,13.3491987,lieferando
16080,Sushi Yoshi,9.2,215,25.0,0.0,0,30,asian,Westfälische Straße 46,10555,Berlin,52.4968632,13.2925316,lieferando
16090,AssaTir Libanesische Küche,9.0,3594,35.0,3.0,2271,30,middle eastern,Uhlandstr. 83-84,10555,Berlin,52.4894093,13.3225828,lieferando
16095,Saigonese Kitchen Berlin,8.0,540,20.0,2.0,917,30,vegetarian or vegan,Güntzelstrasse 24,10555,Berlin,52.4916074,13.3241889,lieferando
16102,Minakami,8.8,1222,30.0,0.0,1440,50,asian,Kantstrasse 50,10555,Berlin,52.5067058,13.3100956,lieferando
16117,China-Pfanne,8.0,8565,15.0,0.0,780,40,asian,Wilmersdorfer Straße 107a,10555,Berlin,52.5048807,13.3074666,lieferando
16124,Call a Pizza,6.8,6407,13.0,0.0,1318,50,italian,Sophie-Charlotten-Straße 35,10555,Berlin,52.5146751,13.2873691,lieferando
16132,Kiwano,8.6,20,17.5,0.0,0,90,healthy,Schmiljanstraße 17,10555,Berlin,52.4693882,13.3323968,lieferando
16139,Tampico Bowls,8.2,78,12.0,1.0,0,30,italian,Rheinstraße 11,10555,Berlin,52.4701714,13.3334254,lieferando
16209,Trattoria Amici,9.0,1520,20.0,1.0,838,55,italian,Nachodstr. 6,10555,Berlin,52.4953824,13.3338113,lieferando
16214,May Asia,9.4,190,20.0,1.5,1050,30,asian,Lietzenburger Str. 77,10555,Berlin,52.499729,13.3243961,lieferando
16266,Taste of Happiness,0.0,0,0.0,0.0,0,30,breakfast/dessert,Maaßenstraße 11,10555,Berlin,52.4977002,13.3547303,lieferando
16275,Zhong Hua,8.8,951,0.0,0.0,866,30,asian,Lindenstr. 29a,10555,Berlin,52.50501,13.39702,lieferando
16286,Kebab 36,9.4,25,0.0,0.0,990,35,american,Blücherstraße 15,10555,Berlin,52.49527,13.397167,lieferando
16303,Ristorante Centro Sud,9.6,33,0.0,0.0,1003,35,italian,Bülowstr. 10,10555,Berlin,52.4984679,13.3574834,lieferando
16324,PIZZA NUNO,8.4,1345,0.0,0.0,796,30,italian,Blücherstr. 66a,10555,Berlin,52.4959368,13.396816,lieferando
16329,BURGER KING ®,4.6,2325,0.0,1.99,956,45,american,Potsdamer Straße 114,10555,Berlin,52.5004124,13.3630204,lieferando
16334,Shell,9.2,6,10.0,2.99,855,30,bars,Martin-Luther-Straße 29,10555,Berlin,52.4963733,13.3465255,lieferando
16335,Restaurant Feinberg's - Israelische Spezialitäten,8.6,241,10.0,2.99,1595,45,middle eastern,Fuggerstraße 35,10555,Berlin,52.4990613,13.3419061,lieferando
16342,Frida & Diego,8.0,87,10.0,2.99,1090,35,mexican,Fuggerstraße 28,10555,Berlin,52.4992328,13.3435719,lieferando
16371,Station - Cucina Italiana,9.2,453,12.0,4.0,933,50,italian,U-Bahnhof Fehrbelliner Platz 00,10555,Berlin,52.490421,13.314223,lieferando
16380,Piazza Grande,9.0,71,10.0,0.0,0,30,italian,Prinzregentenstraße 1,10555,Berlin,52.492801,13.3327031,lieferando
16414,Samos - Berlin,9.0,373,30.0,1.5,1123,30,mediterranean,Leibnizstraße 56,10555,Berlin,52.5017588,13.3128321,lieferando
16630,New Montevideo,9.0,106,10.0,2.99,964,50,italian,Viktoria-Luise-Platz 6,10555,Berlin,52.4961143,13.3412049,lieferando
16646,Asia Snack,9.6,195,10.0,2.99,705,50,asian,Motzstr. 28,10555,Berlin,52.4978395,13.3478019,lieferando
16653,Maharadscha,9.6,68,10.0,2.99,1467,50,vegetarian or vegan,Fuggerstraße 21,10555,Berlin,52.4987304,13.3450252,lieferando
16657,Kordofan Berlin,7.8,6,0.0,1.99,0,55,,Bülowstraße 1-3,10555,Berlin,52.4989241,13.3553525,lieferando
16661,Jugnooo,8.0,6,10.0,2.99,0,50,vegetarian or vegan,Viktoria-Luise-Platz 5,10555,Berlin,52.4961528,13.3414806,lieferando
16662,Restaurant Potemkin,8.4,52,10.0,2.99,1371,50,italian,Viktoria-Luise-Platz 5,10555,Berlin,52.4961528,13.3414806,lieferando
16665,Cafe Sevo,9.4,5,10.0,2.99,952,50,middle eastern,Eisenacher Straße 11-13,10555,Berlin,52.4973867,13.349313,lieferando
16672,Trattoria a' Muntagnola,9.2,57,10.0,2.99,1223,50,italian,Fuggerstraße 27,10555,Berlin,52.4987782,13.344104,lieferando
16675,Restaurant Elefant,8.4,420,10.0,2.99,1355,50,middle eastern,Fuggerstraße 18,10555,Berlin,52.4990266,13.3453486,lieferando
16678,Tianfuzius 天府子,9.6,103,10.0,2.99,0,50,asian,Regensburger Strasse 1,10555,Berlin,52.4961224,13.340541,lieferando
16679,Pizzeria Da Lucia,8.6,273,10.0,2.99,1061,45,italian,Welserstr. 25,10555,Berlin,52.4989,13.3419,lieferando
16680,Pizza Vapori,9.4,14,10.0,1.99,1106,50,italian,Nürnberger Straße 19,10555,Berlin,52.5020153,13.3378236,lieferando
16686,Restaurant Graf,8.4,85,10.0,2.99,958,50,european,Martin-Luther-Straße 6-10,10555,Berlin,52.49923,13.3455,lieferando
16690,Cafe Mutter,8.2,187,10.0,2.99,1517,50,italian,Hohenstaufenstraße 4,10555,Berlin,52.494985,13.3525307,lieferando
16701,Deli-House,9.0,71,10.0,2.99,1218,45,asian,Nürnberger Straße 28,10555,Berlin,52.5002836,13.3358858,lieferando
16704,green tree,9.6,115,10.0,2.99,1095,50,vegetarian or vegan,Pfalzburgerstraße 83,10555,Berlin,52.4988567,13.3231234,lieferando
16705,Hanoi Deli,8.2,188,10.0,2.99,1042,50,asian,Kurfürstendamm 161-162,10555,Berlin,52.499561,13.3057467,lieferando
16710,L'Osteria,7.0,144,10.0,1.99,1191,45,italian,Budapester Straße 38-50,10555,Berlin,52.5055961,13.338308,lieferando
16712,Kourosh - persische & orientalische Spezialitäten,7.8,22,10.0,2.99,1991,50,vegetarian or vegan,Lietzenburgerstraße 20,10555,Berlin,52.4999984,13.3399166,lieferando
16717,Hasir Grill Berlin,8.0,145,10.0,2.99,1708,50,middle eastern,Nürnbergerstraße 46,10555,Berlin,52.50048,13.33692,lieferando
16728,Restaurant R23,8.2,12,10.0,2.99,1070,50,vegetarian or vegan,Rankestraße 23,10555,Berlin,52.5013859,13.3329255,lieferando
16739,Ebe Ano,8.4,78,10.0,2.99,1200,50,,Bamberger Straße 49,10555,Berlin,52.49414,13.33752,lieferando
16741,Xia Tea,9.6,41,10.0,2.99,590,55,asian,Trautenaustraße 19,10555,Berlin,52.4928059,13.3291696,lieferando
16744,Café Bistro Shaniu,8.6,18,10.0,2.99,0,50,asian,Pariser Straße 56,10555,Berlin,52.4960978,13.3278272,lieferando
16745,San Marino Ristorante,8.6,6,10.0,2.99,0,50,italian,Prager Platz 1-3,10555,Berlin,52.4933981,13.332398,lieferando
16747,Bleib V,5.6,4,10.0,2.99,0,45,vegetarian or vegan,Nürnberger Straße 45a,10555,Berlin,52.5003321,13.3366321,lieferando
16748,Viet Bowl Charlottenburg,8.6,313,10.0,2.99,1123,50,vegetarian or vegan,Uhlandstraße 156,10555,Berlin,52.4983891,13.3247217,lieferando
16749,I-Ke-Su Kaiten Sushi,8.8,108,10.0,2.99,1768,50,asian,Uhlandstraße 157,10555,Berlin,52.4985568,13.3248688,lieferando
16750,Russische Feinkost Avantgarde,9.4,138,10.0,2.99,1398,50,seafood,Uhlandstraße 42,10555,Berlin,52.4989805,13.3243244,lieferando
16751,Tommi's Burger Joint,8.4,227,10.0,1.99,946,50,american,Kurfürsterdamm 212,10555,Berlin,52.5018668,13.3254556,lieferando
16752,La Cantina Rosso,9.4,27,10.0,2.99,1365,50,italian,Lietzenburger Straße 83,10555,Berlin,52.4997003,13.3231648,lieferando
16761,Tian Fu Uhlandstraße,9.2,234,10.0,2.99,0,45,asian,Uhlandstrasse 142,10555,Berlin,52.4949189,13.3242146,lieferando
16763,Meet You,8.2,78,10.0,2.99,1275,45,asian,Fasanenstraße 41,10555,Berlin,52.4980606,13.3264764,lieferando
16767,Namaste,8.2,483,10.0,2.99,1214,50,indian,Pariser Str. 56,10555,Berlin,52.49611,13.32754,lieferando
16768,Ben & Jerry's und Magnum,7.6,37,10.0,2.99,1302,50,breakfast/dessert,Uhlandstraße 43,10555,Berlin,52.4987687,13.3243087,lieferando
16770,MARDIA Lahmacun & Pide House,8.4,15,10.0,2.99,0,50,middle eastern,Uhlandstraße 153,10555,Berlin,52.4976405,13.3247382,lieferando
16773,Boujee,9.2,7,10.0,2.99,1090,50,italian,Pariser Straße 18A,10555,Berlin,52.4983,13.31914,lieferando
16780,Trattoria Casa Lucariello,9.4,20,10.0,2.99,1176,50,italian,Emser Str. 42,10555,Berlin,52.4971824,13.3198867,lieferando
16781,Restaurant Cafe Bar SIDNEY,9.0,61,10.0,2.99,0,50,american,Pariser Straße 19,10555,Berlin,52.4984818,13.3182274,lieferando
16782,Monsun,8.6,4,10.0,2.99,0,50,vegetarian or vegan,Pariser Straße 42,10555,Berlin,52.4979029,13.3189054,lieferando
16788,Tasty Cuisine,7.4,35,10.0,2.99,1167,55,asian,Prager Platz 4,10555,Berlin,52.4929991,13.3323817,lieferando
16809,Lychee,9.2,55,10.0,2.99,0,50,asian,Bayerische Straße 9,10555,Berlin,52.4969759,13.3134729,lieferando
16818,Café 6 Spoons,8.8,42,10.0,2.99,650,45,breakfast/dessert,Waitzstraße 11,10555,Berlin,52.5009125,13.3053328,lieferando
16829,Sagano,8.4,257,10.0,2.99,1084,50,asian,Kurfürstendamm 182,10555,Berlin,52.50031,13.31358,lieferando
16832,TTP Sushi,8.4,189,10.0,2.99,1306,50,asian,Olivaer Platz 5,10555,Berlin,52.4988336,13.3148961,lieferando
16846,Adana Grillhaus,7.0,98,10.0,2.99,1312,50,middle eastern,Brandenburgische Str. 32,10555,Berlin,52.49926,13.3075,lieferando
16849,Subway,6.4,487,10.0,2.99,1117,40,cafes,Kurfürstendamm 180,10555,Berlin,52.5001908,13.3119169,lieferando
17258,Trattoria Belmonte,9.4,257,10.0,2.99,1196,30,italian,Schwäbische Straße 5,10557,Berlin,52.4928103,13.3474262,lieferando
17417,Maharaja,8.2,268,10.0,2.99,1045,55,vegetarian or vegan,Goltzstraße 20,10557,Berlin,52.4939386,13.3540524,lieferando
17504,Steinofen Pizzeria,8.8,71,10.0,2.99,917,55,italian,Goltzstraße 15,10557,Berlin,52.4931327,13.3538677,lieferando
17559,Cupcakeladen,9.6,93,10.0,2.99,3372,55,breakfast/dessert,Frankenstraße 15,10557,Berlin,52.4932629,13.3527297,lieferando
17577,Burgers Berlin,8.4,474,10.0,2.99,807,55,american,Goltzstraße 33,10557,Berlin,52.4942687,13.3535825,lieferando
17592,Restaurant Rani,8.4,57,10.0,2.99,885,55,vegetarian or vegan,Goltzstraße 32,10557,Berlin,52.4945096,13.3537009,lieferando
17603,One And Only,8.2,119,10.0,2.99,922,60,asian,Goltzstraße 35,10557,Berlin,52.4939376,13.3535379,lieferando
17946,Sushi Yana,9.4,2588,0.0,0.0,972,30,asian,Lietzenburger Straße 29,10559,Berlin,52.4989812,13.335613,lieferando
17955,Winterfeld,9.2,1395,0.0,0.0,1437,25,italian,Winterfeldtstr. 58,10559,Berlin,52.496839,13.351307,lieferando
17963,Yoko Sushi,9.4,78,0.0,0.0,0,30,asian,Martin-Luther-Straße 41,10559,Berlin,52.4936537,13.3458766,lieferando
17969,Schöne Burger,9.2,1901,0.0,0.0,803,40,american,Goltzstr. 24,10559,Berlin,52.4968006,13.3534786,lieferando
17975,Berkis,8.6,5309,0.0,0.0,869,40,mediterranean,Winterfeldtstraße 45,10559,Berlin,52.497013,13.3536903,lieferando
17989,Spice India,8.8,1391,0.0,0.0,1544,40,vegetarian or vegan,Uhlandstraße 161,10559,Berlin,52.4992243,13.3251089,lieferando
17992,Kreuzburger,9.8,758,0.0,0.0,895,15,american,Knesebeckstrasse 64/65,10559,Berlin,52.5015533,13.3220851,lieferando
17994,Pizzeria Piccolo Taormina,8.8,1174,0.0,0.0,1251,40,italian,Uhlandstr. 29,10559,Berlin,52.50132,13.32439,lieferando
17995,Boccacelli,9.2,409,0.0,0.0,1697,50,italian,Winterfeldtstraße 34,10559,Berlin,52.4970885,13.3556649,lieferando
17998,Berlin Burrito,8.4,1681,0.0,0.0,891,40,mexican,Pallasstraße 21,10559,Berlin,52.4945335,13.3543232,lieferando
17999,Call a Pizza,7.6,5006,0.0,0.0,1298,40,italian,Martin-Luther-Straße 39,10559,Berlin,52.4938837,13.3459186,lieferando
18001,Pizza Bleibtreu,8.8,644,0.0,0.0,700,40,italian,Bleibtreustraße 41,10559,Berlin,52.503071,13.3198672,lieferando
18003,Trattoria Gino,7.0,8,0.0,0.0,0,90,italian,Welserstraße 27,10559,Berlin,52.4993922,13.3422107,lieferando
18093,Nuovo Antica Roma,6.8,218,0.0,1.99,1249,50,italian,Wittenbergplatz 5-6,10559,Berlin,52.5017886,13.3438852,lieferando
18159,W-Der Imbiss 2,8.8,7,0.0,1.99,0,50,indian,Fuggerstraße 20,10559,Berlin,52.4991553,13.3448925,lieferando
18171,7 Dumpling,8.4,11,0.0,1.99,0,45,asian,Ansbacher Straße 29,10559,Berlin,52.500796,13.3417993,lieferando
18236,Meyan Berlin,9.4,63,0.0,1.99,0,50,healthy,Goltzstraße 36/rechts,10559,Berlin,52.4937462,13.3535133,lieferando
18241,The Fox Bar,8.0,15,0.0,1.99,969,50,asian,Knesebeckstraße 67,10559,Berlin,52.5026594,13.3223087,lieferando
18252,Ristorante Paulo Scutarro,8.6,53,0.0,1.99,1449,45,italian,Kurfürstendamm 51,10559,Berlin,52.50185,13.31727,lieferando
18256,Wiesenstein,8.2,195,0.0,1.99,1560,50,vegetarian or vegan,Viktoria-Luise-Platz 12a,10559,Berlin,52.49554,13.34315,lieferando
18262,Restaurant Shayan,8.4,25,0.0,1.99,0,60,middle eastern,Goltzstraße 23,10559,Berlin,52.4944427,13.3541255,lieferando
18265,Trattoria Da Luca,7.0,7,0.0,1.99,713,50,italian,Kurfürstendamm 212,10559,Berlin,52.5018668,13.3254556,lieferando
18267,XXX Ramen,7.6,117,0.0,1.99,1117,45,asian,Kantstraße 130,10559,Berlin,52.5061234,13.313524,lieferando
18273,Baltas Coffee Shop,7.6,8,0.0,1.99,0,55,healthy,Goltzstraße 17,10559,Berlin,52.4934437,13.3539298,lieferando
18298,Chicken Coop,8.6,26,10.0,2.5,0,30,american,Stuttgarter Platz 10,10585,Berlin,52.5056961,13.3037466,lieferando
18300,L'Osteria,7.0,7,15.0,0.0,0,70,italian,Savignyplatz 5,10585,Berlin,52.5065871,13.3228914,lieferando
18354,Vadoli Pizza,8.2,4740,9.9,1.9,887,30,italian,Kantstraße 55,10585,Berlin,52.5070394,13.3079275,lieferando
18358,Cordoba,9.0,156,20.0,3.0,1305,25,italian,Danckelmannstraße 1,10585,Berlin,52.5175405,13.2900178,lieferando
18375,taste&soul - powered by eatclever,8.2,851,12.0,0.0,1006,40,vegetarian or vegan,Kantstraße 87,10585,Berlin,52.5066131,13.2968617,lieferando
18377,burgerme,9.4,478,6.99,1.99,843,20,american,Königin-Elisabeth-Straße 52,10585,Berlin,52.5170645,13.2811138,lieferando
18383,Restaurant Rocco Charlottenburg,8.4,186,15.0,1.0,0,40,italian,Kaiserdamm 109,10585,Berlin,52.510375,13.2921145,lieferando
18385,La Manife Pizza & Pasta,9.8,9,12.0,0.0,650,30,italian,Spandauer Damm 115,10585,Berlin,52.5181565,13.279698,lieferando
18394,La Rose Restaurant,8.8,165,12.0,1.0,0,40,italian,Neue Kantstraße 19,10585,Berlin,52.5062585,13.2845797,lieferando
18396,Wienerwald,9.0,1905,20.0,0.0,940,30,american,Lehniner Platz 2,10585,Berlin,52.4996181,13.3019201,lieferando
18399,Yoko Sushi,8.6,361,9.9,0.0,1228,40,asian,Dahlmannstraße 22,10585,Berlin,52.5008161,13.3043202,lieferando
18400,Mendoza Steakhaus,9.8,178,20.0,0.0,1629,30,italian,Spandauer Damm 157,10585,Berlin,52.5194855,13.2707187,lieferando
18410,Domino's Pizza,7.4,423,4.9,0.0,980,30,italian,Spandauer Damm 127,10585,Berlin,52.5182471,13.2776001,lieferando
18414,Restaurant Cafe Grüne Lampe,9.4,344,15.0,0.0,1109,50,healthy,Uhlandstraße 51,10585,Berlin,52.4965,13.32373,lieferando
18422,Fattoush Lebanese Fresh Food,9.6,2119,15.0,2.0,826,30,middle eastern,U-Bahnhof Fehrbelliner Platz 00,10585,Berlin,52.490421,13.314223,lieferando
18426,Argentinisches Steakhaus Nonnendamm,9.2,1518,12.0,0.0,1127,30,american,Nonnendammallee 98,10585,Berlin,52.5369854,13.2663281,lieferando
18429,Pad Thai Restaurant,8.2,979,20.0,0.0,894,40,asian,Cicerostrasse 49,10585,Berlin,52.4950234,13.3019521,lieferando
