restaurant_name,platform,reviews,avg_review_score,street,zip_code,city,latitude,longitude,type_of_cuisine,avg_delivery_time,pricyness,delivery_fee,minimum_order_value
Huy Hoang Asia Imbiss,lieferando,62,4.1,Adalbertstraße 98,14199,Berlin,52.499886,13.4175015,"['chinese_41', 'thai_61', 'vietnamese_261']",50,0,199,0
Gogi Boss,lieferando,51,3.7,Mehringdamm 38,14199,Berlin,52.4933416,13.3875471,"['vegetarian_391', 'asian_1864', 'korean_1114']",45,0,199,0
Kamiko - Berlin,lieferando,294,4.4,Bergmannstrasse 89,14199,Berlin,52.4893834,13.3931962,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1041,199,0
Good Morning Vietnam,lieferando,629,4.1,Bergmannstraße 102-103,14199,Berlin,52.4899666,13.3894178,"['vegetarian_391', 'falafel_1215', 'vietnamese_261']",45,1000,199,0
Steinofen Pizzeria,lieferando,71,4.4,Goltzstraße 15,14199,Berlin,52.4931327,13.3538677,"['italian-pizza_271', 'vegetarian_391']",45,917,199,0
Meyan Berlin,lieferando,63,4.7,Goltzstraße 36/rechts,14199,Berlin,52.4937462,13.3535133,"['salads_1456', 'turkish_31', 'sandwiches_671']",45,0,199,0
Restaurant Neffes,lieferando,76,3.9,Potsdamer Str. 131,14199,Berlin,52.4972491,13.3622005,"['indian_71', 'german_431', 'homemade_451']",40,1218,199,0
Dunkin' Donuts,lieferando,80,4.1,Alexanderplatz 16,14199,Berlin,52.5212352,13.4146338,"['desserts_954', 'cafe_2134', 'cake_251']",45,1540,199,0
Orient Esspress,lieferando,62,4.5,Zossener Straße 26,14199,Berlin,52.4894943,13.3935227,"['doener_821', 'turkish_31', 'falafel_1256']",45,0,199,0
Little Green Rabbit,lieferando,27,4.7,Unter den Linden 21,14199,Berlin,52.5166207,13.3897757,"['vegetarian_391', 'salads_1456', 'poke-bowl_2318']",45,917,199,0
Pagode Thai Kitchen,lieferando,673,4.0,Bergmannstraße 88,14199,Berlin,52.489343,13.3935502,"['vegetarian_391', 'asian_1864', 'thai_61']",45,985,199,0
Thanh Nho,lieferando,39,4.3,Potsdamer Straße 133,14199,Berlin,52.4970148,13.3620248,"['asian_1864', 'vietnamese_261']",40,0,199,0
NORDSEE,lieferando,240,4.2,Spandauer Straße 4,14199,Berlin,52.52095,13.40434,"['burgers_541', 'pasta_1614', 'fish_421']",40,949,0,0
Pizzeria Trattoria Café LuNa,lieferando,301,3.8,Gotenstraße 18,14199,Berlin,52.48114,13.35995,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,1017,199,0
Die kleene Aubergine,lieferando,68,4.6,Marheinekeplatz/Markthalle EG Markthalle,14199,Berlin,52.48933,13.394788,"['vegetarian_391', 'falafel_1215', 'salads_1456']",45,1188,199,0
Olgas Feinkost Imbiss Agora,lieferando,97,4.5,Marheinekeplatz 15,14199,Berlin,52.4892582,13.3953724,"['vegetarian_391', 'greek_91', 'salads_1456']",45,902,199,0
Öz Inegöl Köfteci,lieferando,17,4.3,Potsdamer Straße 146,14199,Berlin,52.4973008,13.3613806,['chicken_521'],40,0,199,0
Hello Charge,lieferando,28,4.5,Potsdamer Str. 148,14199,Berlin,52.4971072,13.361379,"['vegetarian_391', 'falafel_1215', 'asian_1864']",40,0,199,0
Steinofen Pizza Fresh,lieferando,55,4.4,Potsdamer Straße 148,14199,Berlin,52.4971072,13.361379,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,838,199,0
Dolden Mädel Braugasthaus,lieferando,315,4.2,Mehringdamm 80,14199,Berlin,52.4894618,13.3858374,"['burgers_541', 'german_431', 'steak_401']",45,1754,199,0
Sancak Döner,lieferando,93,3.6,Gneisenaustrasse 4,14199,Berlin,52.4923547,13.3887523,"['doener_821', 'turkish_31', '100-halal_921']",45,833,199,0
Kardesler Grill,lieferando,11,4.2,Potsdamer Straße 110,14199,Berlin,52.5006823,13.363277,"['vegetarian_391', 'doener_821']",45,0,199,0
Sahara Imbiss,lieferando,46,4.4,Hauptstraße 159,14199,Berlin,52.4898083,13.3601656,"['vegetarian_391', 'falafel_1256', 'african_771']",40,0,199,0
Refueat Soulfood,lieferando,47,4.2,Bautzener Straße 40,14199,Berlin,52.4921019,13.3712615,"['100-halal_921', 'arab_1246']",40,889,199,0
Sahara Imbiss,lieferando,171,4.2,Bergmannstraße 94,14199,Berlin,52.4896209,13.3918612,"['vegetarian_391', 'falafel_1215', 'falafel_1256']",45,776,199,0
Köfteci Fresh Food,lieferando,256,4.5,Potsdamer Straße 168,14199,Berlin,52.49531,13.36069,"['turkish_31', '100-halal_921', 'falafel_1256']",45,1228,199,0
Prometeo,lieferando,707,3.8,Goebenstraße 3,14199,Berlin,52.49392,13.3621168,"['italian-pizza_271', 'italian_21', 'salads_1456']",45,1099,199,0
In Cibus,lieferando,64,4.5,Monumentenstraße 26,14199,Berlin,52.487961,13.3751469,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,990,199,0
Tibet Haus,lieferando,28,4.1,Zossener Straße 19,14199,Berlin,52.49067,13.39391,"['asian_1864', 'thai_61']",45,0,199,0
Häagen-Dazs Shop,lieferando,11,3.0,Potsdamer Platz 5,14199,Berlin,52.510509,13.3761878,['ice-cream_1194'],45,1026,199,0
Veganland Cigköfte,lieferando,29,4.5,Potsdamer Straße 172,14199,Berlin,52.49501,13.36077,"['vegetarian_391', 'falafel_1215', 'turkish_31']",45,0,199,0
Alzad Crispy Chicken,lieferando,140,4.2,Potsdamer Straße 138,14199,Berlin,52.4984052,13.3618956,"['american_381', 'fries_1734', 'chicken_521']",40,1256,199,0
Wrapublic Berlin-Kreuzberg,lieferando,62,4.4,Oranienplatz 2,14199,Berlin,52.5023121,13.414558,"['falafel_1215', '100-halal_921', 'wrap_1416']",50,746,199,0
Saigon Com Nieu,lieferando,47,4.7,Bülowstraße 9,14199,Berlin,52.4985591,13.35726,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",45,1014,199,0
Taverna Mastiha,lieferando,12,4.1,Arndtstraße 12,14199,Berlin,52.488552,13.3928872,"['greek_91', 'gyros_1356']",45,0,199,0
Loui's Burgers,lieferando,116,4.2,Zossener Straße 25,14199,Berlin,52.4895746,13.3935623,"['burgers_541', 'falafel_1215', 'fish_421']",40,748,199,0
AnCom Kitchen,lieferando,388,4.6,Gneisenaustraße 62,14199,Berlin,52.4901803,13.4034317,"['chinese_41', 'asian_1864', 'vietnamese_261']",40,823,199,0
Cana Restaurant & Catering,lieferando,209,4.3,Neue Roßstraße 11-12,14199,Berlin,52.5120785,13.4086173,"['vegetarian_391', 'falafel_1215', 'arab_1246']",40,1262,199,0
mama trattoria,lieferando,86,4.0,Pariser Platz 6a,14199,Berlin,52.5168953,13.3778308,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,1053,199,0
Shezan - Indisches Restaurant,lieferando,949,4.3,Neue Roßstraße 13,14199,Berlin,52.5121025,13.4082589,"['vegetarian_391', 'indian_71', 'asian_1864']",40,1237,199,0
Erdinger am Gendarmenmarkt,lieferando,38,3.6,Jägerstraße 56,14199,Berlin,52.5142325,13.393535,"['german_431', 'schnitzel_1654', 'german_441']",40,0,199,0
Parlamento Degli Angeli,lieferando,360,3.6,Bergmannstrasse 109,14199,Berlin,52.4901244,13.3880458,"['italian_21', 'pasta_1614', 'salads_1456']",45,1061,199,0
Vietnam Restaurant & Sushi Bar,lieferando,18,4.0,Unter den Linden 12,14199,Berlin,52.5174559,13.3901561,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1373,199,0
Mmaah Korean BBQ Express,lieferando,1547,4.4,Nollendorfstraße 31,14199,Berlin,52.4977557,13.3525434,"['vegetarian_391', 'asian_1864', 'korean_1114']",40,831,199,0
Pizzeria Pesaro,lieferando,47,3.9,Marheinekeplatz 15,14199,Berlin,52.4892582,13.3953724,"['italian-pizza_271', 'pasta_1614']",45,1198,199,0
Bella Vita,lieferando,16,3.8,Mittelstraße 62,14199,Berlin,52.5179452,13.389358,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,1288,199,0
Subway,lieferando,99,3.4,Behrenstraße 47,14199,Berlin,52.5159943,13.3897682,"['salads_1456', 'sandwiches_671']",45,756,199,0
Pastarium,lieferando,94,3.8,Willibald-Alexis-Straße 27,14199,Berlin,52.4875041,13.3912847,"['italian-pizza_271', 'italian_21']",45,992,199,0
Fadi Food,lieferando,106,3.5,Potsdamer Str. 117-119,14199,Berlin,52.49889,13.3628099,"['vegetarian_391', 'falafel_1256', 'arab_1246']",40,600,199,0
Henne - Alt-Berliner Wirtshaus,lieferando,70,4.9,Leuschnerdamm 25,14199,Berlin,52.50426,13.41792,['german_431'],45,980,199,0
Planet Bowl Berlin,lieferando,152,4.3,Adalbertstraße 7,14199,Berlin,52.5004761,13.4189519,"['vegetarian_391', 'falafel_1215', 'poke-bowl_2318']",55,893,199,0
Royal Donuts,lieferando,36,4.6,Hauptstraße 20,14199,Berlin,52.4865523,13.3563353,"['falafel_1215', 'desserts_954', 'cake_251']",40,0,199,0
Mon Vegetarian Eatery & Bar,lieferando,43,4.4,Oranienplatz 5,14199,Berlin,52.50325,13.41459,"['falafel_1215', 'asian_1864', 'curry_731']",50,925,199,0
Cancún Restaurant Alexanderplatz,lieferando,14,3.6,Rathausstraße 5-13,14199,Berlin,52.5191327,13.410718,"['mexican_221', 'american_381', 'steak_401']",40,1312,199,0
Kiez Keb Up,lieferando,11,3.4,Bergmannstraße 5,14199,Berlin,52.4890266,13.3889243,"['doener_821', 'turkish_31']",45,0,199,0
Turtle Pizza - Berlin,lieferando,77,4.3,Kottbusser Damm 88,14199,Berlin,52.4928508,13.422613,"['italian-pizza_271', 'italian_21']",50,1055,199,0
Guru,lieferando,972,4.5,Körtestr. 30,14199,Berlin,52.4902044,13.4084321,"['indian_71', 'curry_731', 'chicken_521']",55,947,199,0
Restaurant Ambrosius,lieferando,60,4.4,Karl-Heinrich-Ulrichs-Straße 14,14199,Berlin,52.5024382,13.3534265,['german_431'],45,1616,199,0
Veganaa,lieferando,71,4.8,Grunewaldstraße 88,14199,Berlin,52.4898469,13.3564525,"['falafel_1215', 'dumplings_1814']",40,1740,199,0
Cupcakeladen,lieferando,92,4.9,Frankenstraße 15,14199,Berlin,52.4932629,13.3527297,"['desserts_954', 'cake_251']",45,3372,199,0
Baklavaci Antepliogullari,lieferando,36,4.9,Skalitzer Straße 134,14199,Berlin,52.4993725,13.4187919,"['turkish_31', 'desserts_954']",55,0,199,0
Konak Grill (Izmir Köftecisi),lieferando,227,4.3,Reichenberger Straße 10,14199,Berlin,52.4994251,13.4166479,"['vegetarian_391', 'turkish_31', '100-halal_921']",55,1141,199,0
Cielo di Berlino,lieferando,113,4.0,Monumentenstraße 31,14199,Berlin,52.48829,13.36983,"['italian-pizza_271', 'pasta_1614', 'gluten-free_1556']",40,1244,199,0
Kinnaree Thai,lieferando,91,4.7,Südstern 14,14199,Berlin,52.4886366,13.4071974,"['vegetarian_391', 'thai_61']",40,0,199,0
Roll Inc. Berlin,lieferando,24,4.4,Körtestraße 30,14199,Berlin,52.49025,13.4082931,"['burgers_541', 'indian_71', 'wrap_1416']",55,0,199,0
Masti Indian Food,lieferando,3,2.2,Leipziger Platz 12,14199,Berlin,52.5104461,13.3800834,"['vegetarian_391', 'indian_71', 'curry_731']",40,887,199,0
Prisma Pavillon,lieferando,96,4.2,Fraenkelufer 2,14199,Berlin,52.4962907,13.4191902,"['italian-pizza_271', 'pasta_1614', 'homemade_451']",50,793,199,0
Hachiko Japanese Cuisine,lieferando,16,5.0,Grunewaldstraße 83,14199,Berlin,52.4899479,13.3552295,"['sushi_51', 'vegetarian_391', 'japanese_551']",40,0,199,0
Imren,lieferando,112,4.6,Hauptstraße 156,14199,Berlin,52.4893994,13.3596628,"['vegetarian_391', 'turkish_31', '100-halal_921']",40,0,199,0
Eden - Vietnamesisches Restaurant,lieferando,43,4.3,Rosenstraße 19,14199,Berlin,52.5216976,13.4049481,"['falafel_1215', 'asian_1864', 'vietnamese_261']",40,0,199,0
Persepolis Restaurant,lieferando,245,4.3,Kurfürstenstraße 127,14199,Berlin,52.5024196,13.3517047,"['salads_1456', 'fish_421', 'iranian_2324']",45,1382,199,0
Chupenga Burritos,lieferando,63,3.9,Georgenstraße 200,14199,Berlin,52.5199177,13.3896258,"['mexican_221', 'salads_1456', 'lunch_351']",40,944,199,0
Burgerwood,lieferando,21,4.3,Reinhardtstraße 47,14199,Berlin,52.5222342,13.3782894,"['burgers_541', 'salads_1456', 'wrap_1416']",45,779,199,0
Adana Grillhaus,lieferando,66,3.9,Skalitzer Straße 105,14199,Berlin,52.4994513,13.4273898,"['turkish_31', 'veal_1744', 'chicken_521']",50,1808,199,0
AmmAmma Berlin,lieferando,143,4.5,Urbanstraße 28a,14199,Berlin,52.49188,13.41165,['indian_71'],50,1029,199,0
Sushi Miyabi Mitte,lieferando,147,4.2,Georgenstraße 195,14199,Berlin,52.5201146,13.3905763,"['sushi_51', 'asian_1864', 'thai_61']",40,1133,199,0
Rosengarten Am Engelbecken,lieferando,181,4.5,Legiendamm / Heinrich-Heine-Platz 13 2,14199,Berlin,52.5063522,13.4169618,"['italian-pizza_271', 'german_431', 'schnitzel_1654']",45,989,199,0
Fresh'n Fast Hot Dog,lieferando,22,4.3,Motzstraße 1,14199,Berlin,52.4989519,13.3521409,"['american_381', 'snacks_201', 'hot-dog_1824']",40,0,199,0
Siaburger,lieferando,22,4.6,Reichenberger Straße 176,14199,Berlin,52.4997045,13.4170335,"['burgers_541', 'vegetarian_391', '100-halal_921']",40,0,199,0
Taverna Notos,lieferando,71,4.9,Vorbergstraße 10,14199,Berlin,52.489174,13.3543455,"['greek_91', 'snacks_201', 'fish_421']",40,1331,0,0
Mały Książę,lieferando,83,4.5,Lilienthalstraße 6,14199,Berlin,52.488072,13.4075433,"['vegetarian_391', 'polish_1216', 'soup_1406']",40,669,199,0
Kordofan Berlin,lieferando,6,3.9,Bülowstraße 1-3,14199,Berlin,52.4989241,13.3553525,['chicken_231'],40,0,199,0
Burgers Berlin,lieferando,473,4.2,Goltzstraße 33,14199,Berlin,52.4942687,13.3535825,"['burgers_541', 'vegetarian_391', 'falafel_1215']",40,807,199,0
Asia Snack,lieferando,195,4.8,Motzstr. 28,14199,Berlin,52.4978395,13.3478019,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,705,199,0
Qilin Kitchen by Sushi Club,lieferando,28,3.8,Hauptstraße 163,14199,Berlin,52.4909615,13.3611619,"['sushi_51', 'asian_1864']",45,1149,199,0
Pitaya Restaurant,lieferando,251,3.8,Hauptstraße 159,14199,Berlin,52.4898083,13.3601656,"['sushi_51', 'thai_61', 'vietnamese_261']",40,995,199,0
Pizzeria Verdura,lieferando,3,4.0,Karl-Heinrich-Ulrichs-Straße 2,14199,Berlin,52.500281,13.3543754,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,0,199,0
Schäfer's,lieferando,5,4.5,Luisenstraße 46,14199,Berlin,52.5234098,13.3798674,"['snacks_201', 'baked-goods_2468', 'breakfast_361']",45,0,199,0
San Marco Berlin,lieferando,16,4.4,Kleiststraße 36,14199,Berlin,52.5000359,13.3498896,"['italian-pizza_271', 'italian_21', 'pasta_1614']",45,0,199,0
Tehran Grill,lieferando,39,4.2,Nollendorfplatz 7,14199,Berlin,52.4988142,13.3537308,"['falafel_1215', 'salads_1456', 'iranian_2324']",40,1278,199,0
Pizzeria Marienkäfer,lieferando,782,3.9,Marienstr. 18,14199,Berlin,52.5223585,13.3840483,"['italian-pizza_271', 'italian_21', 'pasta_1614']",50,1465,199,0
Hasir,lieferando,38,3.8,Maaßenstraße 10,14199,Berlin,52.4976581,13.3538268,"['doener_821', 'turkish_31', 'turkish-pizza_291']",40,0,199,0
Mother's Heart,lieferando,309,4.0,Körtestraße 33,14199,Berlin,52.4896419,13.4086811,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",50,1695,199,0
ZamZam,lieferando,101,4.5,Hauptstraße 15,14199,Berlin,52.4876472,13.3573262,"['indian_71', '100-halal_921', 'pakistani_1804']",45,0,199,0
Da Dante,lieferando,346,4.4,Hauptstraße 14,14199,Berlin,52.4878622,13.3575,"['italian-pizza_271', 'italian_21', '100-halal_921']",45,1400,199,0
Mammam Mitte,lieferando,80,4.1,Inselstraße 8,14199,Berlin,52.5126262,13.4117522,"['falafel_1215', 'asian_1864', 'thai_61']",40,700,199,0
Ferrarino Pizza Delivery,lieferando,24,4.4,Garnisonkirchplatz 2,14199,Berlin,52.52183,13.40174,"['italian-pizza_271', 'falafel_1215', 'seafood_1476']",45,0,199,0
Defne,lieferando,12,4.4,Planufer 92C,14199,Berlin,52.4952941,13.4177449,"['pasta_1614', 'turkish_31']",55,0,199,0
Restaurant Aposto,lieferando,124,4.3,Monbijouplatz 12,14199,Berlin,52.52256,13.39942,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,1339,199,0
Di Sopra,lieferando,5,3.1,Marheinekeplatz 15,14199,Berlin,52.4892582,13.3953724,"['italian-pizza_271', 'pasta_1614', 'desserts_954']",50,0,199,0
Galetterie Café,lieferando,23,3.9,Inselstraße 13,14199,Berlin,52.5115641,13.4131333,"['salads_1456', 'sandwiches_671', 'french_321']",40,983,199,0
Aki Tatsu,lieferando,213,4.3,Torstraße 176,14199,Berlin,52.52854,13.3946,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,1191,199,0
Gokan,lieferando,182,4.3,Leberstraße 9,14199,Berlin,52.4851706,13.361755,"['gluten-free_1556', 'korean_1114']",40,1081,199,0
Maharadscha,lieferando,68,4.8,Fuggerstraße 21,14199,Berlin,52.4987304,13.3450252,"['vegetarian_391', 'indian_71', 'curry_731']",45,1467,199,0
Restaurant Potemkin,lieferando,52,4.2,Viktoria-Luise-Platz 5,14199,Berlin,52.4961528,13.3414806,"['italian_21', 'german_431', 'russian_781']",45,1371,199,0
Cafe Sevo,lieferando,5,4.7,Eisenacher Straße 11-13,14199,Berlin,52.4973867,13.349313,"['falafel_1215', 'salads_1456', 'turkish_31']",40,952,199,0
Trattoria Fellini,lieferando,69,4.3,Crellestraße 46,14199,Berlin,52.4872796,13.3582807,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",45,1284,199,0
Restaurant Shayan,lieferando,25,4.2,Goltzstraße 23,14199,Berlin,52.4944427,13.3541255,['iranian_2324'],40,0,199,0
Saigon Alley,lieferando,95,4.6,Leberstraße 6,14199,Berlin,52.4854435,13.3612251,"['asian_1864', 'curry_731']",40,0,199,0
Café Taubenschlag,lieferando,22,4.5,Leberstraße 1-3,14199,Berlin,52.4855472,13.3617132,"['pasta_1614', 'salads_1456', 'sandwiches_671']",40,1283,199,0
Jugnooo,lieferando,6,4.0,Viktoria-Luise-Platz 5,14199,Berlin,52.4961528,13.3414806,"['vegetarian_391', 'indian_71', 'falafel_1215']",45,0,199,0
Indisches Restaurant Mela,lieferando,315,4.5,Crellestraße 46,14199,Berlin,52.4872596,13.3583119,"['indian_71', 'falafel_1215', 'fish_421']",45,1325,199,0
CouCou Café & Deli,lieferando,27,4.1,Reinhardtstr. 37,14199,Berlin,52.5225168,13.3802741,"['vegetarian_391', 'salads_1456', 'gluten-free_1556']",40,650,199,0
Viettonic2,lieferando,73,4.5,Kottbusser Straße 19 links,14199,Berlin,52.4974418,13.4195128,"['sushi_51', 'falafel_1215', 'vietnamese_261']",40,0,199,0
Mamas Banh Schöneberg,lieferando,132,4.3,Grunewaldstraße 81,14199,Berlin,52.4897651,13.354391,"['asian_1864', 'vietnamese_261']",40,965,199,0
Kiraku,lieferando,23,4.5,Litfaßplatz 1,14199,Berlin,52.5219449,13.4036132,"['sushi_51', 'japanese_551']",45,0,199,0
Butterbrot,lieferando,36,4.2,Oranienstraße 168,14199,Berlin,52.5017144,13.4174003,"['pasta_1614', 'salads_1456', 'breakfast_361']",50,1116,199,0
Ristorante DaVinci,lieferando,88,3.6,Georgenstraße 192,14199,Berlin,52.5201661,13.391311,"['italian-pizza_271', 'italian_21', 'pasta_1614']",40,1207,199,0
Sala7,lieferando,81,4.1,Grimmstraße 7,14199,Berlin,52.4938972,13.4136821,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",50,1057,199,0
Cơm Á,lieferando,367,4.4,Oranienstraße 191,14199,Berlin,52.50025,13.4223001,"['sushi_51', 'vegetarian_391', 'asian_1864']",45,1766,199,0
Maharaja,lieferando,267,4.1,Goltzstraße 20,14199,Berlin,52.4939386,13.3540524,"['vegetarian_391', 'indian_71', 'curry_731']",45,1045,199,0
Manju,lieferando,0,0.0,Wilmersdorfer Straße 46,14199,Berlin,52.509249,13.304609,"['indian_71', 'asian_1864', 'chicken_231']",30,933,299,1000
Ben & Jerry's und Magnum,lieferando,51,3.2,Winterfeldtstraße 6,14199,Berlin,52.4961991,13.3604462,"['desserts_954', 'snacks_201', 'ice-cream_1194']",45,1302,199,0
One And Only,lieferando,118,4.2,Goltzstraße 35,14199,Berlin,52.4939376,13.3535379,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,922,199,0
Restaurant Rani,lieferando,57,4.2,Goltzstraße 32,14199,Berlin,52.4945096,13.3537009,"['vegetarian_391', 'indian_71', 'falafel_1215']",40,885,199,0
KOMAGENE CHEE KÖFTE,lieferando,15,4.6,Kolonnenstraße 66,14199,Berlin,52.4866161,13.3584148,"['falafel_1215', 'turkish_31', 'falafel_1256']",45,1687,199,0
Basmah,lieferando,107,4.5,Reichenberger Straße 26,14199,Berlin,52.49802,13.42111,"['vegetarian_391', 'falafel_1215', 'falafel_1256']",55,633,199,0
Lasan Restaurant,lieferando,12,4.0,Adalbertstraße 96,14199,Berlin,52.5001055,13.4178492,"['vegetarian_391', 'falafel_1215', 'chicken_521']",50,0,199,0
Vegan Living Quy Nguyen,lieferando,15,4.3,Oranienburger Straße 7,14199,Berlin,52.5237438,13.4004558,"['vegetarian_391', 'falafel_1215', 'asian_1864']",45,0,199,0
Safran Oranienstraße,lieferando,32,3.9,Oranienstraße 172,14199,Berlin,52.5014585,13.41811,"['vegetarian_391', 'seafood_1476', 'iranian_2324']",50,1379,199,0
Tiger Club,lieferando,261,4.9,Deitmerstrasse 13,14199,Berlin,52.4596176,13.3244247,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",35,1124,299,1000
Efsane Grillhaus,lieferando,147,4.4,Kolonnenstraße 1,14199,Berlin,52.4864476,13.3578564,"['falafel_1215', 'turkish_31', '100-halal_921']",45,833,199,0
La Santa Lucha,lieferando,11,3.2,Holzmarktstraße 10,14199,Berlin,52.5142564,13.4210671,"['vegetarian_391', 'mexican_221', 'poke-bowl_2318']",50,0,0,0
Cafe Mutter,lieferando,187,4.1,Hohenstaufenstraße 4,14199,Berlin,52.494985,13.3525307,"['italian-pizza_271', 'asian_1864', 'thai_61']",40,1517,199,0
Starbucks,lieferando,35,4.5,Neue Promenade 3,14199,Berlin,52.52329,13.40217,"['cafe_2134', 'cake_251', 'drinks-and-snacks_661']",45,599,0,0
Orient Falafel,lieferando,35,4.5,Graefestr. 65 A,14199,Berlin,52.4911331,13.4166852,"['burgers_541', 'falafel_1256', 'arab_1246']",50,954,199,0
Baltas Coffee Shop,lieferando,8,3.8,Goltzstraße 17,14199,Berlin,52.4934437,13.3539298,"['salads_1456', 'sandwiches_671', 'cake_251']",40,0,199,0
TATAS,lieferando,75,4.8,Maybachufer 11,14199,Berlin,52.4946898,13.4238604,"['falafel_1215', 'desserts_954', 'ice-cream_1194']",55,683,199,0
Bep Thoc - Vietnamese Sandwiches and More,lieferando,20,4.4,Kottbusser Damm 1,14199,Berlin,52.4953595,13.4200989,"['vegetarian_391', 'sandwiches_671', 'vietnamese_261']",50,700,199,0
Schüsseldienst,lieferando,130,4.5,Akazienstraße 7,14199,Berlin,52.487469,13.3549866,"['vegetarian_391', 'salads_1456', 'french_321']",45,1220,199,0
Kebapzade Restaurant Berlin,lieferando,35,3.5,Maaßenstr. 9,14199,Berlin,52.4977904,13.3547069,"['vegetarian_391', 'salads_1456', 'turkish_31']",40,1584,199,0
PHO - Noodlebar,lieferando,594,4.1,Adalbertstraße 9,14199,Berlin,52.5007692,13.4190997,"['asian_1864', 'vietnamese_261', 'soup_1406']",55,892,199,0
Lee - Original Vietnamese Kitchen,lieferando,18,4.5,Große Hamburger Straße 21,14199,Berlin,52.524181,13.3992844,"['sushi_51', 'asian_1864', 'vietnamese_261']",45,0,199,0
Mawal Restaurant,lieferando,58,3.8,Oranienstraße 30,14199,Berlin,52.5015025,13.4190701,"['arab_1246', 'lebanese_491', 'syrian_2438']",50,815,199,0
Gasthaus Figl,lieferando,223,4.3,Urbanstraße 47,14199,Berlin,52.4904009,13.4175136,"['italian-pizza_271', 'salads_1456', 'bio_621']",50,1436,199,0
Aki Tatsu Sushi & More,lieferando,47,4.1,Adalbertstraße 90,14199,Berlin,52.5015631,13.4192157,"['sushi_51', 'asian_1864', 'soup_1406']",50,0,199,0
Choice - Vietnamese Food,lieferando,7,4.7,Akazienstraße 9,14199,Berlin,52.488145,13.3544435,"['vegetarian_391', 'asian_1864', 'vietnamese_261']",40,921,199,0
Chickpeas,lieferando,36,4.4,Oranienstraße 19,14199,Berlin,52.5005741,13.4225198,"['vegetarian_391', 'falafel_1215', 'falafel_1256']",50,923,199,0
Kiezburger,lieferando,180,4.0,Oranienstraße 178,14199,Berlin,52.5010649,13.4196334,"['burgers_541', 'fries_1734', 'beef_1426']",50,809,199,0
goodies Berlin,lieferando,97,4.3,Akazienstrasse 28,14199,Berlin,52.4867146,13.3550612,"['vegetarian_391', 'falafel_1215']",40,697,199,0
Restaurant Berliner Hof,lieferando,335,4.5,Hildegardstraße 14,14199,Berlin,52.481978,13.3224419,"['vegetarian_391', 'german_431', 'schnitzel_1654']",40,1370,299,1000
Tangs Kantine,lieferando,206,3.8,Dieffenbachstraße 18,14199,Berlin,52.492468,13.4163305,"['chinese_41', 'falafel_1215', 'asian_1864']",50,1317,199,0
Restaurant Has Mevlana,lieferando,293,3.8,Hauptstraße 148,14199,Berlin,52.4876201,13.3581271,"['doener_821', 'turkish_31', 'fries_1734']",40,790,199,0
Eat Culture,lieferando,46,4.5,Dircksenstraße 2,14199,Berlin,52.5165549,13.4168142,"['vegetarian_391', 'mexican_221', 'falafel_1215']",45,831,199,0
Olivio Pizza Pasta Bar,lieferando,463,4.7,Schönleinstraße 29,14199,Berlin,52.4919848,13.4212593,"['italian-pizza_271', 'italian_21', 'pasta_1614']",50,776,199,0
Coffee & Bagel House,lieferando,5,4.6,Belziger Straße 21,14199,Berlin,52.4869837,13.3543785,"['pasta_1614', 'falafel_1215', 'salads_1456']",35,0,199,0
Stadtgarten Steglitz,lieferando,60,4.8,Hubertusstraße 14,14199,Berlin,52.4604189,13.3250492,"['falafel_1215', 'salads_1456']",35,847,299,1000
W-Der Imbiss 2,lieferando,7,4.4,Fuggerstraße 20,14199,Berlin,52.4991553,13.3448925,"['indian_71', 'falafel_1215', 'wrap_1416']",40,0,199,0
Mercan,lieferando,67,4.8,Wiener Straße 10,14199,Berlin,52.4985422,13.4278199,"['vegetarian_391', 'turkish_31']",45,0,199,0
AMRIT - Berlin Kreuzberg,lieferando,531,4.6,Oranienstrasse 202,14199,Berlin,52.499763,13.4243623,"['indian_71', 'falafel_1215', 'curry_731']",50,1071,199,0
Restaurant Zitrone,lieferando,156,4.0,Dieffenbachstraße 56,14199,Berlin,52.4926354,13.4169872,"['german_431', 'german_441']",50,1213,199,0
Mogg,lieferando,39,4.3,Auguststraße 11-13,14199,Berlin,52.52649,13.39444,"['american_381', 'salads_1456', 'sandwiches_671']",40,1425,199,0
