restaurant_name,platform,reviews,avg_review_score,street,zip_code,city,latitude,longitude,type_of_cuisine,avg_delivery_time,pricyness,delivery_fee,minimum_order_value
Funa Sushi Zehlendorf,lieferando,94,4.7,Brümmerstraße 40,14199,Berlin,52.4532141,13.2864961,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",40,0,0,990
Bowlicious,lieferando,64,4.1,Meerscheidtstr. 4,14199,Berlin,52.5092104,13.2801693,"['vegetarian_391', 'japanese_551', 'asian_1864']",45,0,0,1500
SL Pizza Felice,lieferando,69,3.8,Leipziger Straße 58,14199,Berlin,52.51133,13.39702,"['italian-pizza_271', 'pasta_1614', 'falafel_1215']",25,0,150,3500
Nampan Restaurant,lieferando,205,4.5,Oranienburger Straße 66,14199,Berlin,52.5250277,13.3916776,"['sushi_51', 'japanese_551', 'vietnamese_261']",40,0,290,7500
Miu Sushi,lieferando,2107,4.8,Eisenacher Straße 80,14199,Berlin,52.4889816,13.3499362,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",50,1144,0,2000
Sushi Yana,lieferando,2582,4.3,Lietzenburger Straße 29,14199,Berlin,52.4989812,13.335613,"['sushi_51', 'japanese_551', 'asian_1864']",30,972,0,1500
AsiaLand,lieferando,0,0.0,Augsburger Straße 29,14199,Berlin,52.5013194,13.3344323,"['sushi_51', 'japanese_551', 'asian_1864']",50,0,0,3000
fastVegan by Levo & Lori,lieferando,150,3.9,Martin-Luther-Straße 41,14199,Berlin,52.4936537,13.3458766,"['italian-pizza_271', 'vegetarian_391', 'pasta_1614']",40,0,500,1000
Apna Virsa,lieferando,86,4.4,Gustav-Müller-Straße 1,14199,Berlin,52.485443,13.3622971,"['indian_71', 'chicken_231', 'soup_1406']",40,0,200,2000
Hamdibaba,lieferando,3,5.0,Hauptstraße 159,14199,Berlin,52.4898136,13.3602157,"['italian-pizza_271', 'falafel_1215', 'doener_821']",35,0,0,2500
Pizza Luna,lieferando,5360,4.3,Martin-Luther-Str. 21,14199,Berlin,52.4975441,13.3464952,"['italian-pizza_271', 'italian_21', 'snacks_201']",40,1139,300,3000
Gambino Lieferservice,lieferando,6220,4.4,Bundesallee 186-187 Hs.nr.,14199,Berlin,52.489016,13.3314211,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,1504,100,1690
Crispy's Chicken,lieferando,611,4.0,Hauptstraße 149,14199,Berlin,52.487888,13.3583794,"['burgers_541', 'american_381', 'chicken_231']",40,0,0,1750
Pizza Carino - italienische Küche,lieferando,86,4.9,Hohenzollerndamm 11,14199,Berlin,52.4949639,13.3260311,"['italian-pizza_271', 'italian_21', 'pasta_1614']",30,0,0,3000
Sushi Nami Schöneberg,lieferando,370,4.4,Grunewaldstraße 39,14199,Berlin,52.4893693,13.3446888,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",30,0,0,890
OToTO,lieferando,693,4.2,Grunewaldstraße 39,14199,Berlin,52.4893693,13.3446888,"['sushi_51', 'asian_1864', 'poke-bowl_2318']",30,0,0,890
Kebab House,lieferando,139,2.8,Bülowstraße 1-3,14199,Berlin,52.4989241,13.3553525,"['doener_821', 'turkish_31', 'falafel_1256']",40,703,0,1000
Pizzeria Tarantella,lieferando,1641,3.9,Grunewaldstraße 35,14199,Berlin,52.4893357,13.3463268,"['italian-pizza_271', 'pasta_1614', 'falafel_1215']",35,1111,200,2000
Ohanami Sushi & More,lieferando,3777,4.6,Martin-Luther-Straße 47,14199,Berlin,52.4927526,13.3456038,"['sushi_51', 'asian_1864', 'vietnamese_261']",30,1113,0,2990
Bahar Restaurant,lieferando,46,3.8,Hauptstraße 112,14199,Berlin,52.4815016,13.3482676,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,0,150,1400
Dildaar Indische Spezialitäten,lieferando,6548,4.3,Landsberger Allee 171,14199,Berlin,52.5318293,13.469589,"['indian_71', 'curry_731', 'lunch_351']",40,1168,0,2200
Lon Men,lieferando,18892,4.1,Bamberger Straße 30,14199,Berlin,52.4884322,13.3365507,"['chinese_41', 'falafel_1215', 'asian_1864']",30,911,0,1500
Shawarma One,lieferando,1247,4.2,Hauptstraße 113-115,14199,Berlin,52.4818212,13.3491987,"['burgers_541', 'vegetarian_391', 'lebanese_491']",40,833,50,1500
Taj Mahal Haus 3,lieferando,1042,4.5,Hauptstraße 54,14199,Berlin,52.4812756,13.3472078,"['italian-pizza_271', 'indian_71', 'curry_731']",40,0,0,1500
Tasty Burger Brothers,lieferando,362,4.3,Bamberger Straße 7,14199,Berlin,52.496171,13.3370072,"['burgers_541', 'drinks-and-snacks_661']",30,0,0,1500
Sushi TB Alaska,lieferando,27,4.1,Schmiljanstraße 4,14199,Berlin,52.4705927,13.3294952,"['sushi_51', 'chinese_41', 'soup_1406']",40,0,0,1500
Mille Gusti,lieferando,1145,4.8,Brandenburgische Str. 78,14199,Berlin,52.4877756,13.3179478,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",30,0,150,1500
Burger City,lieferando,445,4.4,Lietzenburger Straße 77,14199,Berlin,52.499729,13.3243961,"['burgers_541', 'vegetarian_391', '100-halal_921']",30,0,0,1190
bundesburger,lieferando,1229,4.0,Bundesallee 199,14199,Berlin,52.49257,13.33137,"['burgers_541', 'fries_1734', 'snacks_201']",30,0,100,1200
Pizza & Burger Bulls,lieferando,1051,3.9,Hohenstaufenstraße 40,14199,Berlin,52.49431,13.33926,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",40,1034,0,1200
Papa Grill - Libanesischer Holzkohlegrill,lieferando,424,4.4,Feurigstraße 39,14199,Berlin,52.4815079,13.3499389,"['burgers_541', '100-halal_921', 'arab_1246']",60,1385,0,1500
027 ~ Not Your Ordinary Kebab,lieferando,418,4.3,Kantstraße 143,14199,Berlin,52.5057239,13.3205023,"['doener_821', '100-halal_921', 'poke-bowl_2318']",50,1670,200,1600
Ayu Sushi,lieferando,932,5.0,Bornstraße 7,14199,Berlin,52.4657334,13.3252849,"['sushi_51', 'japanese_551', 'asian_1864']",40,0,0,990
SL West Burger Grill,lieferando,506,4.4,Uhlandstraße 137,14199,Berlin,52.4934475,13.3239325,"['burgers_541', 'falafel_1215', 'spare-ribs_121']",40,1440,300,4500
Sushi - T. Phu,lieferando,7689,4.8,Berliner Str. 5,14199,Berlin,52.4879285,13.3339462,"['sushi_51', 'japanese_551']",30,1236,0,2000
Getränke Bärlin,lieferando,30,5.0,Hohenzollerndamm 197,14199,Berlin,52.493582,13.3242397,"['drinks-and-snacks_661', 'ice-cream_1194']",20,0,0,2500
Com Dai Dung - Japanische Spezialitäten,lieferando,1144,3.8,Grunewaldstr. 54,14199,Berlin,52.4881688,13.3377084,"['sushi_51', 'thai_61', 'vietnamese_261']",45,986,0,1200
Bobsek Burger,lieferando,5786,4.9,Berliner Straße 30,14199,Berlin,52.486684,13.3234169,"['burgers_541', 'american_381', 'snacks_201']",30,919,100,1490
Keyfi Sefa by The Meat,lieferando,5,4.7,Altonaer Straße 20,14199,Berlin,52.5185412,13.3414995,"['sushi_51', 'vegetarian_391', 'falafel_1215']",40,0,290,2900
1ASUSHI OHSAKE,lieferando,1636,5.0,Uhlandstr. 145,14199,Berlin,52.4959251,13.3243326,"['sushi_51', 'japanese_551', 'poke-bowl_2318']",30,1192,0,3000
Burger Now,lieferando,1708,4.5,Fasanenstraße 14,14199,Berlin,52.5046373,13.3274203,"['burgers_541', 'falafel_1215', 'wrap_1416']",30,686,0,1690
Chainone,lieferando,82,4.2,Gotzkowskystraße 24,14199,Berlin,52.5244728,13.330153,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,0,250,3990
Kazoku Berlin,lieferando,2166,4.8,Wegenerstraße 6,14199,Berlin,52.4894844,13.3169015,"['sushi_51', 'japanese_551', 'asian_1864']",40,979,0,1500
Golden Cut Burger & Vegan,lieferando,224,3.7,Cuxhavener Straße 12,14199,Berlin,52.518285,13.3377447,"['burgers_541', 'american_381', 'falafel_1215']",90,0,190,1990
Mamma Mia,lieferando,3304,3.7,Sprengelstraße 42,14199,Berlin,52.5421856,13.3577109,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",25,898,300,1500
At Omar's,lieferando,2606,4.9,Uhlandstr. 142,14199,Berlin,52.4949189,13.3242146,"['falafel_1215', 'falafel_1256', 'syrian_2438']",40,962,150,1200
Fancy Burger meets Vegan,lieferando,2219,4.5,Wilmersdorfer Straße 133,14199,Berlin,52.5108669,13.3058606,"['burgers_541', 'american_381', 'falafel_1215']",40,1000,190,1990
Fusion 137,lieferando,175,4.5,Uhlandstraße 106a,14199,Berlin,52.48805,13.32294,"['italian-pizza_271', 'burgers_541', 'falafel_1215']",30,0,300,6000
Café Kardamom,lieferando,37,4.4,Badensche Straße 55,14199,Berlin,52.4854547,13.3401893,"['italian-pizza_271', 'salads_1456', 'sandwiches_671']",40,0,0,1600
Sunny Burrito,lieferando,82,4.7,Berliner Straße 141,14199,Berlin,52.4863367,13.3241868,"['mexican_221', 'american_381', 'falafel_1215']",30,0,0,1200
Stay Healthy,lieferando,120,4.9,Berliner Straße 136,14199,Berlin,52.4862741,13.3231045,"['falafel_1215', 'sandwiches_671', 'poke-bowl_2318']",40,0,0,1000
Taj India Haus,lieferando,1214,4.5,Stuttgarter Platz 16,14199,Berlin,52.505275,13.3010598,"['italian-pizza_271', 'vegetarian_391', 'indian_71']",50,0,0,1200
Spice India,lieferando,1389,4.4,Uhlandstraße 161,14199,Berlin,52.4992243,13.3251089,"['vegetarian_391', 'indian_71', 'asian_1864']",40,1544,0,2500
Saiko Sushi,lieferando,1381,4.8,Klingsorstraße 19,14199,Berlin,52.45139,13.32995,"['sushi_51', 'japanese_551', 'asian_1864']",30,0,0,990
Sushi EM,lieferando,3202,4.3,Emser Straße 25,14199,Berlin-Wilmersdorf,52.4972417,13.3204219,"['sushi_51', 'japanese_551', 'poke-bowl_2318']",50,1172,0,1500
Bao An,lieferando,2312,4.1,Berliner Straße 17,14199,Berlin,52.48715,13.32801,"['sushi_51', 'vegetarian_391', 'vietnamese_261']",30,1046,0,1700
Safran Berlin,lieferando,15501,4.4,Brüsseler Straße 17,14199,Berlin,52.5467301,13.3492476,['indian_71'],50,1368,0,2500
"86 Burger ""Beef & Vegan Grill""",lieferando,705,3.1,Prinzregentenstraße 95,14199,Berlin,52.49212,13.33339,"['burgers_541', 'falafel_1215', 'drinks-and-snacks_661']",55,979,190,1990
Atlantik Fischrestaurant,lieferando,248,4.4,Martin-Luther-Straße 134,14199,Berlin,52.47934,13.34458,"['turkish_31', 'seafood_1476', 'fish_421']",50,1899,0,3000
Sagar,lieferando,3168,4.5,Prinzregentenstr. 53,14199,Berlin,52.4788776,13.3330163,"['indian_71', 'falafel_1215', 'curry_731']",40,1019,0,2000
Berlin Cigköfte Vegan,lieferando,703,4.3,Herrfurthstrasse 32,14199,Berlin,52.4773189,13.4252372,['falafel_1215'],40,1390,100,5500
Yogi Indischer Lieferservice,lieferando,2036,4.7,Kamenzer Damm 31,14199,Berlin,52.4342997,13.3582528,"['indian_71', 'falafel_1215', 'curry_731']",30,1057,0,3290
Bellami Burger,lieferando,1233,4.4,Rheinstraße 43,14199,Berlin,52.4657605,13.329635,"['burgers_541', 'salads_1456', 'snacks_201']",40,0,0,1990
Da Giorgio,lieferando,4074,4.2,Uhlandstr. 153,14199,Berlin,52.4977,13.3246917,"['italian-pizza_271', 'burgers_541', 'steak_401']",40,1059,100,1500
ALCATRAZ,lieferando,337,4.7,Bundesplatz 6,14199,Berlin,52.47905,13.32822,"['vegetarian_391', 'mexican_221', 'falafel_1215']",40,1281,199,1000
doppelt Käse,lieferando,185,4.6,Laubacher Straße 11,14199,Berlin,52.4707069,13.3202819,"['burgers_541', 'american_381', 'falafel_1215']",40,0,100,1500
Falafel Baba,lieferando,190,4.2,Schloßstraße 106,14199,Berlin,52.4603158,13.3244678,"['100-halal_921', 'falafel_1256', 'arab_1246']",20,1038,0,3500
NYC Beef & Vegan Club,lieferando,371,3.9,Goethestraße 79,14199,Berlin,52.5087213,13.3209195,"['burgers_541', 'american_381', 'falafel_1215']",30,0,190,1990
Saigonese Kitchen Berlin,lieferando,541,3.9,Güntzelstrasse 24,14199,Berlin,52.4916074,13.3241889,"['vegetarian_391', 'falafel_1215', 'asian_1864']",30,917,0,2000
"86 Burger ""Beef & Vegan Grill""",lieferando,950,4.5,Alt-Moabit 37,14199,Berlin,52.52481,13.33384,"['burgers_541', 'american_381', 'falafel_1215']",30,970,190,1990
Pizzeria Piccolo Taormina,lieferando,1174,4.4,Uhlandstr. 29,14199,Berlin,52.50132,13.32439,"['italian-pizza_271', 'steak_401', 'seafood_1476']",40,1251,200,1200
Machiavelli am Roseneck,lieferando,439,4.1,Clayallee 1,14199,Berlin,52.4748053,13.2781437,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",40,1439,200,2000
Manhattan Burger,lieferando,2211,4.7,Schloßstraße 39,14199,Berlin,52.5130245,13.2973661,"['burgers_541', 'american_381', 'falafel_1215']",40,958,0,1500
Nori Sushi,lieferando,1847,4.7,Trautenaustraße 13,14199,Berlin,52.49144,13.32717,"['sushi_51', 'chinese_41', 'asian_1864']",30,945,0,1500
AssaTir Libanesische Küche,lieferando,3593,4.5,Uhlandstr. 83-84,14199,Berlin,52.4894093,13.3225828,"['falafel_1256', 'arab_1246', 'lebanese_491']",30,2271,150,1000
Mai Kudamm,lieferando,34,3.9,Meinekestraße 23,14199,Berlin,52.5019033,13.3293492,"['sushi_51', 'asian_1864']",15,0,0,2000
May Asia,lieferando,190,4.7,Lietzenburger Str. 77,14199,Berlin,52.499729,13.3243961,"['asian_1864', 'vietnamese_261']",30,1050,150,2000
RASAS Indian Restaurant,lieferando,355,4.4,Bayernallee 42-42A,14199,Berlin,52.5121506,13.2642691,"['indian_71', 'fish_421', 'chicken_521']",30,0,0,3000
Sushi Paris,lieferando,3316,4.7,Pariser Str. 44,14199,Berlin,52.49778,13.31968,['sushi_51'],30,1190,0,3000
Burrito Company,lieferando,4290,4.0,Kantstraße 51,14199,Berlin,52.5067705,13.3096112,"['vegetarian_391', 'mexican_221', 'falafel_1215']",40,879,100,1200
Call a Pizza,lieferando,2251,3.6,Hohenzollerndamm 7,14199,Berlin,52.49552,13.32767,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",75,1313,0,1400
Any Sushi,lieferando,1295,4.5,Hubertusstraße 3,14199,Berlin,52.4600345,13.3251933,"['sushi_51', 'asian_1864', 'desserts_954']",50,1077,0,1500
Dawat Indische Spezialitäten,lieferando,5027,3.9,Celsiusstr. 56,14199,Berlin,52.412163,13.3125831,"['indian_71', 'curry_731', 'lunch_351']",40,1168,0,2200
Asia Light,lieferando,2077,4.6,Ladenbergstr. 4,14199,Berlin,52.4462807,13.2926678,"['sushi_51', 'asian_1864', 'vietnamese_261']",40,1232,0,2000
Rohhäppchen,lieferando,20,4.7,Westfälische Straße 52,14199,Berlin,52.4964077,13.2927926,"['sushi_51', 'falafel_1215', 'asian_1864']",45,0,0,2490
Wie zuhause in Italien,lieferando,249,4.6,Brandenburgische Straße 43,14199,Berlin,52.4966426,13.3076681,"['italian-pizza_271', 'italian_21', 'pasta_1614']",30,0,100,1000
India Palace I,lieferando,4344,4.4,Hedwigstraße 5,14199,Berlin-Friedenau,52.471464,13.3382338,"['indian_71', 'falafel_1215', 'chicken_521']",40,1327,0,1500
Tossakan,lieferando,692,4.7,Kaiserdamm 89,14199,Berlin,52.5095607,13.2814214,"['vegetarian_391', 'asian_1864', 'thai_61']",40,0,0,1800
Restaurant Tulum,lieferando,415,4.4,Am Volkspark 85,14199,Berlin,52.4830652,13.3207044,"['burgers_541', 'vegetarian_391', 'mexican_221']",40,1087,0,1500
Balli Burger,lieferando,1486,4.4,Schmiljanstraße 17,14199,Berlin,52.46939,13.3324,"['burgers_541', 'salads_1456', 'hot-dog_1824']",40,996,150,1790
Fattoush Lebanese Fresh Food,lieferando,2115,4.9,U-Bahnhof Fehrbelliner Platz 00,14199,Berlin,52.490421,13.314223,"['falafel_1215', 'arab_1246', 'lebanese_491']",30,826,0,1500
Burritos & Bowls,lieferando,661,4.2,Rheinstraße 61,14199,Berlin,52.4702631,13.33442,"['mexican_221', 'falafel_1215', 'poke-bowl_2318']",50,985,0,1000
Neki Sushi,lieferando,336,4.8,Gieselerstraße 17,14199,Berlin,52.4912011,13.3180777,"['sushi_51', 'japanese_551']",40,1660,0,2490
Stella Di Mare,lieferando,82,4.1,Kundrystraße 6,14199,Berlin,52.4745809,13.3290007,"['italian-pizza_271', 'pasta_1614']",40,0,100,1000
Manhattan Pizza,lieferando,11783,4.3,Albrechtstr. 114,14199,Berlin,52.454723,13.327343,"['italian-pizza_271', 'italian_21', 'snacks_201']",60,1412,0,700
Sushi Yoshi,lieferando,214,4.6,Westfälische Straße 46,14199,Berlin,52.4968632,13.2925316,"['sushi_51', 'japanese_551', 'asian_1864']",30,0,0,800
Burgerzimmer,lieferando,2174,4.0,Berliner Straße 8a,14199,Berlin,52.4348125,13.2628302,"['burgers_541', 'vegetarian_391', '100-halal_921']",60,974,0,1400
La Luna,lieferando,7305,4.7,Rheinstr. 47,14199,Berlin,52.4669100,13.3306725,"['italian-pizza_271', 'italian_21', 'steak_401']",40,839,0,1500
008 Look & Feel Grill chinesische Spezialitäten,lieferando,2269,4.7,Lefevrestrasse 1,14199,Berlin,52.4664321,13.327696,"['chinese_41', 'asian_1864', 'lunch_351']",30,1377,0,1300
Fame-Burger-Burritos-Bowls,lieferando,4721,4.0,Rheinstraße 61,14199,Berlin,52.4702631,13.33442,"['burgers_541', 'mexican_221', 'poke-bowl_2318']",40,753,0,1200
Sake Sushi Bar,lieferando,3312,4.7,Schlüter Str. 33,14199,Berlin,52.5039400,13.3165800,"['sushi_51', 'asian_1864', 'soup_1406']",40,1440,100,3000
West Burger,lieferando,1159,4.3,Uhlandstraße 104-105,14199,Berlin,52.4869588,13.3228903,"['burgers_541', 'american_381', 'snacks_201']",50,665,150,1000
Thaifood & Sushi Bar,lieferando,7942,4.4,Albrechtstr. 112,14199,Berlin,52.4546838,13.3278993,"['sushi_51', 'indian_71', 'thai_61']",40,744,0,1500
Restaurant DuftReis,lieferando,961,4.6,Joachim-Friedrich-Straße 32,14199,Berlin,52.5008221,13.2963206,"['sushi_51', 'chinese_41', 'vietnamese_261']",40,0,0,1500
Lino Pizza,lieferando,2657,3.8,Rheinstr. 32-33,14199,Berlin,52.46666,13.32977,"['italian-pizza_271', 'italian_21']",50,1224,0,2000
Pizza e Pasta am Rüdesheimer Platz,lieferando,2985,4.2,Rüdesheimer Str. 9,14199,Berlin,52.4725888,13.3148251,"['italian-pizza_271', 'italian_21', 'pasta_1614']",30,882,0,1000
Nikko Sushi,lieferando,2590,4.8,Laubacher Str. 11,14199,Berlin,52.4707069,13.3202819,"['sushi_51', 'japanese_551']",30,1163,0,1500
"Burger Crew ""Homemade Beef Grill""",lieferando,4449,4.5,Krumme Straße 52,14199,Berlin,52.5062051,13.3093579,"['burgers_541', 'american_381', 'falafel_1215']",30,937,190,1990
Star of India Lieferservice,lieferando,2305,4.3,Glasower Straße 52,14199,Berlin,52.4644024,13.4378733,"['chinese_41', 'indian_71', 'chicken_521']",50,1358,0,1700
Restaurant Tugra,lieferando,222,4.8,Kurfürstendamm 96,14199,Berlin,52.4987274,13.2985326,"['salads_1456', 'turkish_31', 'arab_1246']",40,1629,0,3000
Sushiforlife,lieferando,48,4.7,Bismarckstraße 69,14199,Berlin,52.5106435,13.2984978,"['sushi_51', 'asian_1864', 'soup_1406']",30,0,120,3300
Pizza Baron,lieferando,1382,4.4,Fahrenheitstraße 28,14199,Berlin,52.4133,13.31393,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",50,835,200,1700
Burger Company,lieferando,118,3.7,Ludwigkirchstraße 1,14199,Berlin,52.4983548,13.3262215,"['burgers_541', 'falafel_1215', 'wrap_1416']",55,0,0,1200
Pizza Tino Lieferservice,lieferando,544,4.7,Bottroper Weg 14,14199,Berlin,52.5769562,13.2790206,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,962,500,3000
Domino's Pizza,lieferando,1222,4.1,Uhlandstraße 87,14199,Berlin,52.4886243,13.322352,"['italian-pizza_271', 'american-pizza_281', 'snacks_201']",30,1002,0,790
Ristorante Luardi,lieferando,1999,4.5,Kantstraße 60,14199,Berlin,52.5069119,13.3049117,"['italian-pizza_271', 'pasta_1614', 'steak_401']",30,1330,200,1500
Amma,lieferando,1139,4.3,Brandenburgische Straße 22,14199,Berlin,52.4959906,13.3086033,"['indian_71', 'falafel_1215', 'chicken_521']",30,1509,0,1200
Sushizimmer,lieferando,67,4.1,Kantstraße 62,14199,Berlin,52.5071691,13.3044105,"['sushi_51', 'chinese_41', 'asian_1864']",30,0,0,1000
Roti Indisch & Internationale Küche,lieferando,1865,4.5,Ziegelhof 10,14199,Berlin,52.5289781,13.1986118,"['indian_71', 'curry_731', 'soup_1406']",40,1292,150,3000
Barolo,lieferando,3019,4.3,Rheinstr. 62,14199,Berlin,52.4705068,13.3345441,"['italian-pizza_271', 'italian_21', 'steak_401']",40,1016,100,3000
Pakhlay,lieferando,105,4.7,Kaiserdamm 33,14199,Berlin,52.5100325,13.2780341,"['indian_71', 'salads_1456', 'curry_731']",40,0,0,1500
Pizza Bro Berlin,lieferando,125,4.2,Kantstraße 68,14199,Berlin,52.5069926,13.3019062,"['italian-pizza_271', 'pasta_1614', '100-halal_921']",30,0,0,2200
Achilles Taverna,lieferando,227,5.0,Südwestkorso 15,14199,Berlin,52.4733811,13.3212434,"['greek_91', 'gyros_1356', 'fish_421']",35,0,0,3000
China-Pfanne,lieferando,8559,4.3,Wilmersdorfer Straße 107a,14199,Berlin,52.5048807,13.3074666,"['chinese_41', 'asian_1864', 'thai_61']",40,780,0,1500
La Dolce Vita 2,lieferando,39,4.2,Steglitzer Damm 5A,14199,Berlin,52.4514686,13.3364369,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",30,0,0,2000
Balli Döner,lieferando,603,4.4,Rheinstraße 19,14199,Berlin,52.4688954,13.3321003,"['doener_821', 'turkish_31', '100-halal_921']",40,850,100,1500
Call a Pizza,lieferando,1028,3.8,Cranachstraße 54,14199,Berlin,52.4674746,13.3424703,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,1315,0,800
Indisches Restaurant Chirag,lieferando,964,4.5,Unter den Eichen 42-43,14199,Berlin,52.4495443,13.3027598,"['indian_71', 'falafel_1215', 'chicken_521']",40,1262,0,2300
Hikari sushi,lieferando,132,4.7,Düppelstraße 34,14199,Berlin,52.4580919,13.3242702,"['sushi_51', 'chinese_41', 'asian_1864']",30,1000,0,2000
Bollywood,lieferando,810,4.3,Havemannstraße 24,14199,Berlin,52.5677732,13.5722306,"['indian_71', 'curry_731', 'seafood_1476']",60,1164,0,1700
Viet Long Restaurant,lieferando,675,4.9,Hohenzollerndamm 54a,14199,Berlin,52.486964,13.2981046,"['asian_1864', 'thai_61', 'vietnamese_261']",30,883,0,2000
Pizza Max,lieferando,3628,4.5,Westfälische Str. 66,14199,Berlin,52.4952339,13.2982698,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,1114,100,1100
Dana Pani Indische Spezialitäten,lieferando,3928,4.1,Britzer Damm 125,14199,Berlin,52.4515217,13.4384131,"['indian_71', 'curry_731', 'lunch_351']",40,1168,0,2200
2 Friends Burger,lieferando,1588,4.2,Wilmersdorfer Straße 156,14199,Berlin,52.51545,13.30494,"['italian-pizza_271', 'burgers_541', 'falafel_1215']",30,865,0,2490
Peter Pane,lieferando,1129,4.2,Schloßstraße 34-36,14199,Berlin,52.457979,13.3210808,"['burgers_541', 'falafel_1215', 'salads_1456']",60,1185,190,990
Diazo,lieferando,299,4.4,Wundtstraße 72,14199,Berlin,52.5069321,13.2839402,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,0,50,1300
Pizza La Casa,lieferando,253,4.2,Freiheit 35,14199,Berlin,52.529846,13.2289236,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,0,200,3500
Vikings Burger,lieferando,607,4.7,Kurfürstendamm 132a,14199,Berlin,52.4971389,13.2930887,"['italian-pizza_271', 'burgers_541', 'mexican_221']",40,874,0,1400
Grill Lokanta,lieferando,2311,4.6,Kaiserdamm 22,14199,Berlin,52.5105126,13.2840698,"['italian-pizza_271', 'pasta_1614', 'doener_821']",30,839,0,2000
Indian Dream Lieferservice,lieferando,5220,4.5,Hindenburgdamm 57A,14199,Berlin,52.4463232,13.3155582,"['indian_71', 'salads_1456', 'curry_731']",35,1082,100,2500
Shankara,lieferando,207,4.6,Wilhelmstrasse 1,14199,Berlin,52.52858,13.19487,"['indian_71', 'curry_731', 'chicken_521']",40,1409,200,4000
Minh Trang,lieferando,368,4.7,Kantstraße 67,14199,Berlin,52.506966,13.3027027,"['sushi_51', 'asian_1864', 'vietnamese_261']",30,0,0,1950
Kumari Nepalesisches Restaurant,lieferando,72,4.8,Ahrweilerstraße 31,14199,Berlin,52.47316,13.31753,"['indian_71', 'asian_1864', 'dumplings_1814']",50,0,0,2300
La Rose Restaurant,lieferando,165,4.4,Neue Kantstraße 19,14199,Berlin,52.5062585,13.2845797,"['italian-pizza_271', 'pasta_1614', 'german_431']",40,0,100,1200
Raja,lieferando,248,3.8,Marienfelder Allee 220,14199,Berlin,52.40748,13.3573,"['indian_71', 'curry_731', 'soup_1406']",70,1165,0,1700
Asami XꞮ,lieferando,75,4.4,Birkbuschstraße 11,14199,Berlin,52.4512731,13.3210253,"['sushi_51', 'chinese_41', 'thai_61']",30,0,0,3000
Amazing Burger,lieferando,95,3.6,Franklinstraße 10,14199,Berlin,52.519774,13.3286561,"['burgers_541', 'falafel_1215', 'wrap_1416']",65,0,0,1200
Zaka Sushi,lieferando,4408,4.7,Bismarckstr. 32,14199,Berlin,52.45303,13.33822,"['sushi_51', 'japanese_551', 'asian_1864']",20,1076,0,1790
Gyros Grill Villa Christina,lieferando,547,4.6,Feuerbachstraße 34,14199,Berlin,52.4636891,13.3321668,"['italian_21', 'greek_91', 'gyros_1356']",30,922,0,3000
Darbar Indische Spezialitäten,lieferando,760,3.9,Wiclefstraße 42,14199,Berlin,52.5307893,13.3307873,"['indian_71', 'falafel_1215', 'curry_731']",50,1255,0,2200
McDonald's®,lieferando,1409,4.0,Mecklenburgische Straße 65-68,14199,Berlin,52.4773301,13.3078838,"['burgers_541', 'american_381', 'ice-cream_1194']",30,991,0,1500
Restaurant Scheune,lieferando,136,5.0,Eichkampstraße 155,14199,Berlin,52.4889219,13.2612051,"['italian-pizza_271', 'german_431', 'schnitzel_1654']",10,0,200,9000
Exelans,lieferando,1102,3.9,Scharnweberstrasse 25,14199,Berlin,52.5649848,13.3252247,"['italian-pizza_271', 'doener_821', '100-halal_921']",40,990,500,5000
Gujrat Palace Restaurant,lieferando,1025,3.8,Quellweg / rechter Betrieb 23,14199,Berlin,52.5380708,13.2696223,"['indian_71', 'fish_421', 'chicken_521']",50,1103,0,1500
Pizza Fiore,lieferando,519,4.1,Drakestraße 77,14199,Berlin,52.43362,13.30652,"['italian-pizza_271', 'burgers_541', 'pasta_1614']",30,0,100,1700
L.A. Burger & Sushi,lieferando,620,4.5,Uranusweg 1,14199,Berlin,52.5663225,13.317449,"['sushi_51', 'burgers_541', 'vegetarian_391']",35,680,250,3500
Vietnam Restaurant,lieferando,802,4.4,Clayallee 171-177,14199,Berlin,52.4522048,13.2705518,"['sushi_51', 'asian_1864', 'vietnamese_261']",30,1219,0,1490
Asia Sushi Food,lieferando,1601,4.6,Sophie-Charlotten-Str. 25,14199,Berlin,52.5166857,13.2858697,"['sushi_51', 'vegetarian_391', 'asian_1864']",40,892,0,5000
