circle_id,kmradius,Unnamed: 0,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,database,distance_to_circle_center
27,2,1096,Häagen-Dazs Shop,6.0,11.0,10.0,1.99,1026.0,45.0,breakfast/dessert,"Potsdamer Platz 5, 10117.0, Berlin",Potsdamer Platz 5,10117.0,Berlin,"52.510509,13.3761878",52.510509,13.3761878,lieferando,2.071339887686746
27,2,1097,Kebapzade Restaurant Berlin,7.0,35.0,10.0,2.99,1584.0,55.0,vegetarian or vegan,"Maaßenstr. 9, 10117.0, Berlin",Maaßenstr. 9,10117.0,Berlin,"52.4977904,13.3547069",52.4977904,13.3547069,lieferando,0.6761584665601504
27,2,1098,Pasam Baklava,9.6,13.0,10.0,2.99,2357.0,60.0,middle eastern,"Goebenstraße 12a, 10117.0, Berlin",Goebenstraße 12a,10117.0,Berlin,"52.4933302,13.3659291",52.4933302,13.3659291,lieferando,1.5644159614027002
27,2,1100,Fadi Food,7.0,106.0,10.0,2.99,600.0,50.0,vegetarian or vegan,"Potsdamer Str. 117-119, 10117.0, Berlin",Potsdamer Str. 117-119,10117.0,Berlin,"52.49889,13.3628099",52.49889,13.3628099,lieferando,1.049718570523161
27,2,1106,Prometeo,7.0,709.0,10.0,2.99,1099.0,55.0,italian,"Goebenstraße 3, 10117.0, Berlin",Goebenstraße 3,10117.0,Berlin,"52.49392,13.3621168",52.49392,13.3621168,lieferando,1.3317950781589436
27,2,1110,Ben & Jerry's und Magnum,6.4,51.0,10.0,2.99,1302.0,55.0,breakfast/dessert,"Winterfeldtstraße 6, 10117.0, Berlin",Winterfeldtstraße 6,10117.0,Berlin,"52.4961991,13.3604462",52.4961991,13.3604462,lieferando,1.0739509373434253
27,2,1120,Nisk,9.0,39.0,10.0,2.99,1029.0,40.0,italian,"Yorckstraße 25, 10117.0, Berlin",Yorckstraße 25,10117.0,Berlin,"52.49239,13.37909",52.49239,13.37909,lieferando,2.3618344299222778
27,2,1126,Refueat Soulfood,8.4,47.0,10.0,2.99,889.0,55.0,middle eastern,"Bautzener Straße 40, 10117.0, Berlin",Bautzener Straße 40,10117.0,Berlin,"52.4921019,13.3712615",52.4921019,13.3712615,lieferando,1.931795918658181
27,2,1127,H2 - Be Veggie,8.2,637.0,10.0,2.99,966.0,45.0,vegetarian or vegan,"Möckernstraße 48, 10117.0, Berlin",Möckernstraße 48,10117.0,Berlin,"52.4930738,13.3793401",52.4930738,13.3793401,lieferando,2.3413753680617506
27,2,1219,B1 Pizza,8.2,378.0,25.0,1.0,0.0,40.0,italian,"Yorckstrasse 22, 10178.0, Berlin",Yorckstrasse 22,10178.0,Berlin,"52.4929106,13.3800294",52.4929106,13.3800294,lieferando,2.3913507816215107
27,2,1845,Golden Cut Burger & Vegan,7.4,224.0,14.9,1.9,0.0,90.0,american,"Cuxhavener Straße 12, 10551.0, Berlin",Cuxhavener Straße 12,10551.0,Berlin,"52.518285,13.3377447",52.518285,13.3377447,lieferando,1.8959894907273598
27,2,1850,Champions Burger,8.4,84.0,12.0,1.0,0.0,40.0,american,"Pestalozzistraße 3, 10551.0, Berlin",Pestalozzistraße 3,10551.0,Berlin,"52.5079058,13.3197047",52.5079058,13.3197047,lieferando,2.0485910850949853
27,2,1851,NYC Beef & Vegan Club,7.4,372.0,14.9,1.9,0.0,30.0,american,"Goethestraße 79, 10551.0, Berlin",Goethestraße 79,10551.0,Berlin,"52.5087213,13.3209195",52.5087213,13.3209195,lieferando,1.9989170098975368
27,2,1856,Rainbowl I,9.0,1242.0,24.9,0.0,1257.0,40.0,asian,"Kurfürstenstraße 114, 10551.0, Berlin",Kurfürstenstraße 114,10551.0,Berlin,"52.5034841,13.3472412",52.5034841,13.3472412,lieferando,0.1356262499020172
27,2,1864,Sake Sushi Bar,9.4,3312.0,20.0,1.0,1440.0,40.0,asian,"Schlüter Str. 33, 10551.0, Berlin",Schlüter Str. 33,10551.0,Berlin,"52.50394,13.31658",52.50394,13.31658,lieferando,2.1786047808550415
27,2,1866,Gambino Lieferservice,8.4,6224.0,21.9,1.0,1504.0,30.0,italian,"Bundesallee 186-187 Hs.nr., 10551.0, Berlin",Bundesallee 186-187 Hs.nr.,10551.0,Berlin,"52.489016,13.3314211",52.489016,13.3314211,lieferando,1.907395704807758
27,2,1868,Mai Kudamm,7.8,34.0,20.0,0.0,0.0,15.0,asian,"Meinekestraße 23, 10551.0, Berlin",Meinekestraße 23,10551.0,Berlin,"52.5019033,13.3293492",52.5019033,13.3293492,lieferando,1.3084865168112287
27,2,1870,Asia Food Sushi,8.0,106.0,12.0,0.0,885.0,40.0,asian,"Genthiner Straße 50, 10551.0, Berlin",Genthiner Straße 50,10551.0,Berlin,"52.50167,13.35808",52.50167,13.35808,lieferando,0.6526719752441359
27,2,1875,Pizza & Burger Bulls,8.0,1056.0,17.0,0.0,1034.0,40.0,italian,"Hohenstaufenstraße 40, 10551.0, Berlin",Hohenstaufenstraße 40,10551.0,Berlin,"52.49431,13.33926",52.49431,13.33926,lieferando,1.117403928468736
27,2,1881,Burger Company,7.4,118.0,12.0,0.0,0.0,55.0,american,"Ludwigkirchstraße 1, 10551.0, Berlin",Ludwigkirchstraße 1,10551.0,Berlin,"52.4983548,13.3262215",52.4983548,13.3262215,lieferando,1.5899585699482461
27,2,1883,Sushi - T. Phu,9.6,7694.0,20.0,2.0,1236.0,30.0,asian,"Berliner Str. 5, 10551.0, Berlin",Berliner Str. 5,10551.0,Berlin,"52.4879285,13.3339462",52.4879285,13.3339462,lieferando,1.9099131638737408
27,2,1884,"86 Burger ""Beef & Vegan Grill""",6.2,705.0,14.9,1.9,979.0,55.0,american,"Prinzregentenstraße 95, 10551.0, Berlin",Prinzregentenstraße 95,10551.0,Berlin,"52.49212,13.33339",52.49212,13.33339,lieferando,1.5558265143374292
27,2,1890,Atlantik Fischladen,8.2,122.0,50.0,0.0,1642.0,60.0,healthy,"Potsdamer Straße 166, 10551.0, Berlin",Potsdamer Straße 166,10551.0,Berlin,"52.495478,13.3608162",52.495478,13.3608162,lieferando,1.1467045664281392
27,2,1899,Spar Express,9.6,21.0,10.0,2.99,1750.0,30.0,bars,"Zoologischer Garten -, 10551.0, Berlin",Zoologischer Garten -,10551.0,Berlin,"52.5073337,13.3323673",52.5073337,13.3323673,lieferando,1.2215972750370985
27,2,1900,Tele Pizza,8.6,1294.0,0.0,0.0,1079.0,30.0,italian,"Keithstraße 18-20, 10551.0, Berlin",Keithstraße 18-20,10551.0,Berlin,"52.50346,13.34623",52.50346,13.34623,lieferando,0.18739960093872696
27,2,1901,Burger City,8.8,447.0,15.0,0.0,0.0,30.0,american,"Lietzenburger Straße 77, 10551.0, Berlin",Lietzenburger Straße 77,10551.0,Berlin,"52.499729,13.3243961",52.499729,13.3243961,lieferando,1.6731045119521217
27,2,1902,Restaurant Weiss,9.6,34.0,10.0,2.99,1292.0,45.0,breakfast/dessert,"Leibnizstraße 31, 10551.0, Berlin",Leibnizstraße 31,10551.0,Berlin,"52.50748,13.31445",52.50748,13.31445,lieferando,2.3811046863498992
27,2,1907,Sushi Paris,9.4,3318.0,20.0,0.0,1190.0,30.0,asian,"Pariser Str. 44, 10551.0, Berlin",Pariser Str. 44,10551.0,Berlin,"52.49778,13.31968",52.49778,13.31968,lieferando,2.034450219470523
27,2,1918,Ribs & more,6.6,141.0,10.0,2.99,1969.0,45.0,american,"Marburger Straße 14, 10551.0, Berlin",Marburger Straße 14,10551.0,Berlin,"52.5024675,13.3368381",52.5024675,13.3368381,lieferando,0.7978506159472765
27,2,1919,Hard Rock Cafe,8.2,258.0,10.0,2.99,1220.0,45.0,american,"Kurfürstendamm 224, 10551.0, Berlin",Kurfürstendamm 224,10551.0,Berlin,"52.503131,13.3295639",52.503131,13.3295639,lieferando,1.2931410929315506
27,2,1920,Espresso House,6.8,48.0,10.0,2.99,895.0,50.0,cafes,"Knesebeckstraße 1-2, 10551.0, Berlin",Knesebeckstraße 1-2,10551.0,Berlin,"52.51065,13.32265",52.51065,13.32265,lieferando,1.976643400437109
27,2,1921,Kaffeehaus Mila,9.0,414.0,10.0,2.99,2269.0,50.0,breakfast/dessert,"Grolmanstraße 40, 10551.0, Berlin",Grolmanstraße 40,10551.0,Berlin,"52.5037053,13.3245248",52.5037053,13.3245248,lieferando,1.6386424176127958
27,2,1922,KFC,6.8,707.0,10.0,2.99,1412.0,45.0,american,"Tauentzienstr 9, 10551.0, Berlin",Tauentzienstr 9,10551.0,Berlin,"52.504083,13.3386575",52.504083,13.3386575,lieferando,0.6945444774150045
27,2,1923,Five Guys,7.6,451.0,10.0,1.99,805.0,50.0,american,"Joachimsthaler Straße 10-12, 10551.0, Berlin",Joachimsthaler Straße 10-12,10551.0,Berlin,"52.5028433,13.3305914",52.5028433,13.3305914,lieferando,1.2222762027550986
27,2,1924,Reva,8.2,15.0,10.0,2.99,0.0,45.0,vegetarian or vegan,"Bayreuther Straße 3, 10551.0, Berlin",Bayreuther Straße 3,10551.0,Berlin,"52.5036738,13.3439492",52.5036738,13.3439492,lieferando,0.3374457471149618
27,2,1925,Häagen-Dazs Shop,6.6,47.0,10.0,2.99,1045.0,45.0,breakfast/dessert,"Kurfürstendamm 224, 10551.0, Berlin",Kurfürstendamm 224,10551.0,Berlin,"52.503131,13.3295639",52.503131,13.3295639,lieferando,1.2931410929315506
27,2,1927,Pizza Como,7.2,12.0,10.0,2.99,861.0,50.0,italian,"Schlüterstr. 24a, 10551.0, Berlin",Schlüterstr. 24a,10551.0,Berlin,"52.5050386,13.3170758",52.5050386,13.3170758,lieferando,2.1570495717943117
27,2,1928,Back 17 - Orientalisches Bistro,6.2,5.0,10.0,2.99,777.0,45.0,american,"Marburgerstraße 17, 10551.0, Berlin",Marburgerstraße 17,10551.0,Berlin,"52.5030707,13.3374964",52.5030707,13.3374964,lieferando,0.754993348107181
27,2,1953,Dimora Ristorante Bar,8.2,112.0,12.5,1.0,0.0,60.0,italian,"Wielandstraße 38, 10553.0, Berlin",Wielandstraße 38,10553.0,Berlin,"52.5040208,13.3157489",52.5040208,13.3157489,lieferando,2.2355319778779217
27,2,1973,McDonald's®,7.0,2342.0,10.0,0.0,1012.0,50.0,american,"Hardenbergplatz 13, 10553.0, Berlin",Hardenbergplatz 13,10553.0,Berlin,"52.507955,13.3334761",52.507955,13.3334761,lieferando,1.1874343678666628
27,2,1975,Marjellchen,8.2,83.0,10.0,2.99,0.0,50.0,vegetarian or vegan,"Mommsenstraße 9, 10553.0, Berlin",Mommsenstraße 9,10553.0,Berlin,"52.5032005,13.3173424",52.5032005,13.3173424,lieferando,2.1227241764270053
27,2,1976,BERLINER KAFFEERÖSTEREI GIEST & COMPAGNON GMBH & CO. KG,9.8,20.0,10.0,2.99,0.0,50.0,breakfast/dessert,"Uhlandstr. 173-174, 10553.0, Berlin",Uhlandstr. 173-174,10553.0,Berlin,"52.5013377,13.325563",52.5013377,13.325563,lieferando,1.5695461639791553
27,2,1977,DALUMA,8.4,118.0,10.0,2.99,822.0,50.0,healthy,"Schlüterstraße 38, 10553.0, Berlin",Schlüterstraße 38,10553.0,Berlin,"52.5020226,13.3165845",52.5020226,13.3165845,lieferando,2.17400032923471
27,2,1980,Indisches Restaurant Calcutta,9.4,19.0,10.0,2.99,1535.0,50.0,indian,"Bleibtreustraße 17, 10553.0, Berlin",Bleibtreustraße 17,10553.0,Berlin,"52.5031823,13.3194442",52.5031823,13.3194442,lieferando,1.9800111810893817
27,2,1991,Black & White Istanbul,8.0,37.0,10.0,2.99,1548.0,50.0,middle eastern,"Uhlandstraße 171/172, 10553.0, Berlin",Uhlandstraße 171/172,10553.0,Berlin,"52.5012436,13.325671",52.5012436,13.325671,lieferando,1.5632061217832889
27,2,1997,Capponcella,8.2,7.0,10.0,2.99,708.0,50.0,italian,"Kurfürstendamm 202, 10553.0, Berlin",Kurfürstendamm 202,10553.0,Berlin,"52.5016349,13.3215227",52.5016349,13.3215227,lieferando,1.84080248499725
27,2,2004,Bier's Kudamm 195,8.2,58.0,10.0,2.99,2500.0,50.0,european,"Kurfürstendamm 195, 10553.0, Berlin",Kurfürstendamm 195,10553.0,Berlin,"52.5011319,13.3184725",52.5011319,13.3184725,lieferando,2.0512833308788307
27,2,2023,Agenor,9.6,269.0,11.5,1.5,988.0,40.0,vegetarian or vegan,"Maaßenstraße 14, 10555.0, Berlin",Maaßenstraße 14,10555.0,Berlin,"52.497331,13.3541896",52.497331,13.3541896,lieferando,0.6973937942067734
27,2,2024,Adellino,9.2,54.0,10.0,0.0,1075.0,25.0,italian,"Ansbacher Straße 8-14, 10555.0, Berlin",Ansbacher Straße 8-14,10555.0,Berlin,"52.50367,13.34239",52.50367,13.34239,lieferando,0.4377781180035263
27,2,2025,AMRIT - Berlin Schöneberg,8.4,777.0,20.0,0.0,1071.0,55.0,vegetarian or vegan,"Winterfeldtstraße 40, 10555.0, Berlin",Winterfeldtstraße 40,10555.0,Berlin,"52.497241,13.3549351",52.497241,13.3549351,lieferando,0.7343432858105339
27,2,2026,Pizza Carino - italienische Küche,9.8,87.0,30.0,0.0,0.0,30.0,italian,"Hohenzollerndamm 11, 10555.0, Berlin",Hohenzollerndamm 11,10555.0,Berlin,"52.4949639,13.3260311",52.4949639,13.3260311,lieferando,1.7507210690591195
27,2,2027,dean & david,8.8,1109.0,20.0,1.5,1268.0,40.0,vegetarian or vegan,"Nürnberger Straße 14/15, 10555.0, Berlin",Nürnberger Straße 14/15,10555.0,Berlin,"52.5026697,13.3384699",52.5026697,13.3384699,lieferando,0.6870040822940267
27,2,2028,Ohanami Sushi & More,9.4,3783.0,24.9,0.0,1113.0,30.0,asian,"Martin-Luther-Straße 47, 10555.0, Berlin",Martin-Luther-Straße 47,10555.0,Berlin,"52.4927526,13.3456038",52.4927526,13.3456038,lieferando,1.1124720758858035
27,2,2031,Shawarma One,8.4,1248.0,35.0,2.0,833.0,40.0,american,"Hauptstraße 113-115, 10555.0, Berlin",Hauptstraße 113-115,10555.0,Berlin,"52.4818212,13.3491987",52.4818212,13.3491987,lieferando,2.3106662385209917
27,2,2033,AssaTir Libanesische Küche,9.0,3594.0,35.0,3.0,2271.0,30.0,middle eastern,"Uhlandstr. 83-84, 10555.0, Berlin",Uhlandstr. 83-84,10555.0,Berlin,"52.4894093,13.3225828",52.4894093,13.3225828,lieferando,2.295164326466361
27,2,2034,Saigonese Kitchen Berlin,8.0,540.0,20.0,2.0,917.0,30.0,vegetarian or vegan,"Güntzelstrasse 24, 10555.0, Berlin",Güntzelstrasse 24,10555.0,Berlin,"52.4916074,13.3241889",52.4916074,13.3241889,lieferando,2.058390662087401
27,2,2040,Trattoria Amici,9.0,1520.0,20.0,1.0,838.0,55.0,italian,"Nachodstr. 6, 10555.0, Berlin",Nachodstr. 6,10555.0,Berlin,"52.4953824,13.3338113",52.4953824,13.3338113,lieferando,1.2840332964538295
27,2,2041,May Asia,9.4,190.0,20.0,1.5,1050.0,30.0,asian,"Lietzenburger Str. 77, 10555.0, Berlin",Lietzenburger Str. 77,10555.0,Berlin,"52.499729,13.3243961",52.499729,13.3243961,lieferando,1.6731045119521217
27,2,2045,Ristorante Centro Sud,9.6,33.0,0.0,0.0,1003.0,35.0,italian,"Bülowstr. 10, 10555.0, Berlin",Bülowstr. 10,10555.0,Berlin,"52.4984679,13.3574834",52.4984679,13.3574834,lieferando,0.7581323891273513
27,2,2048,Shell,9.2,6.0,10.0,2.99,855.0,30.0,bars,"Martin-Luther-Straße 29, 10555.0, Berlin",Martin-Luther-Straße 29,10555.0,Berlin,"52.4963733,13.3465255",52.4963733,13.3465255,lieferando,0.7050070670584587
27,2,2049,Restaurant Feinberg's - Israelische Spezialitäten,8.6,241.0,10.0,2.99,1595.0,45.0,middle eastern,"Fuggerstraße 35, 10555.0, Berlin",Fuggerstraße 35,10555.0,Berlin,"52.4990613,13.3419061",52.4990613,13.3419061,lieferando,0.5994410948397239
27,2,2050,Frida & Diego,8.0,87.0,10.0,2.99,1090.0,35.0,mexican,"Fuggerstraße 28, 10555.0, Berlin",Fuggerstraße 28,10555.0,Berlin,"52.4992328,13.3435719",52.4992328,13.3435719,lieferando,0.5048809402605032
27,2,2052,Piazza Grande,9.0,71.0,10.0,0.0,0.0,30.0,italian,"Prinzregentenstraße 1, 10555.0, Berlin",Prinzregentenstraße 1,10555.0,Berlin,"52.492801,13.3327031",52.492801,13.3327031,lieferando,1.5324256722272103
27,2,2054,New Montevideo,9.0,106.0,10.0,2.99,964.0,50.0,italian,"Viktoria-Luise-Platz 6, 10555.0, Berlin",Viktoria-Luise-Platz 6,10555.0,Berlin,"52.4961143,13.3412049",52.4961143,13.3412049,lieferando,0.8771365026990511
27,2,2055,Asia Snack,9.6,195.0,10.0,2.99,705.0,50.0,asian,"Motzstr. 28, 10555.0, Berlin",Motzstr. 28,10555.0,Berlin,"52.4978395,13.3478019",52.4978395,13.3478019,lieferando,0.530506776754946
27,2,2056,Maharadscha,9.6,68.0,10.0,2.99,1467.0,50.0,vegetarian or vegan,"Fuggerstraße 21, 10555.0, Berlin",Fuggerstraße 21,10555.0,Berlin,"52.4987304,13.3450252",52.4987304,13.3450252,lieferando,0.49218386007188303
27,2,2057,Kordofan Berlin,7.8,6.0,0.0,1.99,0.0,55.0,,"Bülowstraße 1-3, 10555.0, Berlin",Bülowstraße 1-3,10555.0,Berlin,"52.4989241,13.3553525",52.4989241,13.3553525,lieferando,0.6139352642206123
27,2,2058,Jugnooo,8.0,6.0,10.0,2.99,0.0,50.0,vegetarian or vegan,"Viktoria-Luise-Platz 5, 10555.0, Berlin",Viktoria-Luise-Platz 5,10555.0,Berlin,"52.4961528,13.3414806",52.4961528,13.3414806,lieferando,0.8630177957134664
27,2,2059,Restaurant Potemkin,8.4,52.0,10.0,2.99,1371.0,50.0,italian,"Viktoria-Luise-Platz 5, 10555.0, Berlin",Viktoria-Luise-Platz 5,10555.0,Berlin,"52.4961528,13.3414806",52.4961528,13.3414806,lieferando,0.8630177957134664
27,2,2060,Cafe Sevo,9.4,5.0,10.0,2.99,952.0,50.0,middle eastern,"Eisenacher Straße 11-13, 10555.0, Berlin",Eisenacher Straße 11-13,10555.0,Berlin,"52.4973867,13.349313",52.4973867,13.349313,lieferando,0.5803195404197099
27,2,2061,Trattoria a' Muntagnola,9.2,57.0,10.0,2.99,1223.0,50.0,italian,"Fuggerstraße 27, 10555.0, Berlin",Fuggerstraße 27,10555.0,Berlin,"52.4987782,13.344104",52.4987782,13.344104,lieferando,0.5214205772867656
27,2,2062,Restaurant Elefant,8.4,420.0,10.0,2.99,1355.0,50.0,middle eastern,"Fuggerstraße 18, 10555.0, Berlin",Fuggerstraße 18,10555.0,Berlin,"52.4990266,13.3453486",52.4990266,13.3453486,lieferando,0.452695215477064
27,2,2063,Tianfuzius 天府子,9.6,103.0,10.0,2.99,0.0,50.0,asian,"Regensburger Strasse 1, 10555.0, Berlin",Regensburger Strasse 1,10555.0,Berlin,"52.4961224,13.340541",52.4961224,13.340541,lieferando,0.902941516715181
27,2,2064,Pizzeria Da Lucia,8.6,273.0,10.0,2.99,1061.0,45.0,italian,"Welserstr. 25, 10555.0, Berlin",Welserstr. 25,10555.0,Berlin,"52.4989,13.3419",52.4989,13.3419,lieferando,0.6116337683643147
27,2,2065,Pizza Vapori,9.4,14.0,10.0,1.99,1106.0,50.0,italian,"Nürnberger Straße 19, 10555.0, Berlin",Nürnberger Straße 19,10555.0,Berlin,"52.5020153,13.3378236",52.5020153,13.3378236,lieferando,0.7335533922533256
27,2,2066,Restaurant Graf,8.4,85.0,10.0,2.99,958.0,50.0,european,"Martin-Luther-Straße 6-10, 10555.0, Berlin",Martin-Luther-Straße 6-10,10555.0,Berlin,"52.49923,13.3455",52.49923,13.3455,lieferando,0.42792110580225645
27,2,2067,Cafe Mutter,8.2,187.0,10.0,2.99,1517.0,50.0,italian,"Hohenstaufenstraße 4, 10555.0, Berlin",Hohenstaufenstraße 4,10555.0,Berlin,"52.494985,13.3525307",52.494985,13.3525307,lieferando,0.8868980857828992
27,2,2068,Deli-House,9.0,71.0,10.0,2.99,1218.0,45.0,asian,"Nürnberger Straße 28, 10555.0, Berlin",Nürnberger Straße 28,10555.0,Berlin,"52.5002836,13.3358858",52.5002836,13.3358858,lieferando,0.8995879312621116
27,2,2069,green tree,9.6,115.0,10.0,2.99,1095.0,50.0,vegetarian or vegan,"Pfalzburgerstraße 83, 10555.0, Berlin",Pfalzburgerstraße 83,10555.0,Berlin,"52.4988567,13.3231234",52.4988567,13.3231234,lieferando,1.7781525080643323
27,2,2071,L'Osteria,7.0,144.0,10.0,1.99,1191.0,45.0,italian,"Budapester Straße 38-50, 10555.0, Berlin",Budapester Straße 38-50,10555.0,Berlin,"52.5055961,13.338308",52.5055961,13.338308,lieferando,0.774274658246958
27,2,2072,Kourosh - persische & orientalische Spezialitäten,7.8,22.0,10.0,2.99,1991.0,50.0,vegetarian or vegan,"Lietzenburgerstraße 20, 10555.0, Berlin",Lietzenburgerstraße 20,10555.0,Berlin,"52.4999984,13.3399166",52.4999984,13.3399166,lieferando,0.6552054114659408
27,2,2073,Hasir Grill Berlin,8.0,145.0,10.0,2.99,1708.0,50.0,middle eastern,"Nürnbergerstraße 46, 10555.0, Berlin",Nürnbergerstraße 46,10555.0,Berlin,"52.50048,13.33692",52.50048,13.33692,lieferando,0.8260409422639574
27,2,2074,Restaurant R23,8.2,12.0,10.0,2.99,1070.0,50.0,vegetarian or vegan,"Rankestraße 23, 10555.0, Berlin",Rankestraße 23,10555.0,Berlin,"52.5013859,13.3329255",52.5013859,13.3329255,lieferando,1.0717596343892815
27,2,2075,Ebe Ano,8.4,78.0,10.0,2.99,1200.0,50.0,,"Bamberger Straße 49, 10555.0, Berlin",Bamberger Straße 49,10555.0,Berlin,"52.49414,13.33752",52.49414,13.33752,lieferando,1.2030903471574432
27,2,2076,Xia Tea,9.6,41.0,10.0,2.99,590.0,55.0,asian,"Trautenaustraße 19, 10555.0, Berlin",Trautenaustraße 19,10555.0,Berlin,"52.4928059,13.3291696",52.4928059,13.3291696,lieferando,1.7095108317923042
27,2,2077,Café Bistro Shaniu,8.6,18.0,10.0,2.99,0.0,50.0,asian,"Pariser Straße 56, 10555.0, Berlin",Pariser Straße 56,10555.0,Berlin,"52.4960978,13.3278272",52.4960978,13.3278272,lieferando,1.583713494064914
27,2,2078,San Marino Ristorante,8.6,6.0,10.0,2.99,0.0,50.0,italian,"Prager Platz 1-3, 10555.0, Berlin",Prager Platz 1-3,10555.0,Berlin,"52.4933981,13.332398",52.4933981,13.332398,lieferando,1.5010696686499538
27,2,2079,Bleib V,5.6,4.0,10.0,2.99,0.0,45.0,vegetarian or vegan,"Nürnberger Straße 45a, 10555.0, Berlin",Nürnberger Straße 45a,10555.0,Berlin,"52.5003321,13.3366321",52.5003321,13.3366321,lieferando,0.8495160494011769
27,2,2080,Viet Bowl Charlottenburg,8.6,313.0,10.0,2.99,1123.0,50.0,vegetarian or vegan,"Uhlandstraße 156, 10555.0, Berlin",Uhlandstraße 156,10555.0,Berlin,"52.4983891,13.3247217",52.4983891,13.3247217,lieferando,1.6864562893697717
27,2,2081,I-Ke-Su Kaiten Sushi,8.8,108.0,10.0,2.99,1768.0,50.0,asian,"Uhlandstraße 157, 10555.0, Berlin",Uhlandstraße 157,10555.0,Berlin,"52.4985568,13.3248688",52.4985568,13.3248688,lieferando,1.6717588929265037
27,2,2082,Russische Feinkost Avantgarde,9.4,138.0,10.0,2.99,1398.0,50.0,seafood,"Uhlandstraße 42, 10555.0, Berlin",Uhlandstraße 42,10555.0,Berlin,"52.4989805,13.3243244",52.4989805,13.3243244,lieferando,1.6956367307200448
27,2,2083,Tommi's Burger Joint,8.4,227.0,10.0,1.99,946.0,50.0,american,"Kurfürsterdamm 212, 10555.0, Berlin",Kurfürsterdamm 212,10555.0,Berlin,"52.5018668,13.3254556",52.5018668,13.3254556,lieferando,1.5727218595286965
27,2,2084,La Cantina Rosso,9.4,27.0,10.0,2.99,1365.0,50.0,italian,"Lietzenburger Straße 83, 10555.0, Berlin",Lietzenburger Straße 83,10555.0,Berlin,"52.4997003,13.3231648",52.4997003,13.3231648,lieferando,1.7558530568963802
27,2,2085,Tian Fu Uhlandstraße,9.2,234.0,10.0,2.99,0.0,45.0,asian,"Uhlandstrasse 142, 10555.0, Berlin",Uhlandstrasse 142,10555.0,Berlin,"52.4949189,13.3242146",52.4949189,13.3242146,lieferando,1.8619021814638839
27,2,2086,Meet You,8.2,78.0,10.0,2.99,1275.0,45.0,asian,"Fasanenstraße 41, 10555.0, Berlin",Fasanenstraße 41,10555.0,Berlin,"52.4980606,13.3264764",52.4980606,13.3264764,lieferando,1.5835341429284968
27,2,2087,Namaste,8.2,483.0,10.0,2.99,1214.0,50.0,indian,"Pariser Str. 56, 10555.0, Berlin",Pariser Str. 56,10555.0,Berlin,"52.49611,13.32754",52.49611,13.32754,lieferando,1.6004881937517108
27,2,2088,Ben & Jerry's und Magnum,7.6,37.0,10.0,2.99,1302.0,50.0,breakfast/dessert,"Uhlandstraße 43, 10555.0, Berlin",Uhlandstraße 43,10555.0,Berlin,"52.4987687,13.3243087",52.4987687,13.3243087,lieferando,1.7023989390890537
27,2,2089,MARDIA Lahmacun & Pide House,8.4,15.0,10.0,2.99,0.0,50.0,middle eastern,"Uhlandstraße 153, 10555.0, Berlin",Uhlandstraße 153,10555.0,Berlin,"52.4976405,13.3247382",52.4976405,13.3247382,lieferando,1.7103324479338935
27,2,2090,Boujee,9.2,7.0,10.0,2.99,1090.0,50.0,italian,"Pariser Straße 18A, 10555.0, Berlin",Pariser Straße 18A,10555.0,Berlin,"52.4983,13.31914",52.4983,13.31914,lieferando,2.055663959292829
27,2,2091,Trattoria Casa Lucariello,9.4,20.0,10.0,2.99,1176.0,50.0,italian,"Emser Str. 42, 10555.0, Berlin",Emser Str. 42,10555.0,Berlin,"52.4971824,13.3198867",52.4971824,13.3198867,lieferando,2.0395171008393618
27,2,2092,Restaurant Cafe Bar SIDNEY,9.0,61.0,10.0,2.99,0.0,50.0,american,"Pariser Straße 19, 10555.0, Berlin",Pariser Straße 19,10555.0,Berlin,"52.4984818,13.3182274",52.4984818,13.3182274,lieferando,2.1115298595865117
27,2,2093,Monsun,8.6,4.0,10.0,2.99,0.0,50.0,vegetarian or vegan,"Pariser Straße 42, 10555.0, Berlin",Pariser Straße 42,10555.0,Berlin,"52.4979029,13.3189054",52.4979029,13.3189054,lieferando,2.081785626975239
27,2,2094,Tasty Cuisine,7.4,35.0,10.0,2.99,1167.0,55.0,asian,"Prager Platz 4, 10555.0, Berlin",Prager Platz 4,10555.0,Berlin,"52.4929991,13.3323817",52.4929991,13.3323817,lieferando,1.5324440394491456
27,2,2097,Sagano,8.4,257.0,10.0,2.99,1084.0,50.0,asian,"Kurfürstendamm 182, 10555.0, Berlin",Kurfürstendamm 182,10555.0,Berlin,"52.50031,13.31358",52.50031,13.31358,lieferando,2.3905947494367825
27,2,2098,TTP Sushi,8.4,189.0,10.0,2.99,1306.0,50.0,asian,"Olivaer Platz 5, 10555.0, Berlin",Olivaer Platz 5,10555.0,Berlin,"52.4988336,13.3148961",52.4988336,13.3148961,lieferando,2.3255722822993805
27,2,2101,Trattoria Belmonte,9.4,257.0,10.0,2.99,1196.0,30.0,italian,"Schwäbische Straße 5, 10557.0, Berlin",Schwäbische Straße 5,10557.0,Berlin,"52.4928103,13.3474262",52.4928103,13.3474262,lieferando,1.0903098222964158
