Name,lat,lon,Address
Hauptstadt Gastronomieservice,52.40024,13.53718,Kirschweg 8 Altglienicke 12524 Berlin
Zum Bohnsdorfer Eck,52.39966,13.54615,Grünbergallee 101 Bohnsdorf 12526 Berlin
Saigon China Imbiss,52.399766,13.542343,Grünbergallee Bohnsdorf 12524 Berlin
Siedlerkrug,52.39934,13.53923,Grünbergallee Bohnsdorf 12524 Berlin
Doppeldecker,52.39778,13.53511,Schwalbenweg 7 12529 Schönefeld
Aviatik,52.39781,13.53704,Schwalbenweg 18 Bohnsdorf 12526 Berlin
Fero's Pizzeria,52.39778,13.53511,Schwalbenweg 7 12529 Schönefeld
Pizzeria da Latto,52.4035,13.54229,Coloniaallee 13 Altglienicke 12524 Berlin
Bistro-Varna,52.40404,13.55976,Paradiesstraße 212 Altglienicke 12526 Berlin
La Tettoia,52.38905,13.56811,Waldstraße 55 Bohnsdorf 12526 Berlin
Pizzeria Monello,52.4035,13.54229,Coloniaallee 13 Altglienicke 12524 Berlin
Luise,52.45786,13.29133,KöniginLuiseStraße 40 Dahlem 14195 Berlin
Kantine im Julius-Kuhn-Institut,52.45813,13.29942,KöniginLuiseStraße 19 Dahlem 14195 Berlin
"Esskultur, Restaurant und Beduinenzelt",52.45785,13.29131,Dahlem 14195 Berlin
Villa Rosa,52.45864,13.30271,KöniginLuiseStraße 11 Dahlem 14195 Berlin
Esskultur,52.45585,13.29289,Takustraße 38 Dahlem 14195 Berlin
Asia Snack Dahlem,52.45787,13.29278,KöniginLuiseStraße 38 Dahlem 14195 Berlin
Piaggio,52.45784,13.29084,KöniginLuiseStraße 44 Dahlem 14195 Berlin
Fabecks,52.45053,13.29574,Altensteinstraße 42 Dahlem 14195 Berlin
Really Good Life,52.45784,13.29084,KöniginLuiseStraße 44 Dahlem 14195 Berlin
Papillon,52.45695,13.29344,Takustraße 39 Dahlem 14195 Berlin
Das Cafe in der Gartenakademie,52.45606,13.29943,Altensteinstraße 15A Dahlem 14195 Berlin
Eis Zeit,52.45828,13.29135,KöniginLuiseStraße 41A Dahlem 14195 Berlin
Botanischer Garten,52.45192,13.31035,Unter den Eichen 5 Lichterfelde 12203 Berlin
Loch Ness Scottish Pub & Whisky Bar,52.44681,13.31116,Roonstraße 31 Lichterfelde 12203 Berlin
Taverna Kretamos,52.44678,13.30632,Gardeschützenweg 68 Lichterfelde 12203 Berlin
Alter Krug,52.45789,13.28818,KöniginLuiseStraße 52 Dahlem 14195 Berlin
Englers Restaurant,52.45911,13.30442,Englerallee 42 Dahlem 14195 Berlin
Pesetas,52.44886,13.30329,Unter den Eichen 112 Lichterfelde 12203 Berlin
La Favorita,52.44863,13.29086,Habelschwerdter Allee 23 Dahlem 14195 Berlin
Non la,52.46011,13.30945,Grunewaldstraße 28 Steglitz 12165 Berlin
Coffee Station,52.449588,13.285762,Thielallee Dahlem 14195 Berlin
Hee Lam Mun,52.45994,13.31219,Grunewaldstraße 23 Steglitz 12165 Berlin
Chirag,52.44957,13.30272,Unter den Eichen 42 Lichterfelde 12203 Berlin
Landhaus Botanischer Garten,52.45229,13.311127,Unter den Eichen Lichterfelde 12203 Berlin
Landhaus Botanischer Garten,52.45192,13.31035,Unter den Eichen 5 Lichterfelde 12203 Berlin
Erdal's Feinkost,52.44852,13.30517,Enzianstraße 2 Lichterfelde 12203 Berlin
Cafeteria Fu Koserstraße,52.46146,13.29446,Koserstraße 20 Dahlem 14195 Berlin
San Martin,52.44625,13.29354,Habelschwerdter Allee 1 Dahlem 14195 Berlin
Coffee Cross,52.45316,13.28652,Thielallee 34 Dahlem 14195 Berlin
Il Buchetto,52.4509,13.31022,Tulpenstraße 20 Lichterfelde 12203 Berlin
Mensa Fu Pharmazie,52.4588,13.30601,KöniginLuiseStraße 2 Steglitz 14195 Berlin
Die Oesteria,52.44852,13.30517,Enzianstraße 2 Lichterfelde 12203 Berlin
Lauter Eis,52.44854,13.30639,Hortensienstraße 12 Lichterfelde 12203 Berlin
Bestofkebap,52.45793,13.28959,KöniginLuiseStraße 48 Dahlem 14195 Berlin
Miss Wu,52.45904,13.28298,KöniginLuiseStraße 71 Dahlem 14195 Berlin
Silphion,52.44678,13.30632,Gardeschützenweg 68 Lichterfelde 12203 Berlin
Reinelts Weinstube,52.44584,13.30418,Gardeschützenweg 88 Lichterfelde 12203 Berlin
Surprise,52.44522,13.30269,Gardeschützenweg 102 Lichterfelde 12203 Berlin
Kawa,52.44712,13.30609,Moltkestraße 1 Lichterfelde 12203 Berlin
Mundgerecht,52.46148,13.31183,Paulsenstraße 5 Steglitz 12163 Berlin
Jung Bluth,52.46041,13.31734,Lepsiusstraße 63 Steglitz 12163 Berlin
Dokmai,52.46024,13.31755,Muthesiusstraße 38 Steglitz 12163 Berlin
Ristorante Matera,52.45244,13.31988,Birkbuschstraße 7 Steglitz 12165 Berlin
Con Co,52.45415,13.31716,Schloßstraße 49 Steglitz 12165 Berlin
Goodies,52.45601,13.32041,Schloßstraße Steglitz 12165 Berlin
Tele Pizza,52.44722,13.31504,Hindenburgdamm 78 Lichterfelde 12203 Berlin
Sombrero,52.45565,13.31727,Wrangelstraße 11 Steglitz 12165 Berlin
Eierschale Dahlem,52.46441,13.29753,Podbielskiallee 50 Dahlem 14195 Berlin
Peter Pane Berlin Schloß,52.45731,13.320598,Schloßstraße 34 Steglitz 12163 Berlin
La Fattoria,52.45851,13.31695,Grunewaldstraße 8 Steglitz 12165 Berlin
Amar,52.45405,13.31684,Schloßstraße 50 Steglitz 12165 Berlin
Indisches Restaurant Avtaar,52.46005,13.317,Lepsiusstraße 69 Steglitz 12163 Berlin
M&S Gemüsekebap,52.44899,13.31564,Hindenburgdamm 61 Lichterfelde 12203 Berlin
Asaki-Sushi,52.45368,13.31693,Schloßstraße 66A Steglitz 12165 Berlin
Felino,52.45244,13.31988,Birkbuschstraße 7 Steglitz 12165 Berlin
Cafe Nepomuk,52.45793,13.3184,Grunewaldstraße 6 Steglitz 12165 Berlin
Rothenburg-Eck,52.45918,13.31949,Rothenburgstraße 41 Steglitz 12163 Berlin
Gonzales,52.44788,13.31562,Hindenburgdamm 58B Lichterfelde 12203 Berlin
Indian Dream,52.44625,13.31564,Hindenburgdamm 57A Lichterfelde 12203 Berlin
General Post Office,52.46117,13.31825,Zimmermannstraße 22 Steglitz 12163 Berlin
Nirwana,52.45415,13.31716,Schloßstraße 49 Steglitz 12165 Berlin
La Castellana,52.45565,13.31727,Wrangelstraße 11 Steglitz 12165 Berlin
Schweizerweine,52.44289,13.30603,Viktoriastraße 9 Lichterfelde 12203 Berlin
Hofcafe Betzhorn,52.45765,13.27942,Am Schülerheim 6 Dahlem 14195 Berlin
Restaurant Brentano,52.46617,13.30949,Brentanostraße 7 Steglitz 12163 Berlin
Siam Park,52.46734,13.30837,Breitenbachplatz 8 Dahlem 14195 Berlin
Guo Guo Xiang,52.46734,13.30837,Breitenbachplatz 8 Dahlem 14195 Berlin
Santa Cafe,52.46708,13.30781,Breitenbachplatz 12 Dahlem 14195 Berlin
Il Tramonto,52.44671,13.31501,Hindenburgdamm 79 Lichterfelde 12203 Berlin
Curryimbiss U-Bhf Breitenbachplatz,52.4669,13.3086,Breitenbachplatz Dahlem 14195 Berlin
Ham-Restaurant Dahlem,52.45943,13.28099,KöniginLuiseStraße 81 Dahlem 14195 Berlin
Friedls Cafe,52.44258,13.31173,LudwigBeckPlatz Lichterfelde 12203 Berlin
Bao,52.44608,13.31565,Hindenburgdamm 57 Lichterfelde 12203 Berlin
Noasushi,52.44554,13.31571,Hindenburgdamm 54 Lichterfelde 12203 Berlin
Mahal Express,52.45742,13.32086,Schloßstraße 36 Steglitz 12163 Berlin
Madre's,52.46005,13.317,Lepsiusstraße 69 Steglitz 12163 Berlin
Domino's Pizza,52.51515,13.49828,Siegfriedstraße 201 Lichtenberg 10365 Berlin
Ormado Kaffeehaus,52.51023,13.50133,Einbecker Straße 18 Rummelsburg 10317 Berlin
Don Giovanni,52.51423,13.49339,Atzpodienstraße 12 Lichtenberg 10365 Berlin
Eiscafe Winkels,52.51442,13.49506,Fanningerstraße 27 Lichtenberg 10365 Berlin
Isy's Dönerpoint,52.51174,13.49726,Frankfurter Allee Lichtenberg 10365 Berlin
Zeitentraumer,52.51393,13.49995,Fanningerstraße 55 Lichtenberg 10365 Berlin
Balkan Bar,52.51253,13.49802,Siegfriedstraße 2 Lichtenberg 10365 Berlin
Grillhaus,52.51228,13.49197,Frankfurter Allee 209 Lichtenberg 10365 Berlin
45 Cocktailbar Lichtenberg,52.51175,13.49783,Frankfurter Allee 250 Lichtenberg 10365 Berlin
Alte Mensa,52.51289,13.49259,Atzpodienstraße 46 Lichtenberg 10365 Berlin
Kebap House,52.51235,13.49797,Siegfriedstraße 1A Lichtenberg 10365 Berlin
City Food,52.51239,13.48999,Frankfurter Allee 199 Lichtenberg 10365 Berlin
NO Name Shisha & Cocktail,52.51175,13.49783,Frankfurter Allee 250 Lichtenberg 10365 Berlin
Pizza 1889,52.51239,13.48999,Frankfurter Allee 199 Lichtenberg 10365 Berlin
Sana Klinikum Lichtenberg Kantine,52.51402,13.49643,Fanningerstraße 32 Lichtenberg 10365 Berlin
Maximilian,52.51235,13.49797,Siegfriedstraße 1A Lichtenberg 10365 Berlin
Asia Imbiss - Asian Duc Anh,52.51208,13.49845,Frankfurter Allee 253 Lichtenberg 10365 Berlin
Cäsars Lieferservice,52.5111,13.50299,Frankfurter Allee 271 Rummelsburg 10317 Berlin
La Cafeteria,52.51532,13.4912,Schottstraße 6 Lichtenberg 10365 Berlin
Selin Grill Haus,52.51471,13.49814,Siegfriedstraße 203 Lichtenberg 10365 Berlin
Pizza Uno,52.51174,13.49726,Frankfurter Allee 244 Lichtenberg 10365 Berlin
Schlemmergrill Rathke,52.51172,13.49838,Frankfurter Allee 254 Lichtenberg 10365 Berlin
Taiko Sushi,52.52326,13.48943,JosefOrloppStraße 53 Lichtenberg 10365 Berlin
Cafe Vernunft,52.514601,13.486407,Ruschestraße 103 Lichtenberg 10365 Berlin
Zum Gyorgy,52.52297,13.48799,JosefOrloppStraße 44 Lichtenberg 10365 Berlin
Cuccis,52.50945,13.49748,Weitlingstraße Rummelsburg 10317 Berlin
Lavendel Viet,52.50978,13.49837,Weitlingstraße 13A Rummelsburg 10317 Berlin
Ursula Kierzek,52.50917,13.49798,Weitlingstraße 17 Rummelsburg 10317 Berlin
Pizza Planet Lichtenberg,52.50557,13.50915,Zachertstraße 62 Friedrichsfelde 10315 Berlin
COCO'S,52.50869,13.49729,Weitlingstraße 26 Rummelsburg 10317 Berlin
Zum Happen,52.50826,13.49704,Weitlingstraße 32 Rummelsburg 10317 Berlin
Centies,52.50902,13.49795,Weitlingstraße Rummelsburg 10317 Berlin
Pizza Max,52.50775,13.49732,Margaretenstraße 4 Rummelsburg 10317 Berlin
Asia Food Anh Minh,52.51251,13.48888,Frankfurter Allee 193 Lichtenberg 10365 Berlin
Castello Bistro,52.51319,13.48208,Frankfurter Allee 151 Lichtenberg 10365 Berlin
Il Mondo,52.51446,13.48186,Rathausstraße 6 Lichtenberg 10367 Berlin
Ristorante Rossini,52.51319,13.48208,Frankfurter Allee 151 Lichtenberg 10365 Berlin
Rossini IV,52.51335,13.48194,Rathausstraße 1 Lichtenberg 10367 Berlin
Pizzeria Ledi,52.50855,13.49721,Weitlingstraße 28 Rummelsburg 10317 Berlin
Claire,52.52182,13.48523,Ruschestraße 45 Lichtenberg 10367 Berlin
Eis Kaffee,52.50792,13.49773,Margaretenstraße 26 Rummelsburg 10317 Berlin
Salsarestaurant,52.50812,13.49696,Weitlingstraße 34 Rummelsburg 10317 Berlin
Salsa,52.50812,13.49696,Weitlingstraße 34 Rummelsburg 10317 Berlin
Epirus,52.52146,13.48692,Ruschestraße 70 Lichtenberg 10365 Berlin
Avci Döner,52.50611,13.49619,Weitlingstraße 57 Rummelsburg 10317 Berlin
SUBWAY,52.51385,13.47547,Frankfurter Allee 113 Friedrichshain 10365 Berlin
Steak House Giovanni 1978,52.510015,13.517908,AltFriedrichsfelde 87 Friedrichsfelde 10315 Berlin
Restaurant Yuumi,52.5016,13.49091,Emanuelstraße 1 Rummelsburg 10317 Berlin
Restaurant Jelanger Jelieber,52.50382,13.48184,Kaskelstraße 49 Rummelsburg 10317 Berlin
"Coffee Fellows - Kaffee, Bagels, Fruhstuck",52.514048,13.475887,Frankfurter Allee 113 Friedrichshain 10365 Berlin
Madeleine und der Seemann,52.50431,13.47983,Kaskelstraße 31 Rummelsburg 10317 Berlin
Pink Elephant,52.51488,13.47382,Rigaer Straße 56 Friedrichshain 10247 Berlin
Duc Anh Quan,52.52674,13.48951,Herzbergstraße 128 Lichtenberg 10367 Berlin
Domino's Pizza,52.50478,13.49563,Weitlingstraße 71 Rummelsburg 10317 Berlin
Falafel Aladdin,52.51524,13.47334,Pettenkoferstraße 2B Friedrichshain 10247 Berlin
Curry Piraten,52.51488,13.47382,Rigaer Straße Friedrichshain 10247 Berlin
Aastha,52.51695,13.47914,Parkaue 35 Lichtenberg 10367 Berlin
Coffee Fellows,52.51556,13.48061,Rathausstraße 8 Lichtenberg 10367 Berlin
An dem,52.51717,13.47979,Möllendorffstraße 106 Lichtenberg 10367 Berlin
Pizza Bistro,52.51691,13.47949,Parkaue 37 Lichtenberg 10367 Berlin
Second Bäck Meets Cookomania,52.51558,13.47311,Pettenkoferstraße 4 Friedrichshain 10247 Berlin
Dong Xuan Quan Restaurant,52.527826,13.490358,Lichtenberg 10365 Berlin
Gasthaus Parkblick,52.51674,13.47825,Parkaue 32 Lichtenberg 10367 Berlin
Lang van,52.52431,13.48085,Möllendorffstraße 48 Fennpfuhl 10367 Berlin
Squash-House,52.5242,13.4862,Vulkanstraße 3 Lichtenberg 10367 Berlin
Restaurant Holi's,52.50447,13.49738,Wönnichstraße 69 Rummelsburg 10317 Berlin
Ristorante Il Bufalo,52.50097,13.49762,Rummelsburger Straße 84 Friedrichsfelde 10315 Berlin
Ristorante Fratelli Tre,52.510015,13.517908,AltFriedrichsfelde 87 Friedrichsfelde 10315 Berlin
Märkische Aue,52.50542,13.51455,AlfredKowalkeStraße 1 Friedrichsfelde 10315 Berlin
U Bahn Quelle,52.50666,13.51259,Einbecker Straße Friedrichsfelde 10315 Berlin
Asia Euro Bistro Tiger,52.50716,13.51242,Massower Straße 4 Friedrichsfelde 10315 Berlin
Restaurant Georghof,52.51137,13.47528,Gürtelstraße 41 Friedrichshain 10247 Berlin
Heisser Wolf,52.51385,13.47547,Frankfurter Allee 113 Friedrichshain 10365 Berlin
Restaurant Reichardt's,52.51418,13.47285,Frankfurter Allee 97 Friedrichshain 10247 Berlin
Cafe im Schilf,52.50382,13.48184,Kaskelstraße 49 Rummelsburg 10317 Berlin
Baran Grill,52.514044,13.474004,Frankfurter Allee Friedrichshain 10247 Berlin
Gut Hesterberg,52.51398,13.47412,Frankfurter Allee 111 Friedrichshain 10247 Berlin
Nordsee,52.51398,13.47412,Frankfurter Allee 111 Friedrichshain 10247 Berlin
Thai Snack,52.51359,13.47363,Frankfurter Allee 102 Friedrichshain 10247 Berlin
Gaststätte zum Igel,52.51202,13.47523,Scharnweberstraße 1 Friedrichshain 10247 Berlin
Troja Grill am Mkc Center,52.51228,13.47786,Mauritiuskirchstraße 3 Lichtenberg 10365 Berlin
Langnese Happiness Station,52.51398,13.47412,Frankfurter Allee 111 Friedrichshain 10247 Berlin
Bistro Kristall,52.51628,13.47893,Möllendorffstraße 110 Lichtenberg 10367 Berlin
Hösels Fleischerimbiss,52.52017,13.47922,Scheffelstraße 45 Lichtenberg 10367 Berlin
Thang Long,52.51398,13.47412,Frankfurter Allee 111 Friedrichshain 10247 Berlin
Bánh Mì Patê,52.52674,13.48951,Herzbergstraße 128 Lichtenberg 10367 Berlin
Viet Pho,52.52674,13.48951,Herzbergstraße 128 Lichtenberg 10367 Berlin
Center Grill,52.51369,13.47271,Frankfurter Allee 98 Friedrichshain 10247 Berlin
India Spice,52.50398,13.4812,Kaskelstraße 43 Rummelsburg 10317 Berlin
Riga's Pizza Box,52.51455,13.47411,Rigaer Straße 55 Friedrichshain 10247 Berlin
Pizza Toscana,52.5009,13.49406,Lückstraße 45 Rummelsburg 10317 Berlin
Vitale Großstadtmäuse,52.50177,13.50249,Rummelsburger Straße 61 Friedrichsfelde 10315 Berlin
Der Natürliche Geschmack Vietnams,52.51605,13.48132,Normannenstraße 5 Lichtenberg 10367 Berlin
Buffet der Saison,52.51399,13.47706,Frankfurter Allee 117 Friedrichshain 10365 Berlin
Feuer & Flamme FA Klaus,52.63222,13.2981,Rüdesheimer Straße 8 Frohnau 13465 Berlin
Leimers Kunst & Kuche,52.63268,13.29232,Fürstendamm 1A Frohnau 13465 Berlin
Picadilly Cafe und Teehaus,52.63326,13.29043,Zeltinger Platz 2 Frohnau 13465 Berlin
Restaurant Adriatic,52.63367,13.29412,Edelhofdamm 10 Frohnau 13465 Berlin
Domino's Pizza,52.62992,13.31081,Oranienburger Chaussee 6 16548 GlienickeNordbahn
Ristorante Brescia,52.63144,13.2899,Welfenallee 7 Frohnau 13465 Berlin
Restaurant Rabennest Frohnau,52.6432,13.30048,Schönfließer Straße 83 Frohnau 13465 Berlin
Lua Restaurant,52.63265,13.28925,Ludolfingerplatz 1 Frohnau 13465 Berlin
Hallo Pizza!,52.62992,13.31081,Oranienburger Chaussee 6 16548 GlienickeNordbahn
El Boyero,52.63215,13.31084,Schönfließer Straße 16548 GlienickeNordbahn
Pizzaiolo,52.63265,13.28925,Ludolfingerplatz 1 Frohnau 13465 Berlin
Pantalone,52.63311,13.28858,Ludolfingerplatz 2 Frohnau 13465 Berlin
Piazza Italiana,52.628751,13.311136,Oranienburger Chaussee 2 16548 GlienickeNordbahn
Kaffeehaus Zeltinger,52.63349,13.29005,Zeltinger Platz 1 Frohnau 13465 Berlin
Da Michelino,52.63229,13.31085,Schönfließer Straße 80 16548 GlienickeNordbahn
Mandagoras,52.625964,13.29158,Frohnauer Straße 106 Hermsdorf 13465 Berlin
Greenhouse California,52.63084,13.31045,Oranienburger Chaussee 10 16548 GlienickeNordbahn
King's Snack,52.6326,13.2889,Ludolfingerplatz Frohnau 13465 Berlin
Franco Faldon Speiseeis,52.632,13.28972,Welfenallee 3 Frohnau 13465 Berlin
Cafe Malin,52.63257,13.31007,Oranienburger Chaussee 13 16548 GlienickeNordbahn
Manni Restaurant,52.64268,13.30242,Oranienburger Chaussee 45 Frohnau 13465 Berlin
Sakura Sushi-Restaurant,52.63281,13.3098,Oranienburger Chaussee 15 16548 GlienickeNordbahn
Jasnoor,52.62342,13.30233,Hohefeldstraße 37 Hermsdorf 13467 Berlin
Bocadito,52.628593,13.27726,Donnersmarckallee 9 Frohnau 13465 Berlin
Ristorante Landhaus am Poloplatz,52.64495,13.28834,Am Poloplatz 9 Frohnau 13465 Berlin
Glienicker Kaffeehaus,52.63139,13.31735,Hauptstraße 66 16548 GlienickeNordbahn
Pegasus,52.59693,13.5573,Dietrichstraße 12A Neu Lindenberg 16356 Ahrensfelde
Restaurant & Pension Lindner,52.60383,13.52413,Bernauer Straße 3 Lindenberg 16356 Ahrensfelde
Restaurant zum Speicher,52.63583,13.49975,AltBuch 45 Buch 13125 Berlin
Mein Quartier,52.63853,13.49044,Wiltbergstraße 50 Buch 13125 Berlin
Akcan Döner,52.63727,13.49232,Wiltbergstraße 34 Buch 13125 Berlin
Son Asia Spezialitäten,52.63505,13.49624,Wiltbergstraße 2 Buch 13125 Berlin
Bekir Akcan,52.63466,13.49582,WalterFriedrichStraße 4A Buch 13125 Berlin
Best Döner Haus,52.63714,13.49239,Wiltbergstraße 32 Buch 13125 Berlin
Pizza Planet,52.62593,13.49614,Karower Chaussee Buch 13125 Berlin
Fon Star,52.64327,13.50176,Viereckweg 47 Buch 13125 Berlin
Schweizer Wein Kultur,52.63666,13.50496,AltBuch 72 Buch 13125 Berlin
Café Max,52.6274,13.50163,RobertRössleStraße 10 Buch 13125 Berlin
Sana Rosa,52.64327,13.50176,Viereckweg 47 Buch 13125 Berlin
Kaffeehaus Madlen im Cafe Max,52.6274,13.50163,RobertRössleStraße 10 Buch 13125 Berlin
Cabslam - California Breakfast Slam,52.48324,13.44672,Innstraße 47 Neukölln 12045 Berlin
Eins44,52.48503,13.44012,Elbestraße 28 Neukölln 12045 Berlin
Bar am Ufer,52.48122,13.4526,Kiehlufer 121 Neukölln 12059 Berlin
Mom's Creation,52.48891,13.45365,Elsenstraße 27 AltTreptow 12435 Berlin
W Pizza,52.48683,13.43968,Fuldastraße 31 Neukölln 12045 Berlin
Venue,52.4842,13.43953,Weserstraße 172 Neukölln 12045 Berlin
Pecados,52.48025,13.44351,Sonnenallee 127 Neukölln 12059 Berlin
Comedy Café Berlin,52.48017,13.44681,Roseggerstraße 17 Neukölln 12059 Berlin
Snack Baalbaki,52.48596,13.44745,Harzer Straße 92 Neukölln 12059 Berlin
Quick Burger,52.48555,13.44825,Harzer Straße 88 Neukölln 12059 Berlin
Hatay Imbiss,52.48869,13.45398,Elsenstraße 100 AltTreptow 12435 Berlin
Asia Long van,52.48003,13.44299,Sonnenallee 128 Neukölln 12059 Berlin
Madame Zucker,52.48354,13.44438,Wildenbruchplatz 5 Neukölln 12045 Berlin
Chinapfanne und Thai Kueche,52.48003,13.44299,Sonnenallee 128 Neukölln 12059 Berlin
Classic - Finest Burger & Pizza,52.48252,13.44149,Wildenbruchstraße 5 Neukölln 12045 Berlin
Erika & Hilde,52.48562,13.4423,Weigandufer 9 Neukölln 12045 Berlin
Eins Kantine Neuklln,52.48503,13.44012,Elbestraße Neukölln 12045 Berlin
HOM,52.48354,13.44438,Wildenbruchplatz 5 Neukölln 12045 Berlin
On Egin,52.48261,13.44112,Wildenbruchstraße 88 Neukölln 12045 Berlin
Sahara Imbiss,52.48328,13.44201,Wildenbruchstraße 85 Neukölln 12045 Berlin
Kalaja Grillhaus,52.48229,13.4407,Wildenbruchstraße 89 Neukölln 12045 Berlin
Keleşoğlu Café,52.48223,13.44352,Weserstraße 157 Neukölln 12045 Berlin
Kahramane Lounge,52.481783,13.452728,Treptower Straße 74 Neukölln 12059 Berlin
Cantinalou,52.48261,13.44112,Wildenbruchstraße 88 Neukölln 12045 Berlin
Begur,52.4807,13.45191,Weigandufer 36 Neukölln 12059 Berlin
Caffeggiando,52.48063,13.43965,Anzengruberstraße 19 Neukölln 12043 Berlin
Funkloch,52.48629,13.44599,Wildenbruchstraße 68 Neukölln 12045 Berlin
Grill Haus,52.48632,13.44675,Harzer Straße 95 Neukölln 12059 Berlin
Fishtank Cafe,52.48385,13.44758,Kiehlufer 75 Neukölln 12059 Berlin
Crazy Bastar Sauce,52.48359,13.44076,Weserstraße 168 Neukölln 12045 Berlin
Stella,52.48339,13.44116,Weserstraße 166 Neukölln 12045 Berlin
Nah am Wasser Gebaut,52.48506,13.44509,Kiehlufer 55 Neukölln 12059 Berlin
Mmaah,52.48385,13.44758,Kiehlufer 75 Neukölln 12059 Berlin
Das Tier,52.48483,13.43766,Weserstraße 42 Neukölln 12045 Berlin
Il Kino,52.49163,13.43303,Nansenstraße 22 Neukölln 12047 Berlin
Babu Restaurant,52.47821,13.44806,Treptower Straße 95 Neukölln 12059 Berlin
Restaurant Cafe Rix,52.47698,13.43921,KarlMarxStraße 141 Neukölln 12043 Berlin
Capperi,52.49099,13.43529,Pannierstraße 32 Neukölln 12047 Berlin
Restaurant Enzo,52.48129,13.43892,Erkstraße 10 Neukölln 12043 Berlin
Dr. To's,52.48601,13.43503,Weichselstraße 54 Neukölln 12045 Berlin
Greens Cafe,52.48462,13.43808,Weserstraße 44 Neukölln 12045 Berlin
Social Coffee,52.48346,13.43605,Sonnenallee 76 Neukölln 12045 Berlin
Tisk Speisekneipe,52.48017,13.43245,Neckarstraße 12 Neukölln 12053 Berlin
La Maison Bleue,52.49017,13.4345,Pannierstraße 26 Neukölln 12047 Berlin
Simbur Fruhstuckshaus und Burger,52.47782,13.43811,KarlMarxStraße 124 Neukölln 12043 Berlin
Wonder Waffel Neukolln,52.48046,13.43513,Neckarstraße 2 Neukölln 12053 Berlin
Al Hanan,52.47954,13.44399,Sonnenallee 134 Neukölln 12059 Berlin
Sorrel,52.49015,13.43392,Pannierstraße 40 Neukölln 12047 Berlin
Sauvage Paleothek,52.48987,13.43345,Pflügerstraße 25 Neukölln 12047 Berlin
Rau & Herzlich,52.49322,13.43698,Glogauer Straße 9 Kreuzberg 10999 Berlin
Babbo Bar,52.48188,13.43685,Donaustraße 103 Neukölln 12043 Berlin
Dots,52.48649,13.4347,Weserstraße 191 Neukölln 12045 Berlin
Prachtwerk,52.47906,13.43881,Ganghoferstraße 2 Neukölln 12043 Berlin
Rixbox,52.47885,13.43806,Richardstraße 2 Neukölln 12043 Berlin
O.A.K.,52.48382,13.43215,Weichselstraße 66 Neukölln 12043 Berlin
Knodelwirtschaft,52.48666,13.43945,Fuldastraße 33 Neukölln 12045 Berlin
Chutnify,52.48987,13.43345,Pflügerstraße 25 Neukölln 12047 Berlin
Hindi Indische Restaurant,52.48918,13.45141,Plesser Straße 6 AltTreptow 12435 Berlin
Mae Charoen,52.47954,13.44399,Sonnenallee 134 Neukölln 12059 Berlin
Das Gift,52.48411,13.43232,Donaustraße 119 Neukölln 12043 Berlin
Nathanja und Heinrich,52.48739,13.43683,Weichselstraße 44 Neukölln 12045 Berlin
Kalle Klein,52.48952,13.44047,Harzer Straße 119 Neukölln 12435 Berlin
Follerei,52.48752,13.43749,Weichselstraße 30 Neukölln 12045 Berlin
Pi-Love,52.48076,13.43507,KarlMarxStraße 84 Neukölln 12043 Berlin
City Chicken,52.48487,13.43415,Sonnenallee 59 Neukölln 12045 Berlin
Café Botanico,52.47721,13.44113,Richardstraße 100 Neukölln 12043 Berlin
Bichou,52.48251,13.43635,Schönstedtstraße 14 Neukölln 12043 Berlin
Treptower Klause,52.49275,13.44517,KarlKungerStraße 69 AltTreptow 12435 Berlin
Imren Grill,52.48206,13.43393,KarlMarxStraße 75 Neukölln 12043 Berlin
Jaja,52.48422,13.43316,Weichselstraße 7 Neukölln 12043 Berlin
Marin Fisch und Fleisch Restaurant,52.47723,13.45941,Ziegrastraße 1 Neukölln 12057 Berlin
Asia Snack,52.49125,13.45778,Am Treptower Park 14 AltTreptow 12435 Berlin
San Mendoza,52.49125,13.45778,Am Treptower Park 14 AltTreptow 12435 Berlin
Fleischerei Uwe Proske,52.48943,13.44991,KarlKungerStraße 27 AltTreptow 12435 Berlin
Neue Republik Reger,52.49034,13.44908,Bouchéstraße 79A AltTreptow 12435 Berlin
Gaststätte zur Guten Laune,52.48848,13.45432,Kiefholzstraße 35 AltTreptow 12435 Berlin
Il Sogno,52.49058,13.44807,KarlKungerStraße 18 AltTreptow 12435 Berlin
Ristorante Dell' Arte,52.48893,13.45156,Plesser Straße 8 AltTreptow 12435 Berlin
Elsenstein,52.49226,13.4579,Elsenstraße 7 AltTreptow 12435 Berlin
Bar&Pizzeria da Gelo,52.49199,13.45859,Elsenstraße 115 AltTreptow 12435 Berlin
La Grappa,52.48088,13.43611,Erkstraße 1 Neukölln 12043 Berlin
Tell-Stübchen,52.48693,13.43246,Tellstraße 8 Neukölln 12045 Berlin
Döner Rix,52.476761,13.438554,Saltykowstraße 2 Neukölln 12053 Berlin
Oz Samsun Restaurant,52.48143,13.43773,Donaustraße 99 Neukölln 12043 Berlin
Al Pasha,52.48367,13.43658,Sonnenallee 77 Neukölln 12045 Berlin
Holy Coffee Berlin,52.4798,13.44346,Sonnenallee 132 Neukölln 12059 Berlin
Snaubar,52.48223,13.43854,Sonnenallee 96 Neukölln 12045 Berlin
Zum Fetten Finken,52.48217,13.43301,KarlMarxStraße 66 Neukölln 12043 Berlin
